inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Tom Koehler,1,1,2,Freddy Galvis,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Tom Koehler,1,3,1,Aaron Altherr,['N/A'],['Aaron Altherr'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Tom Koehler,1,4,1,Odubel Herrera,['Odubel Herrera'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,top,1,['Aaron Altherr'],N/A,1,3,2,Darin Ruf,['N/A'],['Odubel Herrera'],['Aaron Altherr'],Stolen Base 2B,Error,0,1,N/A,N/A,N/A
1,top,0,[],Tom Koehler,2,3,3,Darin Ruf,['N/A'],['N/A'],['Odubel Herrera'],Strikeout,N/A,0,1,N/A,N/A,N/A
1,top,0,[],Tom Koehler,3,0,0,Brian Bogusevic,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],Aaron Harang,1,0,0,Dee Gordon,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],Aaron Harang,1,3,2,Donovan Solano,['Donovan Solano'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],Aaron Harang,2,1,0,Christian Yelich,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],Aaron Harang,3,1,3,Justin Bour,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Tom Koehler,0,4,2,Andres Blanco,['Andres Blanco'],['N/A'],['N/A'],Walk,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Tom Koehler,1,0,3,Erik Kratz,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Tom Koehler,1,2,0,Cody Asche,['Cody Asche'],['Andres Blanco'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Tom Koehler,2,0,0,Aaron Harang,['N/A'],['Cody Asche'],['Andres Blanco'],Sac Bunt,N/A,0,1,N/A,N/A,N/A
2,top,2,"['Andres Blanco', 'Cody Asche']",Tom Koehler,2,0,2,Freddy Galvis,['Freddy Galvis'],['N/A'],['N/A'],Single,N/A,0,3,2,N/A,N/A
2,top,0,[],Tom Koehler,3,3,3,Aaron Altherr,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,3,N/A,N/A,N/A
2,bottom,0,[],Aaron Harang,0,2,0,Marcell Ozuna,['Marcell Ozuna'],['N/A'],['N/A'],Single,N/A,0,3,N/A,N/A,N/A
2,bottom,0,[],Aaron Harang,2,1,2,Derek Dietrich,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,3,N/A,N/A,N/A
2,bottom,0,[],Aaron Harang,2,2,2,J.T. Realmuto,['J.T. Realmuto'],['N/A'],['N/A'],Single,N/A,0,3,N/A,N/A,N/A
2,bottom,0,[],Aaron Harang,3,0,1,Miguel Rojas,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,3,N/A,N/A,N/A
3,top,0,[],Tom Koehler,1,1,2,Odubel Herrera,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,3,N/A,N/A,N/A
3,top,0,[],Tom Koehler,2,1,2,Darin Ruf,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,3,N/A,N/A,N/A
3,top,0,[],Tom Koehler,2,1,0,Brian Bogusevic,['Brian Bogusevic'],['N/A'],['N/A'],Single,N/A,0,3,N/A,N/A,N/A
3,top,0,[],N/A,2,2,0,Andres Blanco,['N/A'],['Brian Bogusevic'],['N/A'],Stolen Base 2B,N/A,0,3,N/A,N/A,N/A
3,top,0,[],Tom Koehler,2,4,0,Andres Blanco,['Andres Blanco'],['Brian Bogusevic'],['N/A'],Walk,N/A,0,3,N/A,N/A,N/A
3,top,0,[],Tom Koehler,3,3,1,Erik Kratz,['N/A'],['N/A'],['N/A'],Forceout,N/A,0,3,N/A,N/A,N/A
3,bottom,0,[],Aaron Harang,1,0,3,Tom Koehler,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,3,N/A,N/A,N/A
3,bottom,0,[],Aaron Harang,1,4,0,Dee Gordon,['Dee Gordon'],['N/A'],['N/A'],Walk,N/A,0,3,N/A,N/A,N/A
