inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Wandy Rodriguez,0,0,0,Jose Reyes,['Jose Reyes'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Wandy Rodriguez,2,1,1,Emilio Bonifacio,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Wandy Rodriguez,2,0,0,Hanley Ramirez,['N/A'],['Hanley Ramirez'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Wandy Rodriguez,3,3,1,Logan Morrison,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Carlos Zambrano,1,0,3,Jordan Schafer,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Carlos Zambrano,1,0,0,Jose Altuve,['Jose Altuve'],['N/A'],['N/A'],Hit By Pitch,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Carlos Zambrano,3,3,3,J.D. Martinez,['N/A'],['N/A'],['N/A'],Batter Interference,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Wandy Rodriguez,1,1,0,Omar Infante,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Wandy Rodriguez,2,1,0,Giancarlo Stanton,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Wandy Rodriguez,2,4,1,Gaby Sanchez,['Gaby Sanchez'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Wandy Rodriguez,3,1,1,John Buck,['N/A'],['N/A'],['N/A'],Forceout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Carlos Zambrano,1,2,1,Carlos Lee,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Carlos Zambrano,2,0,3,Jed Lowrie,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Carlos Zambrano,3,1,1,Chris Johnson,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Wandy Rodriguez,1,1,0,Carlos Zambrano,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
