inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Jaime Garcia,0,4,2,Jason Bourgeois,['Jason Bourgeois'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jaime Garcia,1,1,3,Eugenio Suarez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jaime Garcia,1,2,2,Joey Votto,['N/A'],['Jason Bourgeois'],['N/A'],Wild Pitch,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jaime Garcia,1,2,2,Joey Votto,['Joey Votto'],['Jason Bourgeois'],['Jason Bourgeois'],Single,N/A,0,0,N/A,N/A,N/A
1,top,1,['Jason Bourgeois'],Jaime Garcia,1,2,1,Brandon Phillips,['Brandon Phillips'],['Joey Votto'],['N/A'],Single,N/A,0,1,1,N/A,N/A
1,top,0,[],Jaime Garcia,1,1,0,Todd Frazier,['N/A'],['Brandon Phillips'],['Joey Votto'],Wild Pitch,N/A,0,1,N/A,N/A,N/A
1,top,0,[],Jaime Garcia,2,1,3,Todd Frazier,['N/A'],['Brandon Phillips'],['Joey Votto'],Strikeout,N/A,0,1,N/A,N/A,N/A
1,top,0,[],Jaime Garcia,3,2,1,Jay Bruce,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],John Lamb,1,2,3,Matt Carpenter,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],John Lamb,2,1,3,Tommy Pham,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],John Lamb,3,1,0,Jason Heyward,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Jaime Garcia,1,3,1,Adam Duvall,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Jaime Garcia,2,0,1,Ramon Cabrera,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Jaime Garcia,3,1,3,John Lamb,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],John Lamb,1,1,3,Jhonny Peralta,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],John Lamb,2,1,1,Stephen Piscotty,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],John Lamb,3,1,3,Randal Grichuk,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Jaime Garcia,1,0,0,Jason Bourgeois,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Jaime Garcia,2,0,2,Eugenio Suarez,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Jaime Garcia,3,1,3,Joey Votto,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
3,bottom,0,[],John Lamb,1,1,1,Kolten Wong,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
3,bottom,0,[],John Lamb,2,0,0,Tony Cruz,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
3,bottom,0,[],John Lamb,2,1,1,Jaime Garcia,['Jaime Garcia'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
3,bottom,0,[],John Lamb,2,0,1,Matt Carpenter,['Matt Carpenter'],['Jaime Garcia'],['N/A'],Hit By Pitch,N/A,0,1,N/A,N/A,N/A
3,bottom,0,[],John Lamb,3,2,2,Tommy Pham,['N/A'],['N/A'],['N/A'],Forceout,N/A,0,1,N/A,N/A,N/A
4,top,0,[],Jaime Garcia,0,1,0,Brandon Phillips,['Brandon Phillips'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
4,top,0,[],Jaime Garcia,2,1,0,Todd Frazier,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,1,N/A,N/A,N/A
4,top,0,[],Jaime Garcia,3,0,0,Jay Bruce,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
4,bottom,0,[],John Lamb,0,4,2,Jason Heyward,['Jason Heyward'],['N/A'],['N/A'],Walk,N/A,0,1,N/A,N/A,N/A
4,bottom,0,[],John Lamb,1,0,1,Jhonny Peralta,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
4,bottom,0,[],John Lamb,2,1,3,Stephen Piscotty,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
4,bottom,0,[],John Lamb,3,0,0,Randal Grichuk,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,1,N/A,N/A,N/A
5,top,0,[],Jaime Garcia,1,0,0,Adam Duvall,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
5,top,0,[],Jaime Garcia,2,2,1,Ramon Cabrera,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
5,top,0,[],Jaime Garcia,3,1,2,John Lamb,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
5,bottom,0,[],John Lamb,1,1,1,Kolten Wong,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
5,bottom,0,[],John Lamb,1,1,1,Tony Cruz,['Tony Cruz'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
5,bottom,0,[],John Lamb,2,0,0,Jaime Garcia,['N/A'],['N/A'],['N/A'],Bunt Pop Out,N/A,0,1,N/A,N/A,N/A
5,bottom,0,[],John Lamb,2,0,1,Matt Carpenter,['Matt Carpenter'],['Tony Cruz'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
5,bottom,0,[],John Lamb,3,0,1,Tommy Pham,['N/A'],['N/A'],['N/A'],Forceout,N/A,0,1,N/A,N/A,N/A
6,top,0,[],Jaime Garcia,1,2,3,Jason Bourgeois,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
6,top,0,[],Jaime Garcia,2,2,2,Eugenio Suarez,['N/A'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
6,top,0,[],Jaime Garcia,2,4,1,Joey Votto,['Joey Votto'],['N/A'],['N/A'],Walk,N/A,0,1,N/A,N/A,N/A
6,top,0,[],Jaime Garcia,3,0,1,Brandon Phillips,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
6,bottom,0,[],John Lamb,1,1,3,Jason Heyward,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
6,bottom,0,[],John Lamb,1,2,2,Jhonny Peralta,['Jhonny Peralta'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
6,bottom,0,[],John Lamb,2,1,1,Stephen Piscotty,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,1,N/A,N/A,N/A
6,bottom,0,[],John Lamb,3,2,2,Randal Grichuk,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,1,N/A,N/A,N/A
7,top,0,[],Jaime Garcia,0,2,0,Todd Frazier,['Todd Frazier'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
7,top,0,[],Jaime Garcia,1,0,1,Jay Bruce,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,1,N/A,N/A,N/A
7,top,0,[],Jaime Garcia,3,1,2,Adam Duvall,['N/A'],['N/A'],['N/A'],Double Play,N/A,0,1,N/A,N/A,N/A
7,bottom,0,[],John Lamb,0,2,1,Kolten Wong,['N/A'],['Kolten Wong'],['N/A'],Double,N/A,0,1,N/A,N/A,N/A
7,bottom,0,[],Burke Badenhop,1,2,2,Tony Cruz,['N/A'],['N/A'],['Kolten Wong'],Flyout,N/A,0,1,N/A,N/A,N/A
7,bottom,0,[],Manny Parra,2,1,3,Matt Holliday,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
7,bottom,0,[],Manny Parra,3,2,2,Matt Carpenter,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
8,top,0,[],Jonathan Broxton,1,0,3,Ramon Cabrera,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
8,top,0,[],Jonathan Broxton,2,2,2,Skip Schumaker,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
8,top,0,[],Jonathan Broxton,2,0,0,Jason Bourgeois,['Jason Bourgeois'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
8,top,0,[],Jonathan Broxton,3,2,1,Eugenio Suarez,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
8,bottom,0,[],J.J. Hoover,0,0,0,Tommy Pham,['N/A'],['N/A'],['Tommy Pham'],Triple,N/A,0,1,N/A,N/A,N/A
8,bottom,0,[],J.J. Hoover,1,1,0,Jason Heyward,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
8,bottom,1,['Tommy Pham'],J.J. Hoover,1,0,1,Jhonny Peralta,['Jhonny Peralta'],['N/A'],['N/A'],Single,N/A,1,1,1,N/A,N/A
8,bottom,1,['Peter Bourjos'],J.J. Hoover,1,1,0,Stephen Piscotty,['N/A'],['N/A'],['Stephen Piscotty'],Double,N/A,2,1,1,N/A,N/A
8,bottom,0,[],J.J. Hoover,2,3,1,Mark Reynolds,['N/A'],['N/A'],['N/A'],Pop Out,N/A,2,1,N/A,N/A,N/A
8,bottom,0,[],J.J. Hoover,3,0,1,Kolten Wong,['N/A'],['N/A'],['N/A'],Lineout,N/A,2,1,N/A,N/A,N/A
9,top,0,[],Trevor Rosenthal,1,3,3,Joey Votto,['N/A'],['N/A'],['N/A'],Strikeout,N/A,2,1,N/A,N/A,N/A
9,top,0,[],Trevor Rosenthal,1,2,1,Brandon Phillips,['Brandon Phillips'],['N/A'],['N/A'],Single,N/A,2,1,N/A,N/A,N/A
9,top,0,[],Trevor Rosenthal,1,0,0,Todd Frazier,['Todd Frazier'],['Brandon Phillips'],['N/A'],Single,N/A,2,1,N/A,N/A,N/A
9,top,0,[],Trevor Rosenthal,2,0,1,Jay Bruce,['N/A'],['N/A'],['N/A'],Flyout,N/A,2,1,N/A,N/A,N/A
9,top,0,[],Trevor Rosenthal,3,2,1,Brayan Pena,['N/A'],['N/A'],['N/A'],Groundout,N/A,2,1,N/A,N/A,N/A
