rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
2,10,00:59:03,0,2,Jonatan CHRISTIE,drop,hits the net,opponent hits the net
3,3,00:59:24,1,2,Viktor AXELSEN,wrist smash,goes out of bounds,opponent goes out of bounds
4,16,00:59:52,2,2,Viktor AXELSEN,return net,hits the net,opponent hits the net
5,8,01:00:51,3,2,Viktor AXELSEN,drive,goes out of bounds,opponent goes out of bounds
6,21,01:01:30,4,2,Viktor AXELSEN,wrist smash,opponent wins by landing,wins by landing
7,15,01:02:26,5,2,Viktor AXELSEN,wrist smash,opponent wins by landing,wins by landing
8,13,01:03:24,5,3,Jonatan CHRISTIE,lob,goes out of bounds,opponent goes out of bounds
9,6,01:03:51,6,3,Viktor AXELSEN,smash,opponent wins by landing,wins by landing
10,6,01:04:36,7,3,Viktor AXELSEN,drop,hits the net,opponent hits the net
11,8,01:04:59,7,4,Jonatan CHRISTIE,clear,landing judgment error,opponent landing judgment error
12,2,01:05:29,7,5,Jonatan CHRISTIE,lob,goes out of bounds,opponent goes out of bounds
13,3,01:05:45,8,5,Viktor AXELSEN,lob,goes out of bounds,opponent goes out of bounds
14,7,01:06:06,9,5,Viktor AXELSEN,smash,opponent wins by landing,wins by landing
15,16,01:06:45,10,5,Viktor AXELSEN,lob,goes out of bounds,opponent goes out of bounds
16,10,01:07:16,11,5,Viktor AXELSEN,return net,fails to clear the net,opponent fails to clear the net
17,29,01:09:05,11,6,Jonatan CHRISTIE,smash,goes out of bounds,opponent goes out of bounds
18,2,01:09:44,12,6,Viktor AXELSEN,rush,opponent wins by landing,wins by landing
19,1,01:09:59,12,7,Jonatan CHRISTIE,long service,goes out of bounds,opponent goes out of bounds
20,3,01:10:18,13,7,Viktor AXELSEN,lob,goes out of bounds,opponent goes out of bounds
21,11,01:10:40,14,7,Viktor AXELSEN,wrist smash,opponent wins by landing,wins by landing
22,14,01:11:47,15,7,Viktor AXELSEN,rush,hits the net,opponent hits the net
23,7,01:12:22,16,7,Viktor AXELSEN,rush,opponent wins by landing,wins by landing
24,17,01:12:57,17,7,Viktor AXELSEN,wrist smash,opponent wins by landing,wins by landing
25,4,01:13:45,18,7,Viktor AXELSEN,net shot,goes out of bounds,opponent goes out of bounds
26,8,01:14:51,19,7,Viktor AXELSEN,wrist smash,goes out of bounds,opponent goes out of bounds
27,11,01:15:14,19,8,Jonatan CHRISTIE,rush,goes out of bounds,opponent goes out of bounds
28,7,01:15:43,19,9,Jonatan CHRISTIE,clear,landing judgment error,opponent landing judgment error
29,7,01:16:15,19,10,Jonatan CHRISTIE,lob,landing judgment error,opponent landing judgment error
30,15,01:16:42,20,10,Viktor AXELSEN,drop,goes out of bounds,opponent goes out of bounds
31,3,01:17:00,20,11,Jonatan CHRISTIE,return net,hits the net,opponent hits the net
32,4,01:17:23,21,11,Viktor AXELSEN,smash,opponent wins by landing,wins by landing
