AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
1,0,1,4,2,50,9,3,33,Kyle,0,0,0,28,0,0,Kyle Singler,8,1,Singler,F,0,Detroit,1
1,0,4,0,0,0,15,7,47,Greg,4,2,50,36,5,2,Greg Monroe,16,9,Monroe,F,3,Detroit,2
1,0,9,0,0,0,15,9,60,Andre,0,0,0,33,7,3,Andre Drummond,18,16,Drummond,C,1,Detroit,1
0,0,0,1,1,100,1,1,100,Kentavious,0,0,0,3,0,0,Kentavious Caldwell-Pope,3,0,Caldwell-Pope,G,0,Detroit,0
6,0,2,3,1,33,14,4,29,D.J.,3,3,100,32,0,4,D.J. Augustin,12,2,Augustin,G,0,Detroit,3
5,0,1,7,2,29,12,5,42,Jodie,1,1,100,30,0,1,Jodie Meeks,13,1,Meeks,N/A,1,Detroit,1
2,0,0,4,3,75,7,4,57,Caron,3,2,67,24,0,2,Caron Butler,13,0,Butler,N/A,0,Detroit,1
6,0,0,3,2,67,6,4,67,John,0,0,0,16,0,0,John Lucas III,10,0,Lucas,N/A,0,Detroit,0
1,1,2,2,1,50,5,4,80,Anthony,4,3,75,21,0,4,Anthony Tolliver,12,2,Tolliver,N/A,1,Detroit,1
0,0,4,0,0,0,2,2,100,Joel,0,0,0,6,0,0,Joel Anthony,4,4,Anthony,N/A,1,Detroit,0
0,1,0,0,0,0,1,0,0,Cartier,0,0,0,11,0,2,Cartier Martin,0,0,Martin,N/A,0,Detroit,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Spencer,N/A,N/A,N/A,N/A,N/A,N/A,Spencer Dinwiddie,N/A,N/A,Dinwiddie,N/A,N/A,Detroit,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jonas,N/A,N/A,N/A,N/A,N/A,N/A,Jonas Jerebko,N/A,N/A,Jerebko,N/A,N/A,Detroit,N/A
1,0,3,6,4,67,7,4,57,CJ,4,3,75,27,0,0,CJ Miles,15,3,Miles,F,3,Indiana,2
3,0,5,0,0,0,10,7,70,David,0,0,0,31,2,4,David West,14,7,West,F,2,Indiana,2
3,3,7,0,0,0,11,8,73,Roy,0,0,0,36,5,1,Roy Hibbert,16,12,Hibbert,C,0,Indiana,2
5,0,1,0,0,0,6,4,67,Rodney,0,0,0,22,0,0,Rodney Stuckey,8,1,Stuckey,G,0,Indiana,0
6,1,3,2,1,50,12,8,67,George,8,3,38,26,0,2,George Hill,20,3,Hill,G,0,Indiana,1
3,0,4,3,1,33,5,2,40,Solomon,0,0,0,21,0,2,Solomon Hill,5,4,Hill,N/A,0,Indiana,0
3,0,3,6,4,67,8,5,63,CJ,0,0,0,22,0,0,CJ Watson,14,3,Watson,N/A,0,Indiana,0
0,0,2,0,0,0,1,0,0,Ian,2,1,50,4,0,0,Ian Mahinmi,1,2,Mahinmi,N/A,0,Indiana,0
1,0,0,4,2,50,6,2,33,Damjan,0,0,0,26,1,1,Damjan Rudez,6,1,Rudez,N/A,0,Indiana,1
3,0,0,0,0,0,8,4,50,Luis,2,1,50,17,0,3,Luis Scola,9,0,Scola,N/A,0,Indiana,2
0,0,1,0,0,0,3,2,67,Shayne,2,2,100,7,0,2,Shayne Whittington,6,1,Whittington,N/A,0,Indiana,1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Chris,N/A,N/A,N/A,N/A,N/A,N/A,Chris Copeland,N/A,N/A,Copeland,N/A,N/A,Indiana,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donald,N/A,N/A,N/A,N/A,N/A,N/A,Donald Sloan,N/A,N/A,Sloan,N/A,N/A,Indiana,N/A
