AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
4,0,8,3,0,0,8,4,50,Cedi,0,0,0,35,0,2,Cedi Osman,8,8,Osman,F,0,Cleveland,2
1,1,8,3,1,33,9,3,33,Kevin,3,3,100,24,0,5,Kevin Love,10,8,Love,F,0,Cleveland,4
1,0,6,0,0,0,11,5,46,Ante,1,1,100,30,2,2,Ante Zizic,11,8,Zizic,C,0,Cleveland,0
1,0,1,4,1,25,10,5,50,Brandon,1,1,100,26,0,2,Brandon Knight,12,1,Knight,G,1,Cleveland,0
3,1,3,7,2,29,16,7,44,Collin,8,7,88,39,1,1,Collin Sexton,23,4,Sexton,G,0,Cleveland,4
2,0,1,6,1,17,18,6,33,Jordan,2,2,100,27,3,1,Jordan Clarkson,15,4,Clarkson,N/A,1,Cleveland,1
0,1,1,2,0,0,2,0,0,David,0,0,0,17,0,3,David Nwaba,0,1,Nwaba,N/A,1,Cleveland,0
0,1,4,3,0,0,5,2,40,Marquese,0,0,0,18,2,2,Marquese Chriss,4,6,Chriss,N/A,0,Cleveland,2
1,0,2,2,2,100,6,3,50,Nik,0,0,0,20,0,0,Nik Stauskas,8,2,Stauskas,N/A,1,Cleveland,2
0,0,1,1,0,0,1,0,0,Deng,0,0,0,4,0,0,Deng Adel,0,1,Adel,N/A,0,Cleveland,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Channing,N/A,N/A,N/A,N/A,N/A,N/A,Channing Frye,N/A,N/A,Frye,N/A,N/A,Cleveland,N/A
2,0,2,5,1,20,9,3,33,Jonathan,5,3,60,29,0,0,Jonathan Isaac,10,2,Isaac,F,0,Orlando,0
4,1,6,6,3,50,16,7,44,Aaron,4,4,100,29,0,1,Aaron Gordon,21,6,Gordon,F,1,Orlando,2
2,0,10,0,0,0,15,9,60,Nikola,1,1,100,27,1,0,Nikola Vucevic,19,11,Vucevic,C,2,Orlando,1
3,0,1,5,2,40,11,4,36,Evan,0,0,0,29,3,4,Evan Fournier,10,4,Fournier,G,2,Orlando,3
7,0,1,2,1,50,11,7,64,D.J.,5,5,100,26,2,0,D.J. Augustin,20,3,Augustin,G,2,Orlando,0
2,0,3,0,0,0,0,0,0,Wes,0,0,0,21,0,2,Wes Iwundu,0,3,Iwundu,N/A,0,Orlando,0
4,1,4,6,3,50,12,5,42,Terrence,2,1,50,26,0,0,Terrence Ross,14,4,Ross,N/A,2,Orlando,2
5,0,2,3,1,33,5,1,20,Jerian,0,0,0,22,1,2,Jerian Grant,3,3,Grant,N/A,0,Orlando,0
1,0,7,0,0,0,8,6,75,Khem,2,1,50,18,4,2,Khem Birch,13,11,Birch,N/A,2,Orlando,1
0,0,1,3,2,67,3,2,67,Jarell,0,0,0,4,0,2,Jarell Martin,6,1,Martin,N/A,0,Orlando,0
0,1,1,0,0,0,0,0,0,Amile,0,0,0,3,0,1,Amile Jefferson,0,1,Jefferson,N/A,0,Orlando,0
0,0,0,1,1,100,2,1,50,Troy,0,0,0,3,0,0,Troy Caupain,3,0,Caupain,N/A,0,Orlando,0
1,0,0,0,0,0,1,0,0,Melvin,2,1,50,3,1,0,Melvin Frazier Jr.,1,1,Frazier,N/A,0,Orlando,0
