AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
1,1,2,3,1,33,6,3,50,OG,0,0,0,18,0,0,OG Anunoby,7,2,Anunoby,F,1,Toronto,1
0,1,4,4,1,25,11,6,55,Serge,0,0,0,33,1,4,Serge Ibaka,13,5,Ibaka,F,0,Toronto,1
1,0,3,0,0,0,1,0,0,Jonas,0,0,0,11,0,4,Jonas Valanciunas,0,3,Valanciunas,C,0,Toronto,1
5,1,3,5,2,40,16,7,44,DeMar,4,4,100,34,0,3,DeMar DeRozan,20,3,DeRozan,G,3,Toronto,5
5,0,4,10,6,60,25,14,56,Kyle,7,6,86,34,1,5,Kyle Lowry,40,5,Lowry,G,0,Toronto,0
1,1,3,0,0,0,0,0,0,Lucas,0,0,0,11,0,1,Lucas Nogueira,0,3,Nogueira,N/A,0,Toronto,0
0,3,0,6,1,17,7,1,14,CJ,0,0,0,15,0,2,CJ Miles,3,0,Miles,N/A,0,Toronto,1
2,0,2,2,0,0,3,0,0,Pascal,0,0,0,18,1,4,Pascal Siakam,0,3,Siakam,N/A,1,Toronto,2
1,0,1,0,0,0,3,3,100,Jakob,0,0,0,22,2,4,Jakob Poeltl,6,3,Poeltl,N/A,0,Toronto,1
6,0,4,2,0,0,9,3,33,Delon,6,6,100,29,2,1,Delon Wright,12,6,Wright,N/A,1,Toronto,0
1,0,1,1,1,100,2,2,100,Fred,4,3,75,14,1,2,Fred VanVleet,8,2,VanVleet,N/A,1,Toronto,1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alfonzo,N/A,N/A,N/A,N/A,N/A,N/A,Alfonzo McKinnie,N/A,N/A,McKinnie,N/A,N/A,Toronto,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norman,N/A,N/A,N/A,N/A,N/A,N/A,Norman Powell,N/A,N/A,Powell,N/A,N/A,Toronto,N/A
0,0,4,2,1,50,9,3,33,Nemanja,1,1,100,26,2,2,Nemanja Bjelica,8,6,Bjelica,F,2,Minnesota,1
0,2,5,0,0,0,8,5,62,Taj,6,4,67,40,3,0,Taj Gibson,14,8,Gibson,F,0,Minnesota,0
2,1,7,2,2,100,7,6,86,Karl-Anthony,9,8,89,28,3,5,Karl-Anthony Towns,22,10,Towns,C,0,Minnesota,1
3,0,4,4,1,25,21,11,52,Andrew,6,6,100,36,1,3,Andrew Wiggins,29,5,Wiggins,G,0,Minnesota,4
10,0,3,2,0,0,11,2,18,Jeff,2,1,50,33,0,4,Jeff Teague,5,3,Teague,G,0,Minnesota,2
2,0,1,3,1,33,10,3,30,Marcus,8,5,62,29,2,2,Marcus Georges-Hunt,12,3,Georges-Hunt,N/A,0,Minnesota,0
0,0,2,2,1,50,6,4,67,Gorgui,0,0,0,20,1,0,Gorgui Dieng,9,3,Dieng,N/A,2,Minnesota,1
4,0,2,1,1,100,5,3,60,Tyus,2,2,100,15,2,2,Tyus Jones,9,4,Jones,N/A,0,Minnesota,2
0,0,1,0,0,0,4,1,25,Shabazz,8,5,62,12,1,2,Shabazz Muhammad,7,2,Muhammad,N/A,0,Minnesota,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cole,N/A,N/A,N/A,N/A,N/A,N/A,Cole Aldrich,N/A,N/A,Aldrich,N/A,N/A,Minnesota,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Aaron,N/A,N/A,N/A,N/A,N/A,N/A,Aaron Brooks,N/A,N/A,Brooks,N/A,N/A,Minnesota,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jimmy,N/A,N/A,N/A,N/A,N/A,N/A,Jimmy Butler,N/A,N/A,Butler,N/A,N/A,Minnesota,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jamal,N/A,N/A,N/A,N/A,N/A,N/A,Jamal Crawford,N/A,N/A,Crawford,N/A,N/A,Minnesota,N/A
