p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Cameron,,0,,CF,0,,0,0,3,Mike Cameron,,1,1.000,,.226,,,0,Mike,,,,,3,,,1,.739,,200,,0,,,0,,0,,1,,,0,0,1,0,0,Brewers,0,.452,0,.287
,Counsell,,0,,SS,0,,0,0,0,Craig Counsell,,,1.000,,.235,,,0,Craig,,,,,1,,,0,.666,,903,,0,,,0,,0,,0,,,0,0,0,0,0,Brewers,0,.324,0,.342
,Kendall,,1,,C,0,,0,0,1,Jason Kendall,,2,.909,,.254,,,0,Jason,,,,,8,,,1,.675,,800,,1,,,2,,0,,0,,,0,0,0,0,0,Brewers,0,.335,0,.340
4,Suppan,7,0,2,P,1,28,0,0,2,Jeff Suppan,3,1,1.000,0,.045,3,59,1,Jeff,0,6,,1,0,7,,0,.090,0,900,,0,55,,2,3.93,0,21,0,3,96,0,0,0,0,0,Brewers,0,.045,0,.045
1,Torres,1,0,1,P,0,6,0,0,0,Salomon Torres,4,,1.000,2,.000,0,20,0,Salomon,6,1,true,0,0,1,,0,.000,5,701,,0,51,,1,2.62,0,3,0,0,31,0,0,0,0,0,Brewers,0,.000,0,.000
,Kapler,,0,,PH,0,,0,0,1,Gabe Kapler,,1,.000,,.302,,,1,Gabe,,,,,0,,,0,.853,,901,,0,,,0,,0,,0,,,0,0,0,0,0,Brewers,0,.523,0,.330
,Branyan,,,,,,,,,,Russell Branyan,,,,,,,,,Russell,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Gagne,,,,,,,,,,Eric Gagne,,,,,,,,,Eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
3,Mota,0,0,0,P,0,3,0,0,0,Guillermo Mota,2,,.000,1,.000,0,9,0,Guillermo,1,1,,0,0,1,,0,.000,6,902,,0,54,true,0,3.04,0,3,0,0,11,0,0,0,0,0,Brewers,0,.000,0,.000
,Riske,,,,,,,,,,David Riske,,,,,,,,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Sheets,,,,,,,,,,Ben Sheets,,,,,,,,,Ben,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Rivera,,,,,,,,,,Mike Rivera,,,,,,,,,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Hall,,0,,3B,1,,0,0,3,Bill Hall,,1,.800,,.227,,,0,Bill,,,,,1,,,0,.710,,600,,1,,,3,,0,,1,,,0,1,1,0,1,Brewers,0,.416,1,.294
,McClung,,,,,,,,,,Seth McClung,,,,,,,,,Seth,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Capuano,,,,,,,,,,Chris Capuano,,,,,,,,,Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Fielder,,0,,1B,1,,0,0,4,Prince Fielder,,,1.000,,.280,,,0,Prince,,,,,10,,,0,.835,,400,,0,,,1,,0,,3,,,1,2,0,0,1,Brewers,1,.464,0,.371
,Hardy,,0,,SS,2,,0,0,3,J.J. Hardy,,1,1.000,,.245,,,0,J.J.,,,,,1,,,1,.644,,700,,0,,,1,,0,,0,,,0,1,0,0,0,Brewers,0,.319,0,.325
,Weeks Jr.,,0,,2B,1,,0,0,4,Rickie Weeks Jr.,,1,1.000,,.207,,,3,Rickie,,,,,2,,,0,.691,,100,,0,,,0,,1,,1,,,0,0,1,0,0,Brewers,0,.364,0,.327
,Hart,,0,,RF,2,,0,0,4,Corey Hart,,2,.000,,.292,,,3,Corey,,,,,0,,,0,.797,,500,,0,,,0,,0,,0,,,0,0,0,0,0,Brewers,0,.458,0,.339
,Bush,,,,,,,,,,Dave Bush,,,,,,,,,Dave,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Dillon,,,,,,,,,,Joe Dillon,,,,,,,,,Joe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,DiFelice,,,,,,,,,,Mark DiFelice,,,,,,,,,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Parra,,,,,,,,,,Manny Parra,,,,,,,,,Manny,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Gallardo,,,,,,,,,,Yovani Gallardo,,,,,,,,,Yovani,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Villanueva,,,,,,,,,,Carlos Villanueva,,,,,,,,,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Dillard,,,,,,,,,,Tim Dillard,,,,,,,,,Tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brewers,,,,
,Braun,,0,,LF,1,,0,0,4,Ryan Braun,,2,1.000,,.297,,,5,Ryan,,,,,1,,,0,.899,,300,,0,,,0,,0,,1,,,0,0,1,0,0,Brewers,0,.572,0,.327
2,Davis,6,0,2,P,0,25,0,0,3,Doug Davis,2,1,1.000,0,.250,3,61,3,Doug,0,3,,0,1,6,,0,.500,0,900,,0,53,,0,3.90,0,18,0,1,92,0,0,2,0,0,D-backs,0,.250,0,.250
