inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Adam Wainwright,1,2,0,Mike Baxter,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Adam Wainwright,1,0,0,Ruben Tejada,['Ruben Tejada'],['N/A'],['N/A'],Hit By Pitch,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Adam Wainwright,3,2,1,Daniel Murphy,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],R.A. Dickey,1,1,2,Jon Jay,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],R.A. Dickey,2,0,2,Skip Schumaker,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],R.A. Dickey,3,0,3,Carlos Beltran,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Adam Wainwright,1,0,2,Ike Davis,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Adam Wainwright,2,0,0,Lucas Duda,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Adam Wainwright,2,3,2,Justin Turner,['N/A'],['Justin Turner'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
2,top,1,['Justin Turner'],Adam Wainwright,2,2,1,Josh Thole,['N/A'],['Josh Thole'],['N/A'],Single,N/A,0,1,1,N/A,N/A
2,top,0,[],Adam Wainwright,3,1,3,Andres Torres,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],R.A. Dickey,0,1,1,Lance Berkman,['Lance Berkman'],['N/A'],['N/A'],Field Error,N/A,0,1,N/A,N/A,Ruben Tejada
2,bottom,0,[],R.A. Dickey,1,2,1,Matt Carpenter,['Matt Carpenter'],['N/A'],['N/A'],Forceout,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],R.A. Dickey,2,2,2,Shane Robinson,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],R.A. Dickey,2,1,2,Daniel Descalso,['Daniel Descalso'],['Matt Carpenter'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],R.A. Dickey,3,1,1,Tony Cruz,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Adam Wainwright,1,0,2,R.A. Dickey,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Adam Wainwright,1,1,1,Mike Baxter,['Mike Baxter'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Adam Wainwright,2,0,3,Ruben Tejada,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Adam Wainwright,2,1,0,Daniel Murphy,['Daniel Murphy'],['N/A'],['Mike Baxter'],Single,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Adam Wainwright,2,4,2,Ike Davis,['Ike Davis'],['Daniel Murphy'],['N/A'],Walk,N/A,0,1,N/A,N/A,N/A
3,top,1,['Mike Baxter'],Adam Wainwright,2,4,1,Lucas Duda,['Lucas Duda'],['Ike Davis'],['Daniel Murphy'],Walk,N/A,0,2,1,N/A,N/A
