AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
1,1,0,1,0,0,2,0,0,PJ,0,0,0,19,0,2,PJ Tucker,0,0,Tucker,F,0,Phoenix,0
1,0,4,2,1,50,6,3,50,Jon,0,0,0,14,1,0,Jon Leuer,7,5,Leuer,F,2,Phoenix,2
1,0,4,0,0,0,5,3,60,Tyson,0,0,0,20,1,1,Tyson Chandler,6,5,Chandler,C,1,Phoenix,2
2,0,1,4,0,0,16,7,44,Brandon,3,3,100,29,0,3,Brandon Knight,17,1,Knight,G,0,Phoenix,3
8,0,5,0,0,0,12,3,25,Eric,0,0,0,32,0,2,Eric Bledsoe,6,5,Bledsoe,G,2,Phoenix,5
3,2,6,1,0,0,15,9,60,TJ,2,1,50,36,2,3,TJ Warren,19,8,Warren,N/A,1,Phoenix,1
2,0,3,5,3,60,13,9,69,Mirza,3,3,100,24,1,2,Mirza Teletovic,24,4,Teletovic,N/A,0,Phoenix,2
1,1,4,0,0,0,6,3,50,Alex,0,0,0,22,1,1,Alex Len,6,5,Len,N/A,1,Phoenix,1
2,0,2,3,1,33,6,1,17,Ronnie,6,6,100,15,1,2,Ronnie Price,9,3,Price,N/A,3,Phoenix,0
2,0,0,3,0,0,4,0,0,Devin,0,0,0,10,0,2,Devin Booker,0,0,Booker,N/A,0,Phoenix,2
4,0,5,3,0,0,6,3,50,Archie,4,3,75,12,0,1,Archie Goodwin,9,5,Goodwin,N/A,1,Phoenix,2
1,0,0,0,0,0,0,0,0,Sonny,0,0,0,6,0,1,Sonny Weems,0,0,Weems,N/A,0,Phoenix,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Markieff,N/A,N/A,N/A,N/A,N/A,N/A,Markieff Morris,N/A,N/A,Morris,N/A,N/A,Phoenix,N/A
2,0,3,5,3,60,8,4,50,Brandon,0,0,0,30,0,2,Brandon Rush,11,3,Rush,F,0,Golden State,1
10,1,7,3,2,67,14,5,36,Draymond,4,4,100,31,4,1,Draymond Green,16,11,Green,F,5,Golden State,2
3,1,11,0,0,0,0,0,0,Andrew,2,0,0,21,1,4,Andrew Bogut,0,12,Bogut,C,1,Golden State,3
2,0,3,13,8,62,22,15,68,Klay,5,5,100,31,0,0,Klay Thompson,43,3,Thompson,G,1,Golden State,1
7,0,2,5,2,40,14,10,71,Stephen,5,3,60,30,0,4,Stephen Curry,25,2,Curry,G,1,Golden State,3
0,0,4,1,0,0,4,2,50,Andre,1,1,100,25,1,0,Andre Iguodala,5,5,Iguodala,N/A,1,Golden State,1
0,0,4,0,0,0,7,3,43,Festus,2,1,50,15,1,1,Festus Ezeli,7,5,Ezeli,N/A,0,Golden State,1
4,1,2,1,0,0,3,0,0,Shaun,2,2,100,17,0,0,Shaun Livingston,2,2,Livingston,N/A,1,Golden State,1
3,1,0,3,0,0,6,2,33,Leandro,0,0,0,13,0,0,Leandro Barbosa,4,0,Barbosa,N/A,2,Golden State,0
0,0,0,0,0,0,7,3,43,Marreese,6,5,83,12,2,5,Marreese Speights,11,2,Speights,N/A,0,Golden State,2
1,0,1,1,0,0,2,1,50,Ian,0,0,0,6,0,0,Ian Clark,2,1,Clark,N/A,0,Golden State,2
0,0,0,0,0,0,1,1,100,James,0,0,0,4,0,0,James Michael McAdoo,2,0,Michael,N/A,0,Golden State,0
0,0,3,0,0,0,0,0,0,Jason,0,0,0,4,0,0,Jason Thompson,0,3,Thompson,N/A,0,Golden State,0
