p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Qualls,,,,,,,,,,Chad Qualls,,,,,,,,,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Hernandez,,,,,,,,,,Roberto Hernandez,,,,,,,,,Roberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
2,Feldman,6,0,0,P,0,23,0,0,0,Scott Feldman,1,,1.000,0,.000,2,63,0,Scott,0,3,,1,0,6,,0,.000,0,,,0,55,true,1,5.09,0,18,0,2,102,0,0,0,0,0,Astros,0,.000,0,.000
0,Sipp,1,0,0,P,0,4,0,0,0,Tony Sipp,0,,.000,0,.000,0,13,0,Tony,0,1,,0,0,1,,0,.000,3,,,0,45,,0,1.42,0,3,0,0,18,0,0,0,0,0,Astros,0,.000,0,.000
0,Neshek,1,0,0,P,0,4,0,0,0,Pat Neshek,0,,.000,0,.000,1,16,0,Pat,0,1,,1,0,1,,0,.000,3,,,0,36,,0,4.50,0,3,0,1,22,0,0,0,0,0,Astros,0,.000,0,.000
,Fields,,,,,,,,,,Josh Fields,,,,,,,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Rasmus,,0,,CF-LF,0,,0,0,3,Colby Rasmus,,2,1.000,,.192,,,0,Colby,,,,,3,,,1,.699,,800,,0,,,0,,0,,0,,,0,0,1,0,0,Astros,0,.423,0,.276
,Deduno,,,,,,,,,,Samuel Deduno,,,,,,,,,Samuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Valbuena,,0,,3B,1,,0,0,3,Luis Valbuena,,1,1.000,,.211,,,2,Luis,,,,,0,,,2,.760,,200,,0,,,3,,0,,1,,,1,1,0,0,2,Astros,1,.474,0,.286
,Conger,,,,,,,,,,Hank Conger,,,,,,,,,Hank,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Carter,,0,,1B,1,,0,0,4,Chris Carter,,2,1.000,,.075,,,2,Chris,,,,,11,,,0,.234,,700,,0,,,0,,0,,0,,,0,0,1,0,0,Astros,0,.075,0,.159
