inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Trevor Richards,0,4,1,Joe Panik,['Joe Panik'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Trevor Richards,0,4,1,Buster Posey,['Buster Posey'],['Joe Panik'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Trevor Richards,0,2,1,Andrew McCutchen,['N/A'],['Buster Posey'],['Joe Panik'],Wild Pitch,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Trevor Richards,1,3,3,Andrew McCutchen,['N/A'],['Buster Posey'],['Joe Panik'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,1,['Joe Panik'],Trevor Richards,2,0,1,Brandon Crawford,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,1,N/A,N/A
1,top,0,[],Trevor Richards,3,3,1,Evan Longoria,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],Chris Stratton,1,0,2,Derek Dietrich,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],Chris Stratton,2,1,2,Brian Anderson,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,1,N/A,N/A,N/A
1,bottom,0,[],Chris Stratton,3,0,0,J.T. Realmuto,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Trevor Richards,1,2,2,Pablo Sandoval,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Trevor Richards,2,0,1,Hunter Pence,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Trevor Richards,3,3,2,Gorkys Hernandez,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],Chris Stratton,0,4,1,Justin Bour,['Justin Bour'],['N/A'],['N/A'],Walk,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],Chris Stratton,0,2,2,Starlin Castro,['Starlin Castro'],['Justin Bour'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],Chris Stratton,1,0,0,JT Riddle,['N/A'],['Starlin Castro'],['Justin Bour'],Sac Bunt,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],Chris Stratton,2,0,1,Miguel Rojas,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],Chris Stratton,2,4,0,JB Shuck,['JB Shuck'],['N/A'],['N/A'],Intent Walk,N/A,0,1,N/A,N/A,N/A
2,bottom,0,[],Chris Stratton,3,1,3,Trevor Richards,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Trevor Richards,0,1,2,Chris Stratton,['Chris Stratton'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Trevor Richards,1,3,2,Joe Panik,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Trevor Richards,2,0,0,Buster Posey,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,1,N/A,N/A,N/A
3,top,0,[],Trevor Richards,3,1,1,Andrew McCutchen,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,1,N/A,N/A,N/A
3,bottom,0,[],Chris Stratton,0,2,2,Derek Dietrich,['Derek Dietrich'],['N/A'],['N/A'],Single,N/A,0,1,N/A,N/A,N/A
3,bottom,0,[],Chris Stratton,0,1,1,Brian Anderson,['Brian Anderson'],['Derek Dietrich'],['N/A'],Hit By Pitch,N/A,0,1,N/A,N/A,N/A
3,bottom,0,[],Chris Stratton,1,2,2,J.T. Realmuto,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,1,N/A,N/A,N/A
3,bottom,0,[],Chris Stratton,1,4,2,Justin Bour,['Justin Bour'],['Brian Anderson'],['Derek Dietrich'],Walk,N/A,0,1,N/A,N/A,N/A
3,bottom,1,['Derek Dietrich'],Chris Stratton,1,0,1,Starlin Castro,['Starlin Castro'],['Justin Bour'],['Brian Anderson'],Single,N/A,1,1,1,N/A,N/A
3,bottom,2,"['Brian Anderson', 'Justin Bour']",Chris Stratton,1,1,2,JT Riddle,['N/A'],['JT Riddle'],['Starlin Castro'],Double,N/A,3,1,2,N/A,N/A
3,bottom,0,[],Chris Stratton,3,1,1,Miguel Rojas,['N/A'],['N/A'],['N/A'],Double Play,N/A,3,1,N/A,N/A,N/A
4,top,0,[],Trevor Richards,1,0,2,Brandon Crawford,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,1,N/A,N/A,N/A
4,top,0,[],Trevor Richards,1,0,2,Evan Longoria,['Evan Longoria'],['N/A'],['N/A'],Single,N/A,3,1,N/A,N/A,N/A
4,top,0,[],Trevor Richards,3,0,1,Pablo Sandoval,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,3,1,N/A,N/A,N/A
4,bottom,0,[],Chris Stratton,1,1,0,JB Shuck,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,1,N/A,N/A,N/A
4,bottom,0,[],Chris Stratton,2,1,3,Trevor Richards,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,1,N/A,N/A,N/A
4,bottom,0,[],Chris Stratton,3,2,2,Derek Dietrich,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,1,N/A,N/A,N/A
5,top,0,[],Trevor Richards,1,0,3,Hunter Pence,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,1,N/A,N/A,N/A
5,top,0,[],Trevor Richards,1,4,2,Gorkys Hernandez,['Gorkys Hernandez'],['N/A'],['N/A'],Walk,N/A,3,1,N/A,N/A,N/A
5,top,0,[],Trevor Richards,2,0,2,Chris Stratton,['N/A'],['Gorkys Hernandez'],['N/A'],Sac Bunt,N/A,3,1,N/A,N/A,N/A
5,top,0,[],Trevor Richards,3,2,1,Joe Panik,['N/A'],['N/A'],['N/A'],Runner Out,N/A,3,1,N/A,N/A,N/A
5,bottom,0,[],Chris Stratton,1,0,3,Brian Anderson,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,1,N/A,N/A,N/A
5,bottom,0,[],Chris Stratton,2,2,2,J.T. Realmuto,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,1,N/A,N/A,N/A
5,bottom,0,[],Chris Stratton,3,0,1,Justin Bour,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,1,N/A,N/A,N/A
6,top,0,[],Trevor Richards,1,2,2,Joe Panik,['N/A'],['N/A'],['N/A'],Lineout,N/A,3,1,N/A,N/A,N/A
6,top,0,[],Trevor Richards,2,3,1,Buster Posey,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,1,N/A,N/A,N/A
6,top,0,[],Trevor Richards,3,1,1,Andrew McCutchen,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,1,N/A,N/A,N/A
6,bottom,0,[],Chris Stratton,1,0,1,Starlin Castro,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,1,N/A,N/A,N/A
6,bottom,0,[],Chris Stratton,2,1,1,JT Riddle,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,1,N/A,N/A,N/A
6,bottom,0,[],Chris Stratton,3,2,2,Miguel Rojas,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,1,N/A,N/A,N/A
7,top,0,[],Adam Conley,1,1,2,Brandon Crawford,['N/A'],['N/A'],['N/A'],Lineout,N/A,3,1,N/A,N/A,N/A
7,top,0,[],Adam Conley,2,1,2,Evan Longoria,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,1,N/A,N/A,N/A
7,top,0,[],Adam Conley,3,3,2,Pablo Sandoval,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,1,N/A,N/A,N/A
7,bottom,0,[],Chris Stratton,1,0,1,JB Shuck,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,1,N/A,N/A,N/A
7,bottom,0,[],Chris Stratton,2,2,2,Lewis Brinson,['N/A'],['N/A'],['N/A'],Flyout,N/A,3,1,N/A,N/A,N/A
7,bottom,0,[],Chris Stratton,3,2,1,Derek Dietrich,['N/A'],['N/A'],['N/A'],Lineout,N/A,3,1,N/A,N/A,N/A
8,top,0,[],Brad Ziegler,0,1,1,Hunter Pence,['Hunter Pence'],['N/A'],['N/A'],Single,N/A,3,1,N/A,N/A,N/A
8,top,0,[],Brad Ziegler,1,1,3,Gorkys Hernandez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,1,N/A,N/A,N/A
8,top,0,[],Brad Ziegler,3,2,2,Alen Hanson,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,3,1,N/A,N/A,N/A
8,bottom,0,[],Cory Gearrin,0,1,2,Brian Anderson,['Brian Anderson'],['N/A'],['N/A'],Single,N/A,3,1,N/A,N/A,N/A
8,bottom,0,[],Cory Gearrin,0,1,1,J.T. Realmuto,['J.T. Realmuto'],['Brian Anderson'],['N/A'],Single,N/A,3,1,N/A,N/A,N/A
8,bottom,0,[],Will Smith,1,1,3,Justin Bour,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,1,N/A,N/A,N/A
8,bottom,0,[],Will Smith,2,2,3,Starlin Castro,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,1,N/A,N/A,N/A
8,bottom,0,[],Will Smith,3,1,3,JT Riddle,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,1,N/A,N/A,N/A
9,top,0,[],Kyle Barraclough,1,0,2,Joe Panik,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,1,N/A,N/A,N/A
9,top,0,[],Kyle Barraclough,2,2,1,Buster Posey,['N/A'],['N/A'],['N/A'],Groundout,N/A,3,1,N/A,N/A,N/A
9,top,0,[],Kyle Barraclough,3,2,3,Andrew McCutchen,['N/A'],['N/A'],['N/A'],Strikeout,N/A,3,1,N/A,N/A,N/A
