rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,7,00:10:43,0,1,Gregoria Mariska TUNJUNG,smash,opponent wins by landing,wins by landing
2,7,00:11:01,0,2,Gregoria Mariska TUNJUNG,cross-court net shot,opponent wins by landing,wins by landing
3,9,00:11:22,0,3,Gregoria Mariska TUNJUNG,net shot,opponent wins by landing,wins by landing
4,7,00:11:49,1,3,An Se Young,cross-court net shot,fails to clear the net,opponent fails to clear the net
5,29,00:12:32,2,3,An Se Young,drop,opponent wins by landing,wins by landing
6,8,00:13:02,3,3,An Se Young,return net,hits the net,opponent hits the net
7,11,00:13:33,3,4,Gregoria Mariska TUNJUNG,rush,hits the net,opponent hits the net
8,7,00:13:58,4,4,An Se Young,cross-court net shot,goes out of bounds,opponent goes out of bounds
9,2,00:14:25,5,4,An Se Young,cross-court net shot,goes out of bounds,opponent goes out of bounds
10,3,00:14:41,5,5,Gregoria Mariska TUNJUNG,clear,goes out of bounds,opponent goes out of bounds
11,3,00:14:57,6,5,An Se Young,smash,hits the net,opponent hits the net
12,7,00:15:18,7,5,An Se Young,smash,opponent wins by landing,wins by landing
13,6,00:15:43,7,6,Gregoria Mariska TUNJUNG,smash,opponent wins by landing,wins by landing
14,3,00:16:12,8,6,An Se Young,net shot,fails to clear the net,opponent fails to clear the net
15,30,00:16:57,8,7,Gregoria Mariska TUNJUNG,cross-court net shot,opponent wins by landing,wins by landing
16,1,00:17:21,9,7,An Se Young,short service,hits the net,opponent hits the net
17,11,00:17:50,10,7,An Se Young,wrist smash,opponent wins by landing,wins by landing
18,2,00:18:13,11,7,An Se Young,push,goes out of bounds,opponent goes out of bounds
19,5,00:19:42,11,8,Gregoria Mariska TUNJUNG,clear,goes out of bounds,opponent goes out of bounds
20,29,00:20:24,12,8,An Se Young,lob,hits the net,opponent hits the net
21,15,00:21:02,12,9,Gregoria Mariska TUNJUNG,net shot,fails to clear the net,opponent fails to clear the net
22,5,00:21:54,13,9,An Se Young,return net,fails to clear the net,opponent fails to clear the net
23,8,00:22:20,14,9,An Se Young,cross-court net shot,fails to clear the net,opponent fails to clear the net
24,5,00:22:46,15,9,An Se Young,rush,opponent wins by landing,wins by landing
25,3,00:23:10,16,9,An Se Young,lob,landing judgment error,opponent landing judgment error
26,4,00:23:33,17,9,An Se Young,net shot,fails to clear the net,opponent fails to clear the net
27,18,00:24:08,18,9,An Se Young,cross-court net shot,fails to clear the net,opponent fails to clear the net
28,10,00:24:40,19,9,An Se Young,push,hits the net,opponent hits the net
29,11,00:25:10,19,10,Gregoria Mariska TUNJUNG,unknown,hits the net,opponent hits the net
30,7,00:25:32,19,11,Gregoria Mariska TUNJUNG,lob,landing judgment error,opponent landing judgment error
31,8,00:26:07,19,12,Gregoria Mariska TUNJUNG,unknown,goes out of bounds,opponent goes out of bounds
32,9,00:26:34,19,13,Gregoria Mariska TUNJUNG,lob,landing judgment error,opponent landing judgment error
33,7,00:27:04,19,14,Gregoria Mariska TUNJUNG,return net,opponent wins by landing,wins by landing
34,5,00:27:24,19,15,Gregoria Mariska TUNJUNG,push,landing judgment error,opponent landing judgment error
35,15,00:28:03,19,16,Gregoria Mariska TUNJUNG,drop,opponent wins by landing,wins by landing
36,6,00:28:31,19,17,Gregoria Mariska TUNJUNG,wrist smash,hits the net,opponent hits the net
37,11,00:29:24,20,17,An Se Young,clear,goes out of bounds,opponent goes out of bounds
38,5,00:29:50,20,18,Gregoria Mariska TUNJUNG,net shot,goes out of bounds,opponent goes out of bounds
39,12,00:30:15,21,18,An Se Young,rush,opponent wins by landing,wins by landing
