rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,21,00:50:54,1,0,An Se Young,return net,goes out of bounds,opponent goes out of bounds
2,14,00:51:45,2,0,An Se Young,lob,hits the net,opponent hits the net
3,24,00:52:30,3,0,An Se Young,cross-court net shot,fails to clear the net,opponent fails to clear the net
4,7,00:53:03,4,0,An Se Young,rush,opponent wins by landing,wins by landing
5,8,00:53:35,5,0,An Se Young,lob,goes out of bounds,opponent goes out of bounds
6,12,00:54:04,5,1,Gregoria Mariska TUNJUNG,rush,opponent wins by landing,wins by landing
7,9,00:54:55,5,2,Gregoria Mariska TUNJUNG,smash,opponent wins by landing,wins by landing
8,7,00:55:26,6,2,An Se Young,return net,hits the net,opponent hits the net
9,9,00:55:55,6,3,Gregoria Mariska TUNJUNG,wrist smash,goes out of bounds,opponent goes out of bounds
10,9,00:56:19,7,3,An Se Young,return net,hits the net,opponent hits the net
11,6,00:56:47,7,4,Gregoria Mariska TUNJUNG,rush,opponent wins by landing,wins by landing
12,16,00:57:17,8,4,An Se Young,wrist smash,opponent wins by landing,wins by landing
13,16,00:57:57,9,4,An Se Young,lob,goes out of bounds,opponent goes out of bounds
14,24,00:58:43,10,4,An Se Young,drop,hits the net,opponent hits the net
15,7,00:59:30,11,4,An Se Young,drop,opponent wins by landing,wins by landing
16,6,01:01:01,12,4,An Se Young,smash,hits the net,opponent hits the net
17,12,01:01:29,12,5,Gregoria Mariska TUNJUNG,rush,opponent wins by landing,wins by landing
18,3,01:01:51,13,5,An Se Young,lob,goes out of bounds,opponent goes out of bounds
19,9,01:02:15,13,6,Gregoria Mariska TUNJUNG,net shot,fails to clear the net,opponent fails to clear the net
20,5,01:02:34,14,6,An Se Young,net shot,fails to clear the net,opponent fails to clear the net
21,6,01:03:03,15,6,An Se Young,clear,goes out of bounds,opponent goes out of bounds
22,2,01:03:22,16,6,An Se Young,cross-court net shot,goes out of bounds,opponent goes out of bounds
23,23,01:03:57,16,7,Gregoria Mariska TUNJUNG,cross-court net shot,fails to clear the net,opponent fails to clear the net
24,7,01:04:40,17,7,An Se Young,net shot,hits the net,opponent hits the net
25,4,01:05:27,17,8,Gregoria Mariska TUNJUNG,smash,opponent wins by landing,wins by landing
26,4,01:05:46,18,8,An Se Young,rush,opponent wins by landing,wins by landing
27,10,01:06:10,19,8,An Se Young,drop,hits the net,opponent hits the net
28,4,01:06:31,20,8,An Se Young,lob,hits the net,opponent hits the net
29,10,01:06:55,21,8,An Se Young,cross-court net shot,goes out of bounds,opponent goes out of bounds
