inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Matt Shoemaker,1,2,3,Anthony Gose,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Matt Shoemaker,2,3,2,Ian Kinsler,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Matt Shoemaker,3,1,1,Miguel Cabrera,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],David Price,1,1,0,Erick Aybar,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],David Price,2,3,3,Mike Trout,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],David Price,3,0,2,Albert Pujols,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Matt Shoemaker,1,1,3,Yoenis Cespedes,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Matt Shoemaker,1,0,0,J.D. Martinez,['J.D. Martinez'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Matt Shoemaker,1,0,0,Tyler Collins,['N/A'],['Tyler Collins'],['J.D. Martinez'],Double,N/A,0,0,N/A,N/A,N/A
2,top,1,['J.D. Martinez'],Matt Shoemaker,2,0,1,James McCann,['N/A'],['N/A'],['N/A'],Sac Fly,N/A,0,1,1,N/A,N/A
2,top,0,[],Matt Shoemaker,2,4,0,Jose Iglesias,['Jose Iglesias'],['N/A'],['N/A'],Intent Walk,N/A,0,1,N/A,N/A,N/A
2,top,0,[],Matt Shoemaker,3,2,3,Andrew Romine,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,1,N/A,N/A,N/A
