inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Edinson Volquez,1,1,2,Adam Eaton,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Edinson Volquez,2,2,3,Tyler Saladino,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Edinson Volquez,3,2,2,Jose Abreu,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],John Danks,1,2,3,Alcides Escobar,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],John Danks,2,0,1,Ben Zobrist,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],John Danks,2,0,0,Lorenzo Cain,['N/A'],['N/A'],['Lorenzo Cain'],Triple,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],John Danks,3,0,0,Eric Hosmer,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Edinson Volquez,0,1,1,Melky Cabrera,['N/A'],['Melky Cabrera'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Edinson Volquez,1,3,2,Avisail Garcia,['N/A'],['N/A'],['Melky Cabrera'],Groundout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Edinson Volquez,2,1,2,Adam LaRoche,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Edinson Volquez,3,0,2,Alexei Ramirez,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],John Danks,1,1,0,Kendrys Morales,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],John Danks,2,0,1,Mike Moustakas,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],John Danks,3,1,0,Salvador Perez,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Edinson Volquez,1,1,2,Yolmer Sanchez,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Edinson Volquez,1,1,1,Tyler Flowers,['Tyler Flowers'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Edinson Volquez,2,0,0,Adam Eaton,['N/A'],['Tyler Flowers'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Edinson Volquez,3,0,1,Tyler Saladino,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],John Danks,1,2,3,Alex Rios,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],John Danks,2,2,3,Omar Infante,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],John Danks,3,0,3,Alcides Escobar,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
4,top,0,[],Edinson Volquez,1,1,3,Jose Abreu,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
4,top,0,[],Edinson Volquez,2,1,0,Melky Cabrera,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
4,top,0,[],Edinson Volquez,3,1,3,Avisail Garcia,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
4,bottom,0,[],John Danks,1,2,2,Ben Zobrist,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
4,bottom,0,[],John Danks,2,2,3,Lorenzo Cain,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
4,bottom,0,[],John Danks,3,1,1,Eric Hosmer,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
5,top,0,[],Edinson Volquez,1,2,2,Adam LaRoche,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
5,top,0,[],Edinson Volquez,2,1,1,Alexei Ramirez,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
5,top,0,[],Edinson Volquez,2,4,2,Yolmer Sanchez,['Yolmer Sanchez'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
5,top,0,[],Edinson Volquez,3,0,2,Tyler Flowers,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
5,bottom,0,[],John Danks,1,0,1,Kendrys Morales,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
5,bottom,0,[],John Danks,1,4,1,Mike Moustakas,['Mike Moustakas'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
5,bottom,0,[],John Danks,2,0,0,Salvador Perez,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
5,bottom,1,['Mike Moustakas'],John Danks,2,2,2,Alex Rios,['N/A'],['N/A'],['Alex Rios'],Double,N/A,1,0,1,N/A,N/A
5,bottom,0,[],John Danks,2,4,0,Omar Infante,['Omar Infante'],['N/A'],['N/A'],Walk,N/A,1,0,N/A,N/A,N/A
5,bottom,0,[],John Danks,3,1,3,Alcides Escobar,['N/A'],['N/A'],['N/A'],Strikeout,N/A,1,0,N/A,N/A,N/A
6,top,0,[],Edinson Volquez,0,1,1,Trayce Thompson,['Trayce Thompson'],['N/A'],['N/A'],Single,N/A,1,0,N/A,N/A,N/A
6,top,0,[],Edinson Volquez,1,0,1,Tyler Saladino,['N/A'],['N/A'],['N/A'],Pop Out,N/A,1,0,N/A,N/A,N/A
6,top,1,['Trayce Thompson'],Edinson Volquez,1,0,0,Jose Abreu,['N/A'],['Jose Abreu'],['N/A'],Double,N/A,1,1,1,N/A,N/A
6,top,0,[],Edinson Volquez,2,2,2,Melky Cabrera,['N/A'],['N/A'],['N/A'],Flyout,N/A,1,1,N/A,N/A,N/A
6,top,0,[],Edinson Volquez,3,1,1,Avisail Garcia,['N/A'],['N/A'],['N/A'],Groundout,N/A,1,1,N/A,N/A,N/A
6,bottom,0,[],John Danks,0,2,2,Ben Zobrist,['Ben Zobrist'],['N/A'],['N/A'],Single,N/A,1,1,N/A,N/A,N/A
6,bottom,1,['Ben Zobrist'],John Danks,0,1,2,Lorenzo Cain,['N/A'],['Lorenzo Cain'],['N/A'],Double,N/A,2,1,1,N/A,N/A
6,bottom,1,['Lorenzo Cain'],John Danks,0,0,1,Eric Hosmer,['Eric Hosmer'],['N/A'],['N/A'],Single,N/A,3,1,1,N/A,N/A
6,bottom,0,[],John Danks,0,4,2,Kendrys Morales,['Kendrys Morales'],['Eric Hosmer'],['N/A'],Walk,N/A,3,1,N/A,N/A,N/A
6,bottom,0,[],John Danks,2,1,1,Mike Moustakas,['N/A'],['N/A'],['Eric Hosmer'],Grounded Into DP,N/A,3,1,N/A,N/A,N/A
