inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Tim Wakefield,1,0,3,Jayson Nix,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
1,top,0,[],Tim Wakefield,1,0,2,Gordon Beckham,['Gordon Beckham'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
1,top,0,[],Tim Wakefield,2,0,0,A.J. Pierzynski,['N/A'],['Gordon Beckham'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
1,top,1,['Gordon Beckham'],Tim Wakefield,2,0,2,Paul Konerko,['N/A'],['N/A'],['Paul Konerko'],Triple,N/A,0,1,1,N/A,N/A
1,top,0,[],Tim Wakefield,3,0,0,Jim Thome,['N/A'],['N/A'],['N/A'],Pop Out,N/A,N/A,N/A,N/A,N/A,N/A
1,bottom,0,[],Gavin Floyd,1,1,2,Jacoby Ellsbury,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
1,bottom,0,[],Gavin Floyd,2,1,0,Dustin Pedroia,['N/A'],['N/A'],['N/A'],Lineout,N/A,N/A,N/A,N/A,N/A,N/A
1,bottom,0,[],Gavin Floyd,3,2,2,Victor Martinez,['N/A'],['N/A'],['N/A'],Lineout,N/A,N/A,N/A,N/A,N/A,N/A
2,top,0,[],Tim Wakefield,1,0,2,Jermaine Dye,['N/A'],['N/A'],['N/A'],Pop Out,N/A,N/A,N/A,N/A,N/A,N/A
2,top,0,[],Tim Wakefield,2,1,2,Carlos Quentin,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
2,top,0,[],Tim Wakefield,3,2,3,Alex Rios,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
