AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
0,2,4,13,4,31,19,10,53,Eric,4,3,75,37,0,0,Eric Gordon,27,4,Gordon,F,0,Houston,2
1,0,2,3,0,0,4,0,0,PJ,0,0,0,39,1,5,PJ Tucker,0,3,Tucker,F,4,Houston,1
2,0,6,0,0,0,2,1,50,Clint,2,2,100,27,0,2,Clint Capela,4,6,Capela,C,0,Houston,0
6,0,4,16,4,25,28,9,32,James,14,13,93,39,0,3,James Harden,35,4,Harden,G,3,Houston,4
4,0,2,6,3,50,9,5,56,Chris,7,4,57,36,1,1,Chris Paul,17,3,Paul,G,3,Houston,5
0,0,3,4,1,25,4,1,25,Danuel,0,0,0,21,0,2,Danuel House Jr.,3,3,House,N/A,0,Houston,1
1,0,1,0,0,0,3,3,100,Nene,2,2,100,14,1,3,Nene,8,2,N/A,N/A,3,Houston,0
0,0,1,4,1,25,4,1,25,Iman,0,0,0,21,0,4,Iman Shumpert,3,1,Shumpert,N/A,1,Houston,0
0,1,0,1,1,100,1,1,100,Gerald,0,0,0,7,0,1,Gerald Green,3,0,Green,N/A,0,Houston,1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Chris,N/A,N/A,N/A,N/A,N/A,N/A,Chris Chiozza,N/A,N/A,Chiozza,N/A,N/A,Houston,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gary,N/A,N/A,N/A,N/A,N/A,N/A,Gary Clark,N/A,N/A,Clark,N/A,N/A,Houston,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kenneth,N/A,N/A,N/A,N/A,N/A,N/A,Kenneth Faried,N/A,N/A,Faried,N/A,N/A,Houston,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Isaiah,N/A,N/A,N/A,N/A,N/A,N/A,Isaiah Hartenstein,N/A,N/A,Hartenstein,N/A,N/A,Houston,N/A
2,1,2,2,1,50,7,6,86,Andre,4,1,25,34,2,5,Andre Iguodala,14,4,Iguodala,F,0,Golden State,1
3,1,5,3,1,33,25,11,44,Kevin,15,12,80,43,0,2,Kevin Durant,35,5,Durant,F,1,Golden State,6
9,1,6,1,0,0,9,7,78,Draymond,0,0,0,40,3,1,Draymond Green,14,9,Green,C,1,Golden State,5
3,0,4,5,2,40,13,5,38,Klay,1,1,100,41,0,4,Klay Thompson,13,4,Thompson,G,2,Golden State,3
4,0,7,10,3,30,12,5,42,Stephen,5,5,100,37,0,5,Stephen Curry,18,7,Curry,G,1,Golden State,3
1,0,2,0,0,0,4,3,75,Kevon,0,0,0,16,1,2,Kevon Looney,6,3,Looney,N/A,1,Golden State,2
0,0,3,1,0,0,1,0,0,Alfonzo,0,0,0,9,0,2,Alfonzo McKinnie,0,3,McKinnie,N/A,0,Golden State,0
2,0,0,0,0,0,2,0,0,Shaun,2,2,100,14,0,1,Shaun Livingston,2,0,Livingston,N/A,1,Golden State,0
0,0,1,0,0,0,2,1,50,Andrew,0,0,0,5,2,2,Andrew Bogut,2,3,Bogut,N/A,0,Golden State,0
0,0,0,0,0,0,0,0,0,Jordan,0,0,0,0,0,0,Jordan Bell,0,0,Bell,N/A,0,Golden State,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quinn,N/A,N/A,N/A,N/A,N/A,N/A,Quinn Cook,N/A,N/A,Cook,N/A,N/A,Golden State,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jacob,N/A,N/A,N/A,N/A,N/A,N/A,Jacob Evans,N/A,N/A,Evans,N/A,N/A,Golden State,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Jonas,N/A,N/A,N/A,N/A,N/A,N/A,Jonas Jerebko,N/A,N/A,Jerebko,N/A,N/A,Golden State,N/A
