p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Molina,,0,,C,3,,0,0,4,Yadier Molina,,1,1.000,,.280,,,5,Yadier,,,,,12,,,0,.761,,500,,0,,,1,,0,,0,,,0,0,0,0,0,Cardinals,0,.444,0,.317
,Duke,,,,,,,,,,Zach Duke,,,,,,,,,Zach,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Cecil,,,,,,,,,,Brett Cecil,,,,,,,,,Brett,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Fowler,,,,,,,,,,Dexter Fowler,,,,,,,,,Dexter,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Rosario,,,,,,,,,,Alberto Rosario,,,,,,,,,Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Lynn,,,,,,,,,,Lance Lynn,,,,,,,,,Lance,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Oh,,,,,,,,,,Seunghwan Oh,,,,,,,,,Seunghwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Martinez,,0,,1B,1,,0,0,4,Jose Martinez,,1,1.000,,.318,,,2,Jose,,,,,9,,,0,.926,,400,,0,,,1,,0,,2,,,0,0,0,0,2,Cardinals,0,.545,0,.381
,Pham,,0,,LF,1,,0,0,4,Tommy Pham,,,1.000,,.306,,,3,Tommy,,,,,2,,,1,.928,,200,,0,,,0,,1,,2,,,1,2,1,0,2,Cardinals,2,.519,0,.409
5,Nicasio,2,0,0,P,0,5,0,0,0,Juan Nicasio,3,,.000,4,.000,1,16,0,Juan,4,1,,0,0,1,,0,.000,22,104,,0,40,,0,2.78,0,3,0,1,23,0,0,0,0,0,Cardinals,0,.000,0,.000
,Wong,,0,,PH-2B,0,,0,0,1,Kolten Wong,,1,1.000,,.298,,,0,Kolten,,,,,1,,,1,.821,,901,,0,,,1,,0,,0,,,0,0,0,0,0,Cardinals,0,.434,0,.387
0,Lyons,1,0,1,P,0,4,0,0,0,Tyler Lyons,4,,.000,1,.000,0,11,0,Tyler,2,2,,0,0,1,,0,.500,13,101,,0,44,,0,2.42,0,3,0,0,19,0,0,0,0,0,Cardinals,0,.000,0,.500
,Grichuk,,0,,RF,1,,0,0,4,Randal Grichuk,,,.000,,.238,,,2,Randal,,,,,0,,,0,.752,,700,,0,,,0,,0,,1,,,0,0,2,0,0,Cardinals,0,.469,0,.283
,Piscotty,,,,,,,,,,Stephen Piscotty,,,,,,,,,Stephen,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Rosenthal,,,,,,,,,,Trevor Rosenthal,,,,,,,,,Trevor,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Voit,,,,,,,,,,Luke Voit,,,,,,,,,Luke,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Carpenter,,0,,3B,0,,0,0,2,Matt Carpenter,,,1.000,,.239,,,0,Matt,,,,,0,,,2,.820,,100,,0,,,2,,0,,0,,,0,1,2,0,0,Cardinals,0,.436,0,.384
,Gyorko,,,,,,,,,,Jedd Gyorko,,,,,,,,,Jedd,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Tuivailala,,,,,,,,,,Sam Tuivailala,,,,,,,,,Sam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Martinez,,,,,,,,,,Carlos Martinez,,,,,,,,,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Garcia,,0,,PH,1,,0,0,0,Greg Garcia,,,.000,,.245,,,0,Greg,,,,,0,,,0,.688,,103,,0,,,0,,0,,0,,,0,0,0,0,1,Cardinals,0,.329,1,.359
,Sherriff,,,,,,,,,,Ryan Sherriff,,,,,,,,,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
1,Weaver,2,0,0,P,0,20,0,0,2,Luke Weaver,6,1,1.000,0,.214,1,66,1,Luke,0,6,,0,1,6,,0,.481,0,900,,0,75,true,2,1.89,0,18,0,0,98,0,0,1,0,0,Cardinals,0,.214,0,.267
0,Brebbia,1,0,0,P,0,4,0,0,0,John Brebbia,0,,.000,1,.000,0,10,0,John,0,2,,0,0,1,,0,.000,5,102,,0,46,,0,2.45,0,3,0,0,14,0,0,0,0,0,Cardinals,0,.000,0,.000
,Gant,,,,,,,,,,John Gant,,,,,,,,,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Kelly,,,,,,,,,,Carson Kelly,,,,,,,,,Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Wacha,,,,,,,,,,Michael Wacha,,,,,,,,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Reyes,,,,,,,,,,Alex Reyes,,,,,,,,,Alex,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Bowman,,,,,,,,,,Matt Bowman,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Mejia,,1,,2B-3B,1,,0,0,3,Alex Mejia,,2,1.000,,.114,,,0,Alex,,,,,1,,,0,.339,,800,,0,,,3,,0,,0,,,0,0,1,0,0,Cardinals,0,.200,0,.139
,Sierra,,,,,,,,,,Magneuris Sierra,,,,,,,,,Magneuris,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Alcantara,,,,,,,,,,Sandy Alcantara,,,,,,,,,Sandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Flaherty,,,,,,,,,,Jack Flaherty,,,,,,,,,Jack,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,DeJong,,0,,SS,1,,0,0,2,Paul DeJong,,,.667,,.287,,,2,Paul,,,,,1,,,2,.862,,300,,1,,,1,,0,,0,,,0,1,1,0,0,Cardinals,1,.538,0,.324
,Bader,,0,,CF,2,,0,0,3,Harrison Bader,,,1.000,,.273,,,0,Harrison,,,,,0,,,1,.765,,600,,0,,,1,,0,,1,,,0,1,0,0,0,Cardinals,1,.455,0,.310
,Arroyo,,,,,,,,,,Bronson Arroyo,,,,,,,,,Bronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Feldman,,,,,,,,,,Scott Feldman,,,,,,,,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Cozart,,0,,SS,1,,0,0,4,Zack Cozart,,3,.800,,.300,,,0,Zack,,,,,1,,,0,.936,,200,,1,,,3,,0,,0,,,0,0,0,0,0,Reds,0,.545,0,.391
,Bailey,,,,,,,,,,Homer Bailey,,,,,,,,,Homer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Votto,,0,,1B,0,,0,0,3,Joey Votto,,1,1.000,,.316,,,0,Joey,,,,,4,,,1,1.029,,300,,0,,,1,,1,,1,,,0,1,1,0,0,Reds,0,.578,0,.451
,Adleman,,,,,,,,,,Tim Adleman,,,,,,,,,Tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,DeSclafani,,,,,,,,,,Anthony DeSclafani,,,,,,,,,Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Lorenzen,,,,,,,,,,Michael Lorenzen,,,,,,,,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Suarez,,0,,3B,0,,0,0,4,Eugenio Suarez,,1,1.000,,.270,,,2,Eugenio,,,,,0,,,0,.859,,400,,0,,,1,,0,,1,,,0,0,2,0,0,Reds,0,.481,0,.378
,Hernandez,,,,,,,,,,Ariel Hernandez,,,,,,,,,Ariel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Barnhart,,0,,C,0,,0,0,3,Tucker Barnhart,,1,1.000,,.270,,,0,Tucker,,,,,8,,,0,.742,,800,,0,,,0,,0,,1,,,0,0,1,0,0,Reds,0,.394,0,.348
,Gennett,,,,,,,,,,Scooter Gennett,,,,,,,,,Scooter,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Vincej,,,,,,,,,,Zach Vincej,,,,,,,,,Zach,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Chacin,,,,,,,,,,Alejandro Chacin,,,,,,,,,Alejandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,McGuire,,,,,,,,,,Deck McGuire,,,,,,,,,Deck,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
3,Wojciechowski,1,0,2,P,0,6,0,0,0,Asher Wojciechowski,4,,.000,0,.071,1,13,0,Asher,0,0,,0,0,1,,0,.142,2,902,,0,37,,0,6.29,0,3,0,1,23,0,0,0,0,0,Reds,0,.071,0,.071
,Peralta,,,,,,,,,,Wandy Peralta,,,,,,,,,Wandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Duvall,,0,,LF,2,,0,0,4,Adam Duvall,,1,1.000,,.250,,,2,Adam,,,,,3,,,0,.792,,600,,0,,,0,,1,,1,,,0,0,0,0,0,Reds,0,.494,0,.298
,Schebler,,0,,RF-CF,0,,0,0,4,Scott Schebler,,,1.000,,.237,,,2,Scott,,,,,3,,,0,.804,,500,,0,,,0,,1,,2,,,0,1,2,1,1,Reds,0,.488,0,.316
,Shackelford,,,,,,,,,,Kevin Shackelford,,,,,,,,,Kevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Wallach,,,,,,,,,,Chad Wallach,,,,,,,,,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Stephenson,,,,,,,,,,Robert Stephenson,,,,,,,,,Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Finnegan,,,,,,,,,,Brandon Finnegan,,,,,,,,,Brandon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
