AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
6,5,6,4,2,50,18,11,61,Kawhi,1,1,100,32,1,1,Kawhi Leonard,25,7,Leonard,F,4,San Antonio,2
1,1,3,1,0,0,11,4,36,LaMarcus,0,0,0,18,1,0,LaMarcus Aldridge,8,4,Aldridge,F,0,San Antonio,1
1,0,2,0,0,0,0,0,0,Boban,2,2,100,6,2,2,Boban Marjanovic,2,4,Marjanovic,C,0,San Antonio,0
0,0,4,6,3,50,9,3,33,Danny,0,0,0,27,0,0,Danny Green,9,4,Green,G,1,San Antonio,2
5,1,1,1,1,100,7,6,86,Tony,2,0,0,25,0,2,Tony Parker,13,1,Parker,G,0,San Antonio,2
3,0,4,0,0,0,3,1,33,Kyle,4,3,75,29,0,3,Kyle Anderson,5,4,Anderson,N/A,0,San Antonio,1
1,0,3,4,1,25,7,4,57,Patty,0,0,0,21,0,3,Patty Mills,9,3,Mills,N/A,1,San Antonio,2
2,0,5,0,0,0,5,3,60,Boris,0,0,0,23,0,4,Boris Diaw,6,5,Diaw,N/A,0,San Antonio,1
1,0,5,0,0,0,4,0,0,David,2,2,100,19,1,0,David West,2,6,West,N/A,2,San Antonio,2
1,0,2,4,1,25,8,4,50,Jonathon,3,3,100,27,0,2,Jonathon Simmons,12,2,Simmons,N/A,2,San Antonio,5
1,0,1,1,0,0,2,0,0,Ray,0,0,0,6,0,0,Ray McCallum,0,1,McCallum,N/A,0,San Antonio,0
0,0,1,0,0,0,0,0,0,Matt,0,0,0,4,0,0,Matt Bonner,0,1,Bonner,N/A,1,San Antonio,0
0,0,0,1,0,0,1,0,0,Rasual,0,0,0,4,0,0,Rasual Butler,0,0,Butler,N/A,0,San Antonio,0
2,0,9,4,2,50,15,5,33,Danilo,4,4,100,35,1,0,Danilo Gallinari,16,10,Gallinari,F,0,Denver,0
0,0,3,0,0,0,6,1,17,Darrell,0,0,0,25,2,2,Darrell Arthur,2,5,Arthur,F,1,Denver,0
0,0,1,0,0,0,4,3,75,Nikola,0,0,0,12,1,4,Nikola Jokic,6,2,Jokic,C,0,Denver,3
3,0,1,3,1,33,4,2,50,Gary,0,0,0,25,0,1,Gary Harris,5,1,Harris,G,1,Denver,2
3,0,2,1,0,0,14,3,21,Emmanuel,3,3,100,29,1,3,Emmanuel Mudiay,9,3,Mudiay,G,0,Denver,2
2,0,7,3,1,33,10,5,50,Will,2,1,50,29,2,0,Will Barton,12,9,Barton,N/A,2,Denver,5
0,2,0,0,0,0,6,3,50,JJ,4,3,75,17,1,2,JJ Hickson,9,1,Hickson,N/A,0,Denver,0
2,0,1,4,2,50,10,5,50,Jameer,0,0,0,22,0,3,Jameer Nelson,12,1,Nelson,N/A,0,Denver,1
3,0,1,1,0,0,4,3,75,Randy,0,0,0,22,0,0,Randy Foye,6,1,Foye,N/A,2,Denver,2
2,0,3,3,1,33,3,1,33,Mike,0,0,0,20,0,4,Mike Miller,3,3,Miller,N/A,2,Denver,3
0,0,1,1,0,0,1,0,0,Kostas,0,0,0,4,0,0,Kostas Papanikolaou,0,1,Papanikolaou,N/A,0,Denver,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Joffrey,N/A,N/A,N/A,N/A,N/A,N/A,Joffrey Lauvergne,N/A,N/A,Lauvergne,N/A,N/A,Denver,N/A
