rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,4,00:26:56,1,0,HE Bingjiao,wrist smash,goes out of bounds,opponent goes out of bounds
2,19,00:27:28,1,1,CHEN Yufei,smash,goes out of bounds,opponent goes out of bounds
3,20,00:28:08,1,2,CHEN Yufei,return net,fails to clear the net,opponent fails to clear the net
4,12,00:28:48,1,3,CHEN Yufei,net shot,fails to clear the net,opponent fails to clear the net
5,4,00:29:27,1,4,CHEN Yufei,smash,hits the net,opponent hits the net
6,8,00:30:02,1,5,CHEN Yufei,smash,goes out of bounds,opponent goes out of bounds
7,32,00:30:53,1,6,CHEN Yufei,return net,hits the net,opponent hits the net
8,10,00:31:46,1,7,CHEN Yufei,lob,hits the net,opponent hits the net
9,14,00:32:23,1,8,CHEN Yufei,net shot,hits the net,opponent hits the net
10,4,00:32:53,1,9,CHEN Yufei,net shot,hits the net,opponent hits the net
11,4,00:33:11,1,10,CHEN Yufei,net shot,fails to clear the net,opponent fails to clear the net
12,4,00:33:31,2,10,HE Bingjiao,return net,opponent wins by landing,wins by landing
13,25,00:34:14,2,11,CHEN Yufei,net shot,hits the net,opponent hits the net
14,3,00:35:30,3,11,HE Bingjiao,net shot,fails to clear the net,opponent fails to clear the net
15,12,00:35:57,3,12,CHEN Yufei,drop,opponent wins by landing,wins by landing
16,5,00:36:22,4,12,HE Bingjiao,push,goes out of bounds,opponent goes out of bounds
17,8,00:36:49,5,12,HE Bingjiao,net shot,hits the net,opponent hits the net
18,10,00:37:31,6,12,HE Bingjiao,smash,goes out of bounds,opponent goes out of bounds
19,13,00:38:39,7,12,HE Bingjiao,net shot,opponent wins by landing,wins by landing
20,8,00:39:17,7,13,CHEN Yufei,smash,opponent wins by landing,wins by landing
21,12,00:40:06,8,13,HE Bingjiao,rush,opponent wins by landing,wins by landing
22,5,00:40:31,8,14,CHEN Yufei,return net,fails to clear the net,opponent fails to clear the net
23,22,00:41:13,8,15,CHEN Yufei,net shot,hits the net,opponent hits the net
24,6,00:41:43,8,16,CHEN Yufei,net shot,fails to clear the net,opponent fails to clear the net
25,12,00:42:14,8,17,CHEN Yufei,clear,goes out of bounds,opponent goes out of bounds
26,11,00:42:42,8,18,CHEN Yufei,drop,opponent wins by landing,wins by landing
27,4,00:43:11,9,18,HE Bingjiao,smash,opponent wins by landing,wins by landing
28,3,00:43:30,9,19,CHEN Yufei,clear,goes out of bounds,opponent goes out of bounds
29,8,00:43:55,10,19,HE Bingjiao,smash,opponent wins by landing,wins by landing
30,10,00:44:24,11,19,HE Bingjiao,clear,goes out of bounds,opponent goes out of bounds
31,8,00:44:52,12,19,HE Bingjiao,smash,hits the net,opponent hits the net
32,14,00:45:37,12,20,CHEN Yufei,wrist smash,opponent wins by landing,wins by landing
33,4,00:46:03,13,20,HE Bingjiao,push,landing judgment error,opponent landing judgment error
34,20,00:46:39,14,20,HE Bingjiao,drop,hits the net,opponent hits the net
35,11,00:47:17,14,21,CHEN Yufei,drop,goes out of bounds,opponent goes out of bounds
