rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,3,00:49:31,1,0,HE Bingjiao,defensive return lob,goes out of bounds,opponent goes out of bounds
2,5,00:49:50,1,1,CHEN Yufei,lob,goes out of bounds,opponent goes out of bounds
3,5,00:50:12,2,1,HE Bingjiao,push,goes out of bounds,opponent goes out of bounds
4,30,00:51:00,3,1,HE Bingjiao,net shot,fails to clear the net,opponent fails to clear the net
5,5,00:51:40,4,1,HE Bingjiao,smash,opponent wins by landing,wins by landing
6,27,00:52:28,5,1,HE Bingjiao,push,opponent wins by landing,wins by landing
7,16,00:53:19,6,1,HE Bingjiao,cross-court net shot,fails to clear the net,opponent fails to clear the net
8,6,00:53:52,7,1,HE Bingjiao,wrist smash,goes out of bounds,opponent goes out of bounds
9,11,00:54:36,8,1,HE Bingjiao,wrist smash,opponent wins by landing,wins by landing
10,10,00:55:09,9,1,HE Bingjiao,clear,goes out of bounds,opponent goes out of bounds
11,10,00:56:14,10,1,HE Bingjiao,clear,goes out of bounds,opponent goes out of bounds
12,6,00:56:40,11,1,HE Bingjiao,smash,goes out of bounds,opponent goes out of bounds
13,12,00:57:59,11,2,CHEN Yufei,rush,opponent wins by landing,wins by landing
14,6,00:58:22,12,2,HE Bingjiao,smash,opponent wins by landing,wins by landing
15,4,00:58:53,13,2,HE Bingjiao,net shot,fails to clear the net,opponent fails to clear the net
16,6,00:59:13,14,2,HE Bingjiao,return net,hits the net,opponent hits the net
17,6,00:59:33,14,3,CHEN Yufei,smash,opponent wins by landing,wins by landing
18,19,01:00:08,15,3,HE Bingjiao,cross-court net shot,hits the net,opponent hits the net
19,29,01:00:53,16,3,HE Bingjiao,push,opponent wins by landing,wins by landing
20,7,01:01:50,16,4,CHEN Yufei,clear,goes out of bounds,opponent goes out of bounds
21,13,01:02:21,17,4,HE Bingjiao,return net,hits the net,opponent hits the net
22,8,01:02:51,17,5,CHEN Yufei,smash,opponent wins by landing,wins by landing
23,5,01:03:25,17,6,CHEN Yufei,smash,opponent wins by landing,wins by landing
24,30,01:04:25,18,6,HE Bingjiao,rush,opponent wins by landing,wins by landing
25,20,01:05:15,19,6,HE Bingjiao,rush,hits the net,opponent hits the net
26,24,01:06:13,19,7,CHEN Yufei,lob,opponent wins by landing,wins by landing
27,5,01:07:08,20,7,HE Bingjiao,return net,hits the net,opponent hits the net
28,3,01:07:34,20,8,CHEN Yufei,clear,goes out of bounds,opponent goes out of bounds
29,10,01:07:58,20,9,CHEN Yufei,rush,hits the net,opponent hits the net
30,13,01:08:32,21,9,HE Bingjiao,push,goes out of bounds,opponent goes out of bounds
