rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,16,00:06:38,0,1,PUSARLA V. Sindhu,rush,opponent wins by landing,wins by landing
2,14,00:07:09,1,1,Supanida KATETHONG,drop,opponent wins by landing,wins by landing
3,6,00:07:38,2,1,Supanida KATETHONG,lob,goes out of bounds,opponent goes out of bounds
4,14,00:08:08,3,1,Supanida KATETHONG,lob,goes out of bounds,opponent goes out of bounds
5,5,00:08:32,4,1,Supanida KATETHONG,net shot,opponent wins by landing,wins by landing
6,9,00:08:57,5,1,Supanida KATETHONG,drop,opponent wins by landing,wins by landing
7,2,00:09:19,6,1,Supanida KATETHONG,net shot,hits the net,opponent hits the net
8,6,00:09:41,7,1,Supanida KATETHONG,lob,goes out of bounds,opponent goes out of bounds
9,2,00:09:57,7,2,PUSARLA V. Sindhu,smash,opponent wins by landing,wins by landing
10,8,00:10:27,8,2,Supanida KATETHONG,smash,opponent wins by landing,wins by landing
11,7,00:10:50,9,2,Supanida KATETHONG,net shot,opponent wins by landing,wins by landing
12,1,00:11:08,9,3,PUSARLA V. Sindhu,short service,hits the net,opponent hits the net
13,16,00:11:36,9,4,PUSARLA V. Sindhu,wrist smash,hits the net,opponent hits the net
14,18,00:12:15,9,5,PUSARLA V. Sindhu,wrist smash,fails to clear the net,opponent fails to clear the net
15,12,00:13:00,10,5,Supanida KATETHONG,smash,opponent wins by landing,wins by landing
16,2,00:13:25,11,5,Supanida KATETHONG,push,hits the net,opponent hits the net
17,15,00:14:58,11,6,PUSARLA V. Sindhu,lob,fails to clear the net,opponent fails to clear the net
18,3,00:15:20,12,6,Supanida KATETHONG,wrist smash,hits the net,opponent hits the net
19,10,00:15:58,13,6,Supanida KATETHONG,defensive return lob,goes out of bounds,opponent goes out of bounds
20,19,00:16:34,13,7,PUSARLA V. Sindhu,return net,hits the net,opponent hits the net
21,3,00:17:06,14,7,Supanida KATETHONG,drop,hits the net,opponent hits the net
22,1,00:17:26,14,8,PUSARLA V. Sindhu,short service,goes out of bounds,opponent goes out of bounds
23,7,00:17:47,14,9,PUSARLA V. Sindhu,drop,opponent wins by landing,wins by landing
24,7,00:18:10,15,9,Supanida KATETHONG,defensive return lob,hits the net,opponent hits the net
25,4,00:18:42,16,9,Supanida KATETHONG,net shot,fails to clear the net,opponent fails to clear the net
26,7,00:19:02,16,10,PUSARLA V. Sindhu,return net,fails to clear the net,opponent fails to clear the net
27,7,00:19:26,16,11,PUSARLA V. Sindhu,wrist smash,opponent wins by landing,wins by landing
28,18,00:20:00,17,11,Supanida KATETHONG,lob,landing judgment error,opponent landing judgment error
29,10,00:20:53,18,11,Supanida KATETHONG,return net,hits the net,opponent hits the net
30,3,00:21:16,18,12,PUSARLA V. Sindhu,drop,hits the net,opponent hits the net
31,2,00:21:33,18,13,PUSARLA V. Sindhu,net shot,hits the net,opponent hits the net
32,3,00:21:48,18,14,PUSARLA V. Sindhu,drop,opponent wins by landing,wins by landing
33,9,00:22:18,19,14,Supanida KATETHONG,drop,goes out of bounds,opponent goes out of bounds
34,5,00:22:40,20,14,Supanida KATETHONG,net shot,opponent wins by landing,wins by landing
35,6,00:23:03,21,14,Supanida KATETHONG,lob,goes out of bounds,opponent goes out of bounds
