p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Lee,,0,,LF,3,,0,0,4,Carlos Lee,,1,1.000,,.261,,,0,Carlos,,,,,1,,,0,.699,,400,,0,,,0,,0,,0,,,0,0,0,0,0,Astros,0,.390,0,.309
,Quintero,,,,,,,,,,Humberto Quintero,,,,,,,,,Humberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Michaels,,0,,PH,0,,0,0,1,Jason Michaels,,,.000,,.208,,,0,Jason,,,,,0,,,0,.528,,903,,0,,,0,,0,,0,,,0,0,1,0,0,Astros,0,.278,0,.250
,Lyon,,,,,,,,,,Brandon Lyon,,,,,,,,,Brandon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Myers,,,,,,,,,,Brett Myers,,,,,,,,,Brett,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Barmes,,0,,SS,1,,0,0,3,Clint Barmes,,1,1.000,,.211,,,2,Clint,,,,,1,,,0,.618,,700,,0,,,3,,0,,0,,,0,0,1,0,0,Astros,0,.320,0,.298
,Bourgeois,,,,,,,,,,Jason Bourgeois,,,,,,,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Keppinger,,0,,2B,2,,0,0,4,Jeff Keppinger,,1,1.000,,.311,,,2,Jeff,,,,,1,,,0,.724,,200,,0,,,5,,0,,0,,,0,0,1,0,0,Astros,0,.388,0,.336
4,Rodriguez,6,0,2,P,0,25,0,0,1,Wandy Rodriguez,5,,1.000,0,.154,5,66,0,Wandy,0,5,,2,2,6,,0,.308,0,900,true,0,43,,1,3.21,0,18,0,5,107,0,0,1,0,0,Astros,0,.154,0,.154
4,Rodriguez,1,0,0,P,0,4,0,0,0,Aneury Rodriguez,0,,.000,0,.000,0,8,0,Aneury,0,2,,0,0,1,,0,.000,0,904,,0,53,,0,5.24,0,3,0,0,14,0,0,0,0,0,Astros,0,.000,0,.000
,Lopez,,,,,,,,,,Wilton Lopez,,,,,,,,,Wilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Sanchez,,0,,PH,0,,0,0,1,Angel Sanchez,,1,.000,,.253,,,0,Angel,,,,,0,,,0,.624,,901,,0,,,0,,0,,0,,,0,0,0,0,0,Astros,0,.313,0,.311
,Corporan,,0,,C,1,,0,0,3,Carlos Corporan,,1,1.000,,.114,,,0,Carlos,,,,,5,,,0,.272,,801,,0,,,1,,0,,0,,,0,0,1,0,0,Astros,0,.114,0,.158
0,Rodriguez,1,0,0,P,0,7,0,0,0,Fernando Rodriguez,1,,.000,0,.000,0,22,0,Fernando,0,2,,0,0,2,,0,.000,0,902,,0,56,,0,2.87,0,6,0,0,31,0,0,0,0,0,Astros,0,.000,0,.000
,Pence,,0,,RF,1,,0,0,4,Hunter Pence,,2,1.000,,.316,,,1,Hunter,,,,,2,,,0,.847,,300,,0,,,0,,0,,0,,,0,0,2,0,0,Astros,0,.490,0,.357
,Downs,,,,,,,,,,Matt Downs,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Melancon,,,,,,,,,,Mark Melancon,,,,,,,,,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Johnson,,0,,3B,0,,0,1,2,Chris Johnson,,1,1.000,,.244,,,0,Chris,,,,,0,,,0,.690,,600,,0,,,2,,1,,1,,,0,0,0,0,1,Astros,0,.406,0,.284
,Towles,,0,,C,0,,0,0,0,J.R. Towles,,,1.000,,.197,,,0,J.R.,,,,,3,,,0,.605,,800,,0,,,0,,0,,0,,,0,0,0,0,0,Astros,0,.325,0,.280
,Bourn,,0,,CF,0,,0,0,3,Michael Bourn,,1,1.000,,.284,,,0,Michael,,,,,1,,,1,.745,,100,,0,,,0,,0,,1,,,0,0,1,0,0,Astros,0,.391,0,.354
,Happ,,,,,,,,,,J.A. Happ,,,,,,,,,J.A.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Arias,,,,,,,,,,Alberto Arias,,,,,,,,,Alberto,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Escalona,,,,,,,,,,Sergio Escalona,,,,,,,,,Sergio,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Abad,,,,,,,,,,Fernando Abad,,,,,,,,,Fernando,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
