p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Utley,,0,,2B,0,,0,0,4,Chase Utley,,1,1.000,,.289,,,0,Chase,,,,,0,,,0,.787,,100,,0,,,2,,0,,1,,,0,1,2,0,0,Dodgers,0,.408,0,.379
,Gonzalez,,0,,1B,0,,0,0,2,Adrian Gonzalez,,,1.000,,.274,,,0,Adrian,,,,,5,,,1,.740,,400,,0,,,1,,0,,0,,,0,0,2,0,0,Dodgers,0,.384,0,.356
,Crawford,,,,,,,,,,Carl Crawford,,,,,,,,,Carl,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Tsao,,,,,,,,,,Chin-hui Tsao,,,,,,,,,Chin-hui,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Blanton,,,,,,,,,,Joe Blanton,,,,,,,,,Joe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
3,Kazmir,4,0,2,P,1,23,0,0,2,Scott Kazmir,4,,1.000,0,.063,1,65,0,Scott,0,12,,0,0,6,,0,.126,0,900,,0,73,true,1,4.84,0,18,0,1,91,0,0,1,0,0,Dodgers,0,.063,0,.063
,Howell,,,,,,,,,,J.P. Howell,,,,,,,,,J.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Kendrick,,0,,LF,0,,0,0,3,Howie Kendrick,,2,1.000,,.234,,,2,Howie,,,,,2,,,0,.574,,700,,0,,,1,,0,,0,,,0,0,1,0,0,Dodgers,0,.297,0,.277
,McCarthy,,,,,,,,,,Brandon McCarthy,,,,,,,,,Brandon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Ethier,,,,,,,,,,Andre Ethier,,,,,,,,,Andre,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
