p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Arroyo,,,,,,,,,,Bronson Arroyo,,,,,,,,,Bronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Feldman,,,,,,,,,,Scott Feldman,,,,,,,,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Cozart,,0,,SS,1,,0,0,3,Zack Cozart,,,1.000,,.302,,,0,Zack,,,,,1,,,0,.950,,200,,0,,,0,,1,,1,,,0,1,1,0,0,Reds,0,.559,0,.391
,Bailey,,,,,,,,,,Homer Bailey,,,,,,,,,Homer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Votto,,0,,1B,2,,0,0,3,Joey Votto,,,1.000,,.318,,,1,Joey,,,,,10,,,0,1.036,,300,,0,,,0,,0,,1,,,0,0,0,0,0,Reds,0,.584,0,.452
,Adleman,,,,,,,,,,Tim Adleman,,,,,,,,,Tim,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,DeSclafani,,,,,,,,,,Anthony DeSclafani,,,,,,,,,Anthony,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Lorenzen,,,,,,,,,,Michael Lorenzen,,,,,,,,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Suarez,,0,,3B,1,,0,0,2,Eugenio Suarez,,,1.000,,.267,,,0,Eugenio,,,,,1,,,1,.850,,400,,0,,,6,,0,,0,,,0,0,1,0,0,Reds,0,.475,0,.375
,Hernandez,,,,,,,,,,Ariel Hernandez,,,,,,,,,Ariel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Barnhart,,0,,C,2,,0,0,3,Tucker Barnhart,,1,1.000,,.271,,,0,Tucker,,,,,7,,,0,.745,,800,,0,,,1,,0,,0,,,0,0,0,0,0,Reds,0,.396,0,.349
,Gennett,,0,,2B,1,,0,0,3,Scooter Gennett,,1,1.000,,.298,,,0,Scooter,,,,,3,,,0,.884,,500,,0,,,4,,0,,1,,,0,0,0,0,1,Reds,0,.537,0,.347
,Vincej,,,,,,,,,,Zach Vincej,,,,,,,,,Zach,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Chacin,,,,,,,,,,Alejandro Chacin,,,,,,,,,Alejandro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,McGuire,,,,,,,,,,Deck McGuire,,,,,,,,,Deck,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Wojciechowski,,,,,,,,,,Asher Wojciechowski,,,,,,,,,Asher,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Peralta,,,,,,,,,,Wandy Peralta,,,,,,,,,Wandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Duvall,,0,,LF,2,,0,0,3,Adam Duvall,,,1.000,,.250,,,0,Adam,,,,,3,,,0,.787,,700,,0,,,0,,0,,0,,,0,0,1,0,0,Reds,0,.490,0,.297
,Schebler,,0,,CF,1,,0,0,3,Scott Schebler,,,1.000,,.236,,,1,Scott,,,,,1,,,0,.807,,600,,0,,,0,,0,,0,,,0,0,2,0,0,Reds,0,.491,0,.316
