AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
2,0,5,8,2,25,10,3,30,Trevor,2,2,100,33,1,2,Trevor Ariza,10,6,Ariza,F,3,Houston,0
0,1,3,3,0,0,7,2,29,Donatas,0,0,0,14,0,2,Donatas Motiejunas,4,3,Motiejunas,F,3,Houston,3
2,1,3,0,0,0,7,2,29,Dwight,1,0,0,28,1,5,Dwight Howard,4,4,Howard,C,1,Houston,2
6,0,6,8,4,50,18,10,56,James,12,9,75,36,1,2,James Harden,33,7,Harden,G,1,Houston,7
1,0,0,6,2,33,11,5,46,Patrick,3,2,67,35,0,4,Patrick Beverley,14,0,Beverley,G,3,Houston,1
0,1,6,0,0,0,3,2,67,Clint,0,0,0,13,3,5,Clint Capela,4,9,Capela,N/A,1,Houston,2
4,0,1,8,2,25,13,6,46,Jason,0,0,0,27,0,2,Jason Terry,14,1,Terry,N/A,2,Houston,1
0,0,3,0,0,0,0,0,0,Terrence,2,1,50,13,1,3,Terrence Jones,1,4,Jones,N/A,0,Houston,1
3,0,2,4,2,50,7,3,43,Corey,2,2,100,24,0,1,Corey Brewer,10,2,Brewer,N/A,2,Houston,3
3,0,0,0,0,0,1,0,0,Ty,0,0,0,7,0,1,Ty Lawson,0,0,Lawson,N/A,0,Houston,1
1,0,0,2,0,0,3,0,0,Marcus,0,0,0,6,0,1,Marcus Thornton,0,0,Thornton,N/A,1,Houston,0
0,0,0,0,0,0,0,0,0,Montrezl,0,0,0,1,0,0,Montrezl Harrell,0,0,Harrell,N/A,0,Houston,0
0,0,0,0,0,0,2,1,50,KJ,1,1,100,1,0,0,KJ McDaniels,3,0,McDaniels,N/A,0,Houston,0
6,0,3,4,3,75,11,8,73,Omri,0,0,0,38,3,1,Omri Casspi,19,6,Casspi,F,2,Sacramento,5
3,1,11,5,2,40,11,6,55,Rudy,5,3,60,35,2,5,Rudy Gay,17,13,Gay,F,6,Sacramento,5
0,1,11,4,2,50,17,7,41,DeMarcus,14,10,71,33,1,4,DeMarcus Cousins,26,12,Cousins,C,2,Sacramento,4
2,0,0,0,0,0,4,3,75,Ben,3,2,67,24,0,3,Ben McLemore,8,0,McLemore,G,2,Sacramento,3
13,0,7,1,1,100,9,6,67,Darren,1,1,100,41,0,3,Darren Collison,14,7,Collison,G,1,Sacramento,8
0,1,4,0,0,0,7,4,57,Kosta,2,0,0,19,2,1,Kosta Koufos,8,6,Koufos,N/A,0,Sacramento,0
1,0,1,7,3,43,10,3,30,Marco,0,0,0,27,1,2,Marco Belinelli,9,2,Belinelli,N/A,0,Sacramento,2
0,0,1,2,0,0,4,1,25,Seth,4,4,100,21,0,0,Seth Curry,6,1,Curry,N/A,0,Sacramento,1
0,0,0,0,0,0,1,0,0,James,0,0,0,1,0,0,James Anderson,0,0,Anderson,N/A,0,Sacramento,0
0,0,0,1,0,0,1,0,0,Quincy,0,0,0,1,0,0,Quincy Acy,0,0,Acy,N/A,0,Sacramento,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Caron,N/A,N/A,N/A,N/A,N/A,N/A,Caron Butler,N/A,N/A,Butler,N/A,N/A,Sacramento,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Eric,N/A,N/A,N/A,N/A,N/A,N/A,Eric Moreland,N/A,N/A,Moreland,N/A,N/A,Sacramento,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rajon,N/A,N/A,N/A,N/A,N/A,N/A,Rajon Rondo,N/A,N/A,Rondo,N/A,N/A,Sacramento,N/A
