inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Asher Wojciechowski,1,0,0,Manuel Margot,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Asher Wojciechowski,1,0,0,Cory Spangenberg,['Cory Spangenberg'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Asher Wojciechowski,1,0,1,Jose Pirela,['Jose Pirela'],['Cory Spangenberg'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Asher Wojciechowski,2,2,3,Yangervis Solarte,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Asher Wojciechowski,3,1,0,Wil Myers,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Travis Wood,1,1,1,Billy Hamilton,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Travis Wood,2,2,2,Patrick Kivlehan,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Travis Wood,2,2,1,Joey Votto,['N/A'],['Joey Votto'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Travis Wood,2,4,1,Adam Duvall,['Adam Duvall'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Travis Wood,2,4,2,Eugenio Suarez,['Eugenio Suarez'],['Adam Duvall'],['Joey Votto'],Walk,N/A,0,0,N/A,N/A,N/A
1,bottom,2,"['Joey Votto', 'Adam Duvall']",Travis Wood,2,3,2,Jose Peraza,['Jose Peraza'],['N/A'],['Eugenio Suarez'],Single,N/A,2,0,2,N/A,N/A
1,bottom,0,[],Travis Wood,3,0,1,Stuart Turner,['N/A'],['N/A'],['N/A'],Flyout,N/A,2,0,N/A,N/A,N/A
2,top,0,[],Asher Wojciechowski,1,2,2,Hunter Renfroe,['N/A'],['N/A'],['N/A'],Groundout,N/A,2,0,N/A,N/A,N/A
2,top,0,[],Asher Wojciechowski,2,1,1,Austin Hedges,['N/A'],['N/A'],['N/A'],Flyout,N/A,2,0,N/A,N/A,N/A
