AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
2,1,3,2,1,50,8,3,38,Kawhi,1,0,0,27,3,1,Kawhi Leonard,7,6,Leonard,F,1,San Antonio,2
1,1,4,1,0,0,10,4,40,LaMarcus,6,5,83,34,3,2,LaMarcus Aldridge,13,7,Aldridge,F,0,San Antonio,3
2,0,0,0,0,0,8,4,50,Tim,0,0,0,20,2,1,Tim Duncan,8,2,Duncan,C,0,San Antonio,1
1,0,3,7,2,29,11,4,36,Danny,0,0,0,21,1,1,Danny Green,10,4,Green,G,3,San Antonio,1
3,0,3,2,0,0,7,2,29,Tony,0,0,0,30,1,1,Tony Parker,4,4,Parker,G,2,San Antonio,1
1,0,3,0,0,0,6,4,67,David,3,2,67,17,0,2,David West,10,3,West,N/A,0,San Antonio,2
3,0,3,6,1,17,11,5,46,Manu,8,6,75,25,1,5,Manu Ginobili,17,4,Ginobili,N/A,2,San Antonio,2
6,0,1,3,1,33,5,1,20,Patty,0,0,0,22,1,0,Patty Mills,3,2,Mills,N/A,1,San Antonio,1
0,0,1,2,0,0,5,3,60,Boris,3,3,100,18,1,2,Boris Diaw,9,2,Diaw,N/A,0,San Antonio,2
2,0,1,1,1,100,3,2,67,Kyle,0,0,0,12,0,0,Kyle Anderson,5,1,Anderson,N/A,0,San Antonio,0
2,0,0,1,1,100,2,2,100,Jonathon,3,3,100,15,0,4,Jonathon Simmons,8,0,Simmons,N/A,0,San Antonio,2
0,0,0,0,0,0,0,0,0,Matt,0,0,0,0,0,0,Matt Bonner,0,0,Bonner,N/A,1,San Antonio,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rasual,N/A,N/A,N/A,N/A,N/A,N/A,Rasual Butler,N/A,N/A,Butler,N/A,N/A,San Antonio,N/A
0,1,3,1,0,0,5,3,60,Terrence,0,0,0,27,0,3,Terrence Ross,6,3,Ross,F,0,Toronto,3
1,0,7,1,0,0,14,8,57,Luis,1,0,0,33,1,4,Luis Scola,16,8,Scola,F,1,Toronto,2
0,0,5,0,0,0,7,5,71,Bismack,1,0,0,26,2,4,Bismack Biyombo,10,7,Biyombo,C,0,Toronto,0
6,1,3,0,0,0,15,10,67,DeMar,8,8,100,37,1,3,DeMar DeRozan,28,4,DeRozan,G,1,Toronto,6
8,0,5,3,1,33,11,6,55,Kyle,6,6,100,37,0,2,Kyle Lowry,19,5,Lowry,G,1,Toronto,4
1,0,4,4,2,50,5,3,60,Patrick,2,2,100,34,0,2,Patrick Patterson,10,4,Patterson,N/A,3,Toronto,2
4,0,0,1,0,0,6,2,33,Cory,2,2,100,30,0,4,Cory Joseph,6,0,Joseph,N/A,3,Toronto,3
3,0,3,0,0,0,1,0,0,James,2,2,100,16,0,2,James Johnson,2,3,Johnson,N/A,1,Toronto,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Anthony,N/A,N/A,N/A,N/A,N/A,N/A,Anthony Bennett,N/A,N/A,Bennett,N/A,N/A,Toronto,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeMarre,N/A,N/A,N/A,N/A,N/A,N/A,DeMarre Carroll,N/A,N/A,Carroll,N/A,N/A,Toronto,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Lucas,N/A,N/A,N/A,N/A,N/A,N/A,Lucas Nogueira,N/A,N/A,Nogueira,N/A,N/A,Toronto,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Norman,N/A,N/A,N/A,N/A,N/A,N/A,Norman Powell,N/A,N/A,Powell,N/A,N/A,Toronto,N/A
