inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Jake Peavy,1,1,0,Billy Burns,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jake Peavy,2,1,1,Stephen Vogt,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jake Peavy,3,2,3,Ben Zobrist,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Jesse Chavez,0,3,2,Angel Pagan,['Angel Pagan'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Jesse Chavez,1,2,0,Joe Panik,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Jesse Chavez,1,3,2,Matt Duffy,['Matt Duffy'],['N/A'],['Angel Pagan'],Single,N/A,0,0,N/A,N/A,N/A
1,bottom,1,['Angel Pagan'],Jesse Chavez,2,2,2,Buster Posey,['N/A'],['N/A'],['N/A'],Sac Fly,N/A,1,0,1,N/A,N/A
1,bottom,1,['Matt Duffy'],Jesse Chavez,2,2,2,Hunter Pence,['N/A'],['Hunter Pence'],['N/A'],Double,N/A,2,0,1,N/A,N/A
1,bottom,0,[],Jesse Chavez,3,1,0,Brandon Belt,['N/A'],['N/A'],['N/A'],Groundout,N/A,2,0,N/A,N/A,N/A
2,top,0,[],Jake Peavy,0,0,1,Billy Butler,['Billy Butler'],['N/A'],['N/A'],Single,N/A,2,0,N/A,N/A,N/A
2,top,0,[],Jake Peavy,0,3,2,Josh Reddick,['Josh Reddick'],['Billy Butler'],['N/A'],Single,N/A,2,0,N/A,N/A,N/A
2,top,0,[],Jake Peavy,1,1,1,Brett Lawrie,['Brett Lawrie'],['N/A'],['Billy Butler'],Forceout,N/A,2,0,N/A,N/A,N/A
2,top,0,[],Jake Peavy,3,2,2,Eric Sogard,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,2,0,N/A,N/A,N/A
2,bottom,0,[],Jesse Chavez,0,2,1,Brandon Crawford,['Brandon Crawford'],['N/A'],['N/A'],Single,N/A,2,0,N/A,N/A,N/A
2,bottom,0,[],Jesse Chavez,0,4,2,Gregor Blanco,['Gregor Blanco'],['Brandon Crawford'],['N/A'],Walk,N/A,2,0,N/A,N/A,N/A
2,bottom,0,[],Jesse Chavez,1,0,0,Jake Peavy,['N/A'],['Gregor Blanco'],['Brandon Crawford'],Sac Bunt,N/A,2,0,N/A,N/A,N/A
