AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
0,0,2,2,0,0,2,0,0,Justin,0,0,0,32,0,3,Justin Jackson,0,2,Jackson,F,0,Sacramento,0
0,0,5,1,0,0,5,3,60,JaKarr,0,0,0,20,2,5,JaKarr Sampson,6,7,Sampson,F,0,Sacramento,1
2,1,8,0,0,0,20,10,50,Willie,8,5,62,38,2,4,Willie Cauley-Stein,25,10,Cauley-Stein,C,0,Sacramento,1
2,0,0,1,0,0,8,1,12,Bogdan,0,0,0,26,2,4,Bogdan Bogdanovic,2,2,Bogdanovic,G,0,Sacramento,1
7,0,1,5,3,60,17,7,41,De'Aaron,5,4,80,38,3,1,De'Aaron Fox,21,4,Fox,G,0,Sacramento,5
1,0,8,1,1,100,6,3,50,Nigel,0,0,0,19,1,1,Nigel Hayes,7,9,Hayes,N/A,1,Sacramento,0
1,1,2,6,3,50,17,7,41,Buddy,0,0,0,32,1,2,Buddy Hield,17,3,Hield,N/A,2,Sacramento,2
3,0,4,2,1,50,2,1,50,Vince,0,0,0,17,0,2,Vince Carter,3,4,Carter,N/A,1,Sacramento,1
0,0,2,0,0,0,1,0,0,Bruno,0,0,0,8,0,0,Bruno Caboclo,0,2,Caboclo,N/A,0,Sacramento,0
0,0,1,0,0,0,3,1,33,Jack,4,2,50,10,1,2,Jack Cooley,4,2,Cooley,N/A,0,Sacramento,1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kosta,N/A,N/A,N/A,N/A,N/A,N/A,Kosta Koufos,N/A,N/A,Koufos,N/A,N/A,Sacramento,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Zach,N/A,N/A,N/A,N/A,N/A,N/A,Zach Randolph,N/A,N/A,Randolph,N/A,N/A,Sacramento,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Garrett,N/A,N/A,N/A,N/A,N/A,N/A,Garrett Temple,N/A,N/A,Temple,N/A,N/A,Sacramento,N/A
0,0,0,3,0,0,6,1,17,Danny,3,2,67,16,0,0,Danny Green,4,0,Green,F,0,San Antonio,0
2,2,10,1,0,0,19,6,32,LaMarcus,4,3,75,33,4,1,LaMarcus Aldridge,15,14,Aldridge,F,0,San Antonio,0
3,1,3,0,0,0,2,1,50,Pau,0,0,0,20,2,2,Pau Gasol,2,5,Gasol,C,1,San Antonio,0
1,0,1,10,3,30,14,6,43,Patty,0,0,0,37,1,2,Patty Mills,15,2,Mills,G,1,San Antonio,2
0,1,2,0,0,0,6,2,33,Dejounte,0,0,0,15,2,0,Dejounte Murray,4,4,Murray,G,0,San Antonio,1
2,1,5,1,0,0,4,2,50,Kyle,6,4,67,26,0,2,Kyle Anderson,8,5,Anderson,N/A,2,San Antonio,0
1,1,4,1,0,0,9,5,56,Rudy,9,8,89,21,2,1,Rudy Gay,18,6,Gay,N/A,1,San Antonio,1
4,0,1,2,0,0,4,1,25,Tony,0,0,0,18,0,0,Tony Parker,2,1,Parker,N/A,0,San Antonio,1
5,0,6,6,2,33,11,5,46,Manu,5,5,100,27,0,3,Manu Ginobili,17,6,Ginobili,N/A,1,San Antonio,3
0,0,0,1,0,0,2,1,50,Davis,0,0,0,7,0,1,Davis Bertans,2,0,Bertans,N/A,0,San Antonio,0
0,0,1,2,1,50,5,4,80,Bryn,2,2,100,19,0,2,Bryn Forbes,11,1,Forbes,N/A,0,San Antonio,0
0,0,1,0,0,0,0,0,0,Joffrey,0,0,0,1,0,0,Joffrey Lauvergne,0,1,Lauvergne,N/A,0,San Antonio,0
0,0,0,0,0,0,0,0,0,Brandon,0,0,0,1,0,0,Brandon Paul,0,0,Paul,N/A,0,San Antonio,0
