AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
10,0,10,6,0,0,22,12,55,LeBron,8,5,63,39,4,1,LeBron James,29,14,James,F,1,Cleveland,3
2,0,7,3,1,33,6,3,50,Richard,2,2,100,34,0,6,Richard Jefferson,9,7,Jefferson,F,0,Cleveland,1
4,0,1,0,0,0,5,2,40,Tristan,2,0,0,26,3,4,Tristan Thompson,4,4,Thompson,C,1,Cleveland,0
1,0,1,5,2,40,8,3,38,Iman,0,0,0,35,0,1,Iman Shumpert,8,1,Shumpert,G,0,Cleveland,2
3,1,4,6,1,17,22,11,50,Kyrie,6,4,67,40,1,1,Kyrie Irving,27,5,Irving,G,0,Cleveland,3
0,0,1,8,1,13,9,1,11,JR,0,0,0,19,0,1,JR Smith,3,1,Smith,N/A,0,Cleveland,0
0,0,9,7,5,71,7,5,71,Channing,0,0,0,22,0,2,Channing Frye,15,9,Frye,N/A,1,Cleveland,0
1,0,1,3,0,0,4,1,25,Derrick,0,0,0,8,0,0,Derrick Williams,2,1,Williams,N/A,0,Cleveland,0
3,0,0,1,1,100,1,1,100,Deron,1,1,100,17,0,1,Deron Williams,4,0,Williams,N/A,1,Cleveland,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,James,N/A,N/A,N/A,N/A,N/A,N/A,James Jones,N/A,N/A,Jones,N/A,N/A,Cleveland,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kyle,N/A,N/A,N/A,N/A,N/A,N/A,Kyle Korver,N/A,N/A,Korver,N/A,N/A,Cleveland,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,DeAndre,N/A,N/A,N/A,N/A,N/A,N/A,DeAndre Liggins,N/A,N/A,Liggins,N/A,N/A,Cleveland,N/A
3,0,5,7,2,29,11,4,36,Marcus,2,2,100,32,0,2,Marcus Morris,12,5,Morris,F,2,Detroit,1
2,1,6,3,0,0,18,5,28,Tobias,6,5,83,41,3,1,Tobias Harris,15,9,Harris,F,0,Detroit,0
4,0,9,0,0,0,14,10,71,Andre,1,0,0,36,7,3,Andre Drummond,20,16,Drummond,C,0,Detroit,1
2,0,0,7,4,57,10,5,50,Kentavious,1,1,100,34,0,1,Kentavious Caldwell-Pope,15,0,Caldwell-Pope,G,0,Detroit,0
5,0,1,3,1,33,16,8,50,Reggie,4,4,100,31,1,3,Reggie Jackson,21,2,Jackson,G,1,Detroit,3
1,0,5,3,0,0,6,3,50,Stanley,3,2,67,18,0,3,Stanley Johnson,8,5,Johnson,N/A,1,Detroit,1
3,0,3,1,1,100,9,5,56,Ish,2,1,50,17,0,0,Ish Smith,12,3,Smith,N/A,1,Detroit,1
1,0,0,0,0,0,1,0,0,Jon,0,0,0,13,0,1,Jon Leuer,0,0,Leuer,N/A,0,Detroit,0
1,0,4,2,1,50,3,1,33,Reggie,0,0,0,14,0,1,Reggie Bullock,3,4,Bullock,N/A,1,Detroit,0
0,0,1,0,0,0,0,0,0,Aron,0,0,0,4,0,0,Aron Baynes,0,1,Baynes,N/A,0,Detroit,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Darrun,N/A,N/A,N/A,N/A,N/A,N/A,Darrun Hilliard,N/A,N/A,Hilliard,N/A,N/A,Detroit,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Boban,N/A,N/A,N/A,N/A,N/A,N/A,Boban Marjanovic,N/A,N/A,Marjanovic,N/A,N/A,Detroit,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Beno,N/A,N/A,N/A,N/A,N/A,N/A,Beno Udrih,N/A,N/A,Udrih,N/A,N/A,Detroit,N/A
