rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,27,00:08:31,1,0,Viktor AXELSEN,drive,hits the net,opponent hits the net
2,5,00:09:00,2,0,Viktor AXELSEN,smash,opponent wins by landing,wins by landing
3,26,00:09:46,3,0,Viktor AXELSEN,lob,goes out of bounds,opponent goes out of bounds
4,19,00:10:24,3,1,ZHAO Jun Peng,lob,goes out of bounds,opponent goes out of bounds
5,5,00:10:56,4,1,Viktor AXELSEN,clear,goes out of bounds,opponent goes out of bounds
6,2,00:11:14,5,1,Viktor AXELSEN,drop,hits the net,opponent hits the net
7,27,00:11:50,6,1,Viktor AXELSEN,wrist smash,opponent wins by landing,wins by landing
8,13,00:12:25,7,1,Viktor AXELSEN,net shot,opponent wins by landing,wins by landing
9,6,00:14:03,7,2,ZHAO Jun Peng,wrist smash,opponent wins by landing,wins by landing
10,3,00:14:19,8,2,Viktor AXELSEN,lob,goes out of bounds,opponent goes out of bounds
11,4,00:14:35,9,2,Viktor AXELSEN,smash,goes out of bounds,opponent goes out of bounds
12,22,00:15:10,10,2,Viktor AXELSEN,net shot,fails to clear the net,opponent fails to clear the net
13,7,00:15:58,11,2,Viktor AXELSEN,smash,opponent wins by landing,wins by landing
14,2,00:17:11,11,3,ZHAO Jun Peng,push,opponent wins by landing,wins by landing
15,37,00:18:32,12,3,Viktor AXELSEN,drop,goes out of bounds,opponent goes out of bounds
16,2,00:18:58,12,4,ZHAO Jun Peng,lob,landing judgment error,opponent landing judgment error
17,4,00:19:15,13,4,Viktor AXELSEN,wrist smash,opponent wins by landing,wins by landing
18,6,00:19:35,14,4,Viktor AXELSEN,defensive return drive,fails to clear the net,opponent fails to clear the net
19,5,00:20:01,15,4,Viktor AXELSEN,rush,opponent wins by landing,wins by landing
20,20,00:20:31,16,4,Viktor AXELSEN,return net,fails to clear the net,opponent fails to clear the net
21,2,00:21:23,16,5,ZHAO Jun Peng,lob,landing judgment error,opponent landing judgment error
22,2,00:21:41,16,6,ZHAO Jun Peng,lob,goes out of bounds,opponent goes out of bounds
23,1,00:21:57,17,6,Viktor AXELSEN,long service,goes out of bounds,opponent goes out of bounds
24,4,00:22:12,18,6,Viktor AXELSEN,return net,hits the net,opponent hits the net
25,13,00:22:35,18,7,ZHAO Jun Peng,lob,goes out of bounds,opponent goes out of bounds
26,9,00:23:04,19,7,Viktor AXELSEN,net shot,hits the net,opponent hits the net
27,23,00:23:37,19,8,ZHAO Jun Peng,return net,hits the net,opponent hits the net
28,10,00:24:11,20,8,Viktor AXELSEN,wrist smash,opponent wins by landing,wins by landing
29,17,00:24:51,20,9,ZHAO Jun Peng,return net,hits the net,opponent hits the net
30,2,00:25:13,21,9,Viktor AXELSEN,lob,landing judgment error,opponent landing judgment error
