p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Sabathia,,,,,,,,,,CC Sabathia,,,,,,,,,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Walker,,0,,DH,2,,0,0,3,Neil Walker,,,.000,,.215,,,2,Neil,,,,,0,,,0,.598,,900,,0,,,0,,0,,1,,,0,0,0,0,0,Yankees,0,.308,0,.290
,Ellsbury,,,,,,,,,,Jacoby Ellsbury,,,,,,,,,Jacoby,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Gardner,,0,,LF,1,,0,0,4,Brett Gardner,,2,1.000,,.240,,,1,Brett,,,,,0,,,0,.683,,100,,0,,,1,,0,,0,,,0,0,1,0,0,Yankees,0,.331,0,.352
,Betances,,,,,,,,,,Dellin Betances,,,,,,,,,Dellin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Robertson,,,,,,,,,,David Robertson,,,,,,,,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Romine,,,,,,,,,,Austin Romine,,,,,,,,,Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Stanton,,,,,,,,,,Giancarlo Stanton,,,,,,,,,Giancarlo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Gray,,,,,,,,,,Sonny Gray,,,,,,,,,Sonny,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Hicks,,0,,CF,1,,0,1,3,Aaron Hicks,,2,1.000,,.237,,,1,Aaron,,,,,4,,,0,.756,,600,,0,,,0,,0,,0,,,0,0,0,0,0,Yankees,0,.412,0,.344
,Gregorius,,0,,SS,1,,0,0,4,Didi Gregorius,,1,1.000,,.235,,,3,Didi,,,,,2,,,0,.800,,700,,0,,,1,,0,,2,,,0,0,0,0,0,Yankees,1,.486,0,.314
,Tanaka,,,,,,,,,,Masahiro Tanaka,,,,,,,,,Masahiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Chapman,,,,,,,,,,Aroldis Chapman,,,,,,,,,Aroldis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Austin,,,,,,,,,,Tyler Austin,,,,,,,,,Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Judge,,0,,RF,1,,0,0,4,Aaron Judge,,1,.000,,.282,,,1,Aaron,,,,,0,,,0,.980,,200,,0,,,0,,0,,0,,,0,0,2,0,0,Yankees,0,.564,0,.416
0,Kahnle,0,0,0,P,0,3,0,0,0,Tommy Kahnle,1,,.000,1,.000,0,6,0,Tommy,0,1,,0,0,1,,0,.000,2,,,0,47,,0,7.00,0,3,0,0,11,0,0,0,0,0,Yankees,0,.000,0,.000
,Shreve,,,,,,,,,,Chasen Shreve,,,,,,,,,Chasen,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
3,German,5,0,2,P,0,24,0,0,0,Domingo German,0,,.000,0,.000,4,66,0,Domingo,0,7,,1,0,5,2/3,0,.000,0,,true,0,49,,0,5.45,0,17,0,3,104,0,0,0,0,0,Yankees,0,.000,0,.000
,Bird,,0,,1B,0,,0,0,4,Greg Bird,,1,1.000,,.333,,,0,Greg,,,,,6,,,0,1.052,,400,,0,,,1,,0,,2,,,1,1,1,0,1,Yankees,0,.667,0,.385
1,Cole,2,0,0,P,0,9,0,0,0,A.J. Cole,2,,1.000,0,.333,1,23,0,A.J.,0,0,,1,1,2,1/3,0,1.666,0,,,0,41,,0,6.75,0,7,0,1,35,0,0,0,0,0,Yankees,0,1.333,0,.333
,Sanchez,,0,,C,2,,0,0,4,Gary Sanchez,,,1.000,,.218,,,1,Gary,,,,,8,,,0,.828,,300,,0,,,0,,0,,0,,,0,0,2,0,0,Yankees,0,.509,0,.319
,Andujar,,0,,3B,1,,0,0,3,Miguel Andujar,,,1.000,,.290,,,1,Miguel,,,,,3,,,0,.798,,800,,0,,,2,,0,,1,,,0,0,1,0,0,Yankees,0,.491,0,.307
,Heller,,,,,,,,,,Ben Heller,,,,,,,,,Ben,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Severino,,,,,,,,,,Luis Severino,,,,,,,,,Luis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Green,,,,,,,,,,Chad Green,,,,,,,,,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Torres,,0,,2B,1,,0,0,4,Gleyber Torres,,,.857,,.324,,,1,Gleyber,,,,,3,,,0,.995,,500,,1,,,3,,0,,1,,,0,0,2,0,0,Yankees,0,.610,0,.385
,Holder,,,,,,,,,,Jonathan Holder,,,,,,,,,Jonathan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
2,Verlander,5,0,0,P,0,25,0,0,0,Justin Verlander,7,,1.000,0,.500,1,74,0,Justin,0,5,,1,0,6,2/3,0,1.000,0,,,0,66,true,2,1.11,0,20,0,1,113,0,0,0,0,0,Astros,0,.500,0,.500
,McCann,,0,,C,1,,0,0,4,Brian McCann,,2,1.000,,.219,,,1,Brian,,,,,9,,,0,.664,,800,,0,,,0,,0,,0,,,0,0,1,0,0,Astros,0,.351,0,.313
,Rondon,,,,,,,,,,Hector Rondon,,,,,,,,,Hector,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
,Sipp,,,,,,,,,,Tony Sipp,,,,,,,,,Tony,,,,,,,,,,,,,,,,,,,,,,,,,,,,Astros,,,,
