AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
2,0,1,9,4,44,12,4,33,Dion,0,0,0,32,0,0,Dion Waiters,12,1,Waiters,F,0,Miami,3
3,2,0,2,1,50,4,3,75,Kelly,2,2,100,18,0,1,Kelly Olynyk,9,0,Olynyk,F,0,Miami,2
1,2,17,0,0,0,14,7,50,Hassan,4,3,75,28,2,4,Hassan Whiteside,17,19,Whiteside,C,3,Miami,0
4,3,1,4,2,50,15,9,60,Josh,1,1,100,37,1,4,Josh Richardson,21,2,Richardson,G,0,Miami,2
6,1,5,4,0,0,11,2,18,Justise,4,1,25,31,5,5,Justise Winslow,5,10,Winslow,G,0,Miami,2
4,0,3,7,3,43,14,6,43,Dwyane,1,0,0,26,1,0,Dwyane Wade,15,4,Wade,N/A,0,Miami,3
1,0,4,0,0,0,3,1,33,Bam,3,0,0,20,2,4,Bam Adebayo,2,6,Adebayo,N/A,1,Miami,2
4,0,3,2,1,50,7,3,43,James,4,2,50,21,0,2,James Johnson,9,3,Johnson,N/A,2,Miami,3
1,0,3,5,0,0,7,2,29,Rodney,0,0,0,21,0,1,Rodney McGruder,4,3,McGruder,N/A,0,Miami,1
0,0,1,0,0,0,0,0,0,Udonis,0,0,0,1,0,0,Udonis Haslem,0,1,Haslem,N/A,0,Miami,0
0,0,0,0,0,0,1,1,100,Duncan,0,0,0,5,0,0,Duncan Robinson,2,0,Robinson,N/A,0,Miami,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ryan,N/A,N/A,N/A,N/A,N/A,N/A,Ryan Anderson,N/A,N/A,Anderson,N/A,N/A,Miami,N/A
2,0,6,4,2,50,9,3,33,Harrison,4,4,100,37,1,2,Harrison Barnes,12,7,Barnes,F,0,Sacramento,1
1,0,1,2,0,0,5,1,20,Nemanja,2,2,100,11,2,0,Nemanja Bjelica,4,3,Bjelica,F,0,Sacramento,0
1,3,7,0,0,0,5,3,60,Willie,3,1,33,24,0,2,Willie Cauley-Stein,7,7,Cauley-Stein,C,1,Sacramento,0
1,2,5,9,4,44,16,8,50,Buddy,4,3,75,34,2,3,Buddy Hield,23,7,Hield,G,0,Sacramento,2
3,0,2,3,1,33,17,5,29,De'Aaron,2,1,50,30,0,2,De'Aaron Fox,12,2,Fox,G,4,Sacramento,1
0,0,6,0,0,0,6,1,17,Marvin,1,1,100,20,1,3,Marvin Bagley III,3,7,Bagley,N/A,1,Sacramento,2
4,0,4,6,2,33,14,6,43,Bogdan,4,2,50,34,1,2,Bogdan Bogdanovic,16,5,Bogdanovic,N/A,2,Sacramento,2
0,0,1,0,0,0,9,4,44,Harry,2,2,100,17,2,1,Harry Giles III,10,3,Giles,N/A,1,Sacramento,4
5,0,1,1,0,0,4,2,50,Yogi,2,2,100,18,0,2,Yogi Ferrell,6,1,Ferrell,N/A,1,Sacramento,1
1,0,3,1,0,0,5,4,80,Alec,1,1,100,15,1,0,Alec Burks,9,4,Burks,N/A,1,Sacramento,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Corey,N/A,N/A,N/A,N/A,N/A,N/A,Corey Brewer,N/A,N/A,Brewer,N/A,N/A,Sacramento,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kosta,N/A,N/A,N/A,N/A,N/A,N/A,Kosta Koufos,N/A,N/A,Koufos,N/A,N/A,Sacramento,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Frank,N/A,N/A,N/A,N/A,N/A,N/A,Frank Mason,N/A,N/A,Mason,N/A,N/A,Sacramento,N/A
