p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Burnett,,,,,,,,,,A.J. Burnett,,,,,,,,,A.J.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Grilli,,,,,,,,,,Jason Grilli,,,,,,,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Barmes,,,,,,,,,,Clint Barmes,,,,,,,,,Clint,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Martin,,0,,C,0,,0,0,4,Russell Martin,,3,1.000,,.248,,,4,Russell,,,,,7,,,0,.754,,500,,0,,,0,,0,,0,,,0,0,2,0,0,Pirates,0,.402,0,.352
,Liriano,,,,,,,,,,Francisco Liriano,,,,,,,,,Francisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Jones,,0,,1B,2,,0,0,3,Garrett Jones,,1,1.000,,.249,,,0,Garrett,,,,,10,,,0,.723,,600,,0,,,1,,0,,0,,,0,0,0,0,0,Pirates,0,.422,0,.301
,Rodriguez,,,,,,,,,,Wandy Rodriguez,,,,,,,,,Wandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Walker,,0,,2B,0,,0,0,4,Neil Walker,,1,1.000,,.251,,,0,Neil,,,,,2,,,0,.748,,200,,0,,,5,,0,,3,,,0,1,0,0,0,Pirates,0,.398,0,.350
,Karstens,,,,,,,,,,Jeff Karstens,,,,,,,,,Jeff,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Morton,,,,,,,,,,Charlie Morton,,,,,,,,,Charlie,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
,Hughes,,,,,,,,,,Jared Hughes,,,,,,,,,Jared,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pirates,,,,
1,Watson,0,0,0,P,0,3,0,0,0,Tony Watson,3,,.000,1,.000,0,6,0,Tony,2,1,,0,0,1,,0,.000,14,903,,0,54,,0,3.27,0,3,0,0,10,0,0,0,0,0,Pirates,0,.000,0,.000
