p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Pierzynski,,0,,C,1,,1,0,4,A.J. Pierzynski,,2,1.000,,.261,,,5,A.J.,,,,,9,,,0,.647,,600,,0,,,0,,0,,1,,,0,0,0,0,0,Cardinals,0,.353,0,.294
,Choate,,,,,,,,,,Randy Choate,,,,,,,,,Randy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Lackey,,,,,,,,,,John Lackey,,,,,,,,,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Holliday,,0,,LF,1,,0,0,3,Matt Holliday,,1,1.000,,.262,,,2,Matt,,,,,2,,,1,.775,,300,,0,,,0,,0,,0,,,0,0,1,0,0,Cardinals,0,.411,0,.364
,Ellis,,,,,,,,,,Mark Ellis,,,,,,,,,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Peralta,,0,,SS,1,,0,0,4,Jhonny Peralta,,1,1.000,,.262,,,2,Jhonny,,,,,0,,,0,.783,,500,,0,,,3,,0,,2,,,0,0,0,0,1,Cardinals,0,.447,0,.336
,Wainwright,,,,,,,,,,Adam Wainwright,,,,,,,,,Adam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Molina,,,,,,,,,,Yadier Molina,,,,,,,,,Yadier,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Motte,,,,,,,,,,Jason Motte,,,,,,,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardinals,,,,
,Jay,,0,,CF,0,,0,2,2,Jon Jay,,1,1.000,,.299,,,2,Jon,,,,,3,,,0,.762,,700,,0,,,0,,0,,1,,,0,2,0,0,0,Cardinals,0,.398,0,.364
