rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,4,00:07:06,0,1,CHEN Yufei,rush,opponent wins by landing,wins by landing
2,13,00:07:32,1,1,Ratchanok INTANON,net shot,goes out of bounds,opponent goes out of bounds
3,7,00:07:55,1,2,CHEN Yufei,clear,goes out of bounds,opponent goes out of bounds
4,4,00:08:13,1,3,CHEN Yufei,lob,goes out of bounds,opponent goes out of bounds
5,3,00:08:41,2,3,Ratchanok INTANON,return net,hits the net,opponent hits the net
6,7,00:09:03,3,3,Ratchanok INTANON,smash,opponent wins by landing,wins by landing
7,11,00:09:31,3,4,CHEN Yufei,wrist smash,hits the net,opponent hits the net
8,11,00:10:07,3,5,CHEN Yufei,wrist smash,opponent wins by landing,wins by landing
9,18,00:10:41,4,5,Ratchanok INTANON,clear,landing judgment error,opponent landing judgment error
10,15,00:11:19,5,5,Ratchanok INTANON,wrist smash,opponent wins by landing,wins by landing
11,5,00:11:47,6,5,Ratchanok INTANON,wrist smash,opponent wins by landing,wins by landing
12,21,00:12:33,6,6,CHEN Yufei,net shot,goes out of bounds,opponent goes out of bounds
13,4,00:12:55,7,6,Ratchanok INTANON,net shot,opponent wins by landing,wins by landing
14,8,00:13:33,8,6,Ratchanok INTANON,return net,goes out of bounds,opponent goes out of bounds
15,3,00:13:57,8,7,CHEN Yufei,drop,hits the net,opponent hits the net
16,3,00:14:14,9,7,Ratchanok INTANON,drop,fails to clear the net,opponent fails to clear the net
17,13,00:14:47,10,7,Ratchanok INTANON,smash,opponent wins by landing,wins by landing
18,4,00:15:19,11,7,Ratchanok INTANON,return net,hits the net,opponent hits the net
19,7,00:16:35,12,7,Ratchanok INTANON,rush,opponent wins by landing,wins by landing
20,20,00:17:12,13,7,Ratchanok INTANON,lob,goes out of bounds,opponent goes out of bounds
21,7,00:17:42,14,7,Ratchanok INTANON,clear,landing judgment error,opponent landing judgment error
22,5,00:18:15,14,8,CHEN Yufei,net shot,hits the net,opponent hits the net
23,13,00:18:39,15,8,Ratchanok INTANON,return net,fails to clear the net,opponent fails to clear the net
24,11,00:19:24,16,8,Ratchanok INTANON,smash,opponent wins by landing,wins by landing
25,3,00:19:47,16,9,CHEN Yufei,lob,goes out of bounds,opponent goes out of bounds
26,19,00:20:20,17,9,Ratchanok INTANON,drop,hits the net,opponent hits the net
27,18,00:21:09,18,9,Ratchanok INTANON,wrist smash,hits the net,opponent hits the net
28,7,00:21:41,18,10,CHEN Yufei,return net,hits the net,opponent hits the net
29,14,00:22:12,18,11,CHEN Yufei,lob,hits the net,opponent hits the net
30,7,00:22:40,18,12,CHEN Yufei,clear,landing judgment error,opponent landing judgment error
31,6,00:23:30,18,13,CHEN Yufei,net shot,goes out of bounds,opponent goes out of bounds
32,9,00:23:55,19,13,Ratchanok INTANON,wrist smash,goes out of bounds,opponent goes out of bounds
33,15,00:24:30,19,14,CHEN Yufei,clear,goes out of bounds,opponent goes out of bounds
34,9,00:25:05,19,15,CHEN Yufei,return net,opponent wins by landing,wins by landing
35,17,00:25:38,20,15,Ratchanok INTANON,return net,fails to clear the net,opponent fails to clear the net
36,8,00:26:11,21,15,Ratchanok INTANON,return net,hits the net,opponent hits the net
