inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Erik Bedard,1,2,2,Michael Brantley,['N/A'],['N/A'],['N/A'],Lineout,N/A,N/A,N/A,N/A,N/A,N/A
1,top,1,[],Erik Bedard,1,1,2,Asdrubal Cabrera,['N/A'],['N/A'],['N/A'],Home Run,N/A,0,1,1,N/A,N/A
1,top,0,[],Erik Bedard,1,0,1,Shin-Soo Choo,['Shin-Soo Choo'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
1,top,0,[],Erik Bedard,2,0,1,Carlos Santana,['Carlos Santana'],['N/A'],['N/A'],Forceout,N/A,N/A,N/A,N/A,N/A,N/A
1,top,1,['Carlos Santana'],Erik Bedard,2,2,1,Shelley Duncan,['N/A'],['Shelley Duncan'],['N/A'],Double,N/A,0,2,1,N/A,N/A
1,top,0,[],Erik Bedard,3,0,2,Orlando Cabrera,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
1,bottom,0,[],Josh Tomlin,1,1,3,Ichiro Suzuki,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
1,bottom,0,[],Josh Tomlin,2,0,1,Chone Figgins,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
1,bottom,0,[],Josh Tomlin,3,1,2,Adam Kennedy,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
2,top,0,[],Erik Bedard,1,1,2,Matt LaPorta,['N/A'],['N/A'],['N/A'],Pop Out,N/A,N/A,N/A,N/A,N/A,N/A
2,top,0,[],Erik Bedard,2,2,3,Jack Hannahan,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
2,top,0,[],Erik Bedard,2,1,0,Lou Marson,['N/A'],['Lou Marson'],['N/A'],Double,N/A,N/A,N/A,N/A,N/A,N/A
2,top,1,['Lou Marson'],Erik Bedard,2,2,0,Michael Brantley,['N/A'],['Michael Brantley'],['N/A'],Double,N/A,0,3,1,N/A,N/A
2,top,1,['Michael Brantley'],Erik Bedard,3,0,0,Asdrubal Cabrera,['N/A'],['N/A'],['N/A'],Single,N/A,0,4,1,N/A,N/A
2,bottom,0,[],Josh Tomlin,0,1,0,Jack Cust,['Jack Cust'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
2,bottom,0,[],Josh Tomlin,1,0,2,Justin Smoak,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
2,bottom,0,[],Josh Tomlin,2,1,0,Ryan Langerhans,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
2,bottom,0,[],Josh Tomlin,3,2,3,Luis Antonio Rodriguez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
3,top,0,[],Erik Bedard,0,0,1,Shin-Soo Choo,['Shin-Soo Choo'],['N/A'],['N/A'],Single,N/A,N/A,N/A,N/A,N/A,N/A
3,top,0,[],Erik Bedard,1,1,3,Carlos Santana,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
3,top,0,[],Erik Bedard,2,0,3,Shelley Duncan,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
3,top,1,['Shin-Soo Choo'],Erik Bedard,2,0,1,Orlando Cabrera,['N/A'],['Orlando Cabrera'],['N/A'],Double,Error,0,5,N/A,1,Ichiro Suzuki
3,top,0,[],Erik Bedard,2,1,0,Matt LaPorta,['N/A'],['N/A'],['Orlando Cabrera'],Wild Pitch,N/A,N/A,N/A,N/A,N/A,N/A
3,top,0,[],Erik Bedard,3,2,3,Matt LaPorta,['N/A'],['N/A'],['Orlando Cabrera'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
3,bottom,0,[],Josh Tomlin,1,2,1,Michael Saunders,['N/A'],['N/A'],['N/A'],Groundout,N/A,N/A,N/A,N/A,N/A,N/A
3,bottom,0,[],Josh Tomlin,2,2,2,Chris Gimenez,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
3,bottom,0,[],Josh Tomlin,3,1,1,Ichiro Suzuki,['N/A'],['N/A'],['N/A'],Flyout,N/A,N/A,N/A,N/A,N/A,N/A
4,top,1,[],Erik Bedard,0,1,0,Jack Hannahan,['N/A'],['N/A'],['N/A'],Home Run,N/A,0,6,1,N/A,N/A
4,top,0,[],Erik Bedard,0,4,2,Lou Marson,['Lou Marson'],['N/A'],['N/A'],Walk,N/A,N/A,N/A,N/A,N/A,N/A
4,top,0,[],Erik Bedard,1,1,3,Michael Brantley,['N/A'],['N/A'],['N/A'],Strikeout,N/A,N/A,N/A,N/A,N/A,N/A
