rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
2,14,00:06:34,2,0,WANG Zhi Yi,smash,goes out of bounds,opponent goes out of bounds
3,2,00:06:53,3,0,WANG Zhi Yi,lob,goes out of bounds,opponent goes out of bounds
4,7,00:07:13,4,0,WANG Zhi Yi,return net,opponent wins by landing,wins by landing
5,3,00:07:32,4,1,HE Bingjiao,lob,goes out of bounds,opponent goes out of bounds
6,3,00:08:17,5,1,WANG Zhi Yi,wrist smash,hits the net,opponent hits the net
7,10,00:08:39,6,1,WANG Zhi Yi,return net,fails to clear the net,opponent fails to clear the net
8,7,00:08:59,7,1,WANG Zhi Yi,wrist smash,opponent wins by landing,wins by landing
9,3,00:09:19,8,1,WANG Zhi Yi,lob,landing judgment error,opponent landing judgment error
10,7,00:09:40,8,2,HE Bingjiao,return net,fails to clear the net,opponent fails to clear the net
11,11,00:10:05,9,2,WANG Zhi Yi,drop,hits the net,opponent hits the net
12,13,00:10:31,9,3,HE Bingjiao,return net,hits the net,opponent hits the net
13,6,00:10:53,9,4,HE Bingjiao,wrist smash,hits the net,opponent hits the net
14,22,00:11:32,9,5,HE Bingjiao,return net,hits the net,opponent hits the net
15,3,00:12:04,10,5,WANG Zhi Yi,return net,fails to clear the net,opponent fails to clear the net
16,3,00:12:22,10,6,HE Bingjiao,wrist smash,goes out of bounds,opponent goes out of bounds
17,25,00:13:02,11,6,WANG Zhi Yi,wrist smash,goes out of bounds,opponent goes out of bounds
18,11,00:14:31,12,6,WANG Zhi Yi,smash,landing judgment error,opponent landing judgment error
19,11,00:15:20,13,6,WANG Zhi Yi,drop,opponent wins by landing,wins by landing
20,9,00:15:46,13,7,HE Bingjiao,net shot,goes out of bounds,opponent goes out of bounds
21,37,00:16:43,14,7,WANG Zhi Yi,wrist smash,goes out of bounds,opponent goes out of bounds
22,11,00:17:52,14,8,HE Bingjiao,lob,goes out of bounds,opponent goes out of bounds
23,9,00:18:21,15,8,WANG Zhi Yi,drop,hits the net,opponent hits the net
24,10,00:18:46,15,9,HE Bingjiao,drop,opponent wins by landing,wins by landing
25,12,00:19:15,16,9,WANG Zhi Yi,rush,opponent wins by landing,wins by landing
26,5,00:19:38,16,10,HE Bingjiao,lob,goes out of bounds,opponent goes out of bounds
27,2,00:19:57,17,10,WANG Zhi Yi,net shot,landing judgment error,opponent landing judgment error
28,4,00:20:16,17,11,HE Bingjiao,clear,landing judgment error,opponent landing judgment error
29,6,00:20:37,17,12,HE Bingjiao,net shot,hits the net,opponent hits the net
30,20,00:21:12,18,12,WANG Zhi Yi,clear,landing judgment error,opponent landing judgment error
31,22,00:21:56,18,13,HE Bingjiao,wrist smash,opponent wins by landing,wins by landing
32,9,00:22:31,18,14,HE Bingjiao,rush,opponent wins by landing,wins by landing
33,29,00:23:30,19,14,WANG Zhi Yi,smash,goes out of bounds,opponent goes out of bounds
34,12,00:24:06,20,14,WANG Zhi Yi,rush,hits the net,opponent hits the net
35,3,00:24:31,20,15,HE Bingjiao,drop,hits the net,opponent hits the net
36,13,00:25:02,21,15,WANG Zhi Yi,net shot,hits the net,opponent hits the net
