p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Beltre,,0,,3B,0,,0,0,5,Adrian Beltre,,2,1.000,,.322,,,1,Adrian,,,,,0,,,0,.880,,400,,0,,,1,,0,,3,,,0,1,0,0,1,Rangers,0,.530,0,.350
,Nathan,,,,,,,,,,Joe Nathan,,,,,,,,,Joe,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangers,,,,
,Torrealba,,1,,C,0,,0,0,3,Yorvit Torrealba,,2,1.000,,.228,,,1,Yorvit,,,,,10,,,0,.635,,800,,0,,,0,,0,,1,,,0,0,1,0,1,Rangers,0,.333,0,.302
,Young,,0,,DH,2,,0,0,5,Michael Young,,,.000,,.270,,,3,Michael,,,,,0,,,0,.652,,500,,0,,,0,,1,,2,,,0,1,1,0,1,Rangers,0,.352,0,.300
,Hamilton,,0,,LF-CF,0,,0,0,5,Josh Hamilton,,1,.800,,.320,,,5,Josh,,,,,4,,,0,1.031,,300,,1,,,0,,0,,0,,,0,0,4,0,0,Rangers,0,.652,0,.379
,Oswalt,,,,,,,,,,Roy Oswalt,,,,,,,,,Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangers,,,,
6,Lewis,12,0,0,P,0,24,0,0,0,Colby Lewis,6,,.000,0,.500,8,64,0,Colby,0,6,,0,0,4,,0,1.000,0,,true,0,14,,0,3.51,0,12,0,7,89,0,0,0,0,0,Rangers,0,.500,0,.500
,Adams,,,,,,,,,,Mike Adams,,,,,,,,,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangers,,,,
,Napoli,,0,,1B,0,,0,0,5,Mike Napoli,,1,1.000,,.240,,,2,Mike,,,,,5,,,0,.807,,700,,0,,,1,,1,,2,,,0,1,2,0,0,Rangers,0,.460,0,.347
,Kinsler,,0,,2B,1,,0,0,5,Ian Kinsler,,3,1.000,,.272,,,4,Ian,,,,,1,,,0,.772,,100,,0,,,1,,1,,1,,,0,0,1,0,0,Rangers,0,.437,0,.335
,Cruz,,0,,RF-LF-RF,2,,0,0,5,Nelson Cruz,,,1.000,,.264,,,2,Nelson,,,,,2,,,0,.771,,600,,0,,,0,,0,,3,,,2,2,0,0,4,Rangers,0,.453,0,.318
,Feldman,,,,,,,,,,Scott Feldman,,,,,,,,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangers,,,,
0,Lowe,2,0,0,P,0,7,0,0,0,Mark Lowe,0,,.000,0,.000,0,14,0,Mark,0,0,,0,0,2,,0,.000,1,,,0,52,,0,2.54,0,6,0,0,25,0,0,0,0,0,Rangers,0,.000,0,.000
,Harrison,,,,,,,,,,Matt Harrison,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rangers,,,,
0,Kirkman,3,0,0,P,0,9,0,0,0,Michael Kirkman,0,,1.000,0,.000,3,20,0,Michael,0,1,,2,1,2,,0,.000,0,,,0,39,,0,6.75,0,6,0,3,30,0,0,0,0,0,Rangers,0,.000,0,.000
,Murphy,,0,,PH-LF,1,,0,0,1,David Murphy,,,1.000,,.280,,,1,David,,,,,2,,,1,.845,,902,,0,,,1,,0,,0,,,0,0,0,0,0,Rangers,0,.474,0,.371
