rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,4,00:34:51,0,1,Kodai NARAOKA,return net,opponent wins by landing,wins by landing
2,9,00:35:14,1,1,LI Shi Feng,return net,hits the net,opponent hits the net
3,18,00:35:51,2,1,LI Shi Feng,clear,goes out of bounds,opponent goes out of bounds
4,3,00:36:25,2,2,Kodai NARAOKA,smash,hits the net,opponent hits the net
5,7,00:36:51,3,2,LI Shi Feng,net shot,hits the net,opponent hits the net
6,5,00:37:15,4,2,LI Shi Feng,return net,fails to clear the net,opponent fails to clear the net
7,15,00:38:31,4,3,Kodai NARAOKA,smash,hits the net,opponent hits the net
8,27,00:39:26,5,3,LI Shi Feng,clear,goes out of bounds,opponent goes out of bounds
9,18,00:40:24,5,4,Kodai NARAOKA,lob,landing judgment error,opponent landing judgment error
10,23,00:41:52,6,4,LI Shi Feng,clear,goes out of bounds,opponent goes out of bounds
11,6,00:42:23,6,5,Kodai NARAOKA,smash,opponent wins by landing,wins by landing
12,17,00:42:59,6,6,Kodai NARAOKA,rush,opponent wins by landing,wins by landing
13,12,00:43:38,7,6,LI Shi Feng,push,opponent wins by landing,wins by landing
14,20,00:44:49,8,6,LI Shi Feng,smash,goes out of bounds,opponent goes out of bounds
15,3,00:45:28,9,6,LI Shi Feng,smash,opponent wins by landing,wins by landing
16,13,00:46:11,9,7,Kodai NARAOKA,drop,goes out of bounds,opponent goes out of bounds
17,8,00:46:43,9,8,Kodai NARAOKA,return net,goes out of bounds,opponent goes out of bounds
18,24,00:47:27,9,9,Kodai NARAOKA,cross-court net shot,hits the net,opponent hits the net
19,18,00:48:43,10,9,LI Shi Feng,smash,opponent wins by landing,wins by landing
20,22,00:49:36,11,9,LI Shi Feng,smash,goes out of bounds,opponent goes out of bounds
21,9,00:51:34,12,9,LI Shi Feng,smash,opponent wins by landing,wins by landing
22,8,00:52:14,13,9,LI Shi Feng,return net,goes out of bounds,opponent goes out of bounds
24,10,00:53:24,13,11,Kodai NARAOKA,net shot,hits the net,opponent hits the net
25,13,00:54:02,14,11,LI Shi Feng,drop,hits the net,opponent hits the net
26,17,00:54:45,14,12,Kodai NARAOKA,net shot,hits the net,opponent hits the net
27,30,00:55:39,14,13,Kodai NARAOKA,smash,hits the net,opponent hits the net
28,5,00:58:28,14,14,Kodai NARAOKA,cross-court net shot,opponent wins by landing,wins by landing
29,5,00:58:52,15,14,LI Shi Feng,return net,fails to clear the net,opponent fails to clear the net
30,11,00:59:34,15,15,Kodai NARAOKA,rush,goes out of bounds,opponent goes out of bounds
31,18,01:00:12,15,16,Kodai NARAOKA,smash,goes out of bounds,opponent goes out of bounds
33,4,01:01:01,16,17,LI Shi Feng,drop,opponent wins by landing,wins by landing
34,3,01:01:28,16,18,Kodai NARAOKA,smash,goes out of bounds,opponent goes out of bounds
35,4,01:02:38,16,19,Kodai NARAOKA,smash,goes out of bounds,opponent goes out of bounds
36,23,01:03:20,16,20,Kodai NARAOKA,rush,opponent wins by landing,wins by landing
37,9,01:03:50,16,21,Kodai NARAOKA,defensive return lob,opponent wins by landing,wins by landing
