AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
4,2,10,5,1,20,26,13,50,LeBron,5,4,80,42,1,1,LeBron James,31,11,James,F,4,Cleveland,2
3,0,7,10,6,60,16,8,50,Kevin,4,1,25,37,2,3,Kevin Love,23,9,Love,F,0,Cleveland,1
0,1,5,0,0,0,4,2,50,Timofey,1,1,100,19,1,1,Timofey Mozgov,5,6,Mozgov,C,0,Cleveland,4
2,0,3,8,3,38,12,6,50,JR,0,0,0,38,2,3,JR Smith,15,5,Smith,G,2,Cleveland,0
6,1,1,3,2,67,11,3,27,Kyrie,6,5,83,40,0,2,Kyrie Irving,13,1,Irving,G,2,Cleveland,2
0,2,2,0,0,0,7,4,57,Tristan,8,4,50,28,5,5,Tristan Thompson,12,7,Thompson,N/A,0,Cleveland,1
1,1,1,1,0,0,4,2,50,Iman,0,0,0,21,0,1,Iman Shumpert,4,1,Shumpert,N/A,1,Cleveland,0
1,0,3,2,0,0,3,0,0,Matthew,0,0,0,10,0,1,Matthew Dellavedova,0,3,Dellavedova,N/A,0,Cleveland,1
0,0,2,0,0,0,1,0,0,James,0,0,0,4,0,1,James Jones,0,2,Jones,N/A,0,Cleveland,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Brendan,N/A,N/A,N/A,N/A,N/A,N/A,Brendan Haywood,N/A,N/A,Haywood,N/A,N/A,Cleveland,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Shawn,N/A,N/A,N/A,N/A,N/A,N/A,Shawn Marion,N/A,N/A,Marion,N/A,N/A,Cleveland,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mike,N/A,N/A,N/A,N/A,N/A,N/A,Mike Miller,N/A,N/A,Miller,N/A,N/A,Cleveland,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kendrick,N/A,N/A,N/A,N/A,N/A,N/A,Kendrick Perkins,N/A,N/A,Perkins,N/A,N/A,Cleveland,N/A
8,0,8,1,1,100,15,8,53,Evan,2,2,100,33,0,4,Evan Turner,19,8,Turner,F,2,Boston,4
3,1,2,0,0,0,3,2,67,Brandon,0,0,0,22,0,0,Brandon Bass,4,2,Bass,F,0,Boston,0
0,0,6,0,0,0,9,3,33,Tyler,3,3,100,28,0,1,Tyler Zeller,9,6,Zeller,C,0,Boston,0
0,0,3,6,1,17,18,7,39,Avery,3,3,100,33,1,2,Avery Bradley,18,4,Bradley,G,1,Boston,1
1,0,1,3,1,33,6,2,33,Marcus,4,3,75,18,1,2,Marcus Smart,8,2,Smart,G,0,Boston,1
0,1,6,1,0,0,6,4,67,Jared,2,2,100,17,2,3,Jared Sullinger,10,8,Sullinger,N/A,0,Boston,2
2,0,1,3,0,0,9,2,22,Isaiah,2,1,50,21,0,1,Isaiah Thomas,5,1,Thomas,N/A,0,Boston,1
4,2,5,3,2,67,6,5,83,Jae,5,4,80,31,2,5,Jae Crowder,16,7,Crowder,N/A,2,Boston,4
1,0,0,1,0,0,3,1,33,Gigi,0,0,0,9,0,2,Gigi Datome,2,0,Datome,N/A,0,Boston,0
0,1,4,1,0,0,7,2,29,Jonas,0,0,0,25,3,2,Jonas Jerebko,4,7,Jerebko,N/A,1,Boston,1
1,0,0,0,0,0,0,0,0,Kelly,0,0,0,3,0,1,Kelly Olynyk,0,0,Olynyk,N/A,0,Boston,1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Phil,N/A,N/A,N/A,N/A,N/A,N/A,Phil Pressey,N/A,N/A,Pressey,N/A,N/A,Boston,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Gerald,N/A,N/A,N/A,N/A,N/A,N/A,Gerald Wallace,N/A,N/A,Wallace,N/A,N/A,Boston,N/A
