rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,8,00:10:00,1,0,Carolina MARIN,drop,goes out of bounds,opponent goes out of bounds
2,14,00:10:32,2,0,Carolina MARIN,lob,goes out of bounds,opponent goes out of bounds
3,14,00:11:11,3,0,Carolina MARIN,lob,goes out of bounds,opponent goes out of bounds
4,5,00:11:41,4,0,Carolina MARIN,rush,opponent wins by landing,wins by landing
5,2,00:12:05,4,1,Pornpawee CHOCHUWONG,push,opponent wins by landing,wins by landing
6,3,00:12:24,4,2,Pornpawee CHOCHUWONG,smash,opponent wins by landing,wins by landing
7,5,00:12:42,5,2,Carolina MARIN,lob,goes out of bounds,opponent goes out of bounds
8,14,00:13:21,6,2,Carolina MARIN,clear,goes out of bounds,opponent goes out of bounds
9,2,00:14:01,6,3,Pornpawee CHOCHUWONG,smash,opponent wins by landing,wins by landing
10,7,00:14:25,7,3,Carolina MARIN,clear,goes out of bounds,opponent goes out of bounds
11,9,00:14:54,7,4,Pornpawee CHOCHUWONG,smash,hits the net,opponent hits the net
12,19,00:15:40,8,4,Carolina MARIN,net shot,fails to clear the net,opponent fails to clear the net
13,10,00:16:23,8,5,Pornpawee CHOCHUWONG,rush,opponent wins by landing,wins by landing
14,2,00:16:52,9,5,Carolina MARIN,net shot,opponent wins by landing,wins by landing
15,15,00:17:27,9,6,Pornpawee CHOCHUWONG,drive,goes out of bounds,opponent goes out of bounds
16,4,00:18:01,9,7,Pornpawee CHOCHUWONG,smash,hits the net,opponent hits the net
17,2,00:18:21,9,8,Pornpawee CHOCHUWONG,net shot,fails to clear the net,opponent fails to clear the net
18,1,00:18:40,10,8,Carolina MARIN,short service,hits the net,opponent hits the net
19,9,00:19:05,10,9,Pornpawee CHOCHUWONG,drive,fails to clear the net,opponent fails to clear the net
20,5,00:19:28,11,9,Carolina MARIN,wrist smash,goes out of bounds,opponent goes out of bounds
21,2,00:20:55,11,10,Pornpawee CHOCHUWONG,push,opponent wins by landing,wins by landing
22,2,00:21:13,12,10,Carolina MARIN,net shot,opponent wins by landing,wins by landing
23,11,00:21:40,13,10,Carolina MARIN,net shot,opponent wins by landing,wins by landing
24,11,00:22:19,14,10,Carolina MARIN,smash,opponent wins by landing,wins by landing
25,4,00:22:55,15,10,Carolina MARIN,lob,goes out of bounds,opponent goes out of bounds
26,17,00:23:28,16,10,Carolina MARIN,smash,opponent wins by landing,wins by landing
27,29,00:24:26,17,10,Carolina MARIN,drop,opponent wins by landing,wins by landing
28,12,00:25:15,18,10,Carolina MARIN,unknown,fails to clear the net,opponent fails to clear the net
29,8,00:25:49,18,11,Pornpawee CHOCHUWONG,smash,opponent wins by landing,wins by landing
30,10,00:26:30,18,12,Pornpawee CHOCHUWONG,return net,fails to clear the net,opponent fails to clear the net
31,4,00:26:52,18,13,Pornpawee CHOCHUWONG,drive,goes out of bounds,opponent goes out of bounds
32,18,00:27:25,19,13,Carolina MARIN,clear,opponent wins by landing,wins by landing
33,13,00:28:10,20,13,Carolina MARIN,drop,opponent wins by landing,wins by landing
34,5,00:29:04,21,13,Carolina MARIN,wrist smash,opponent wins by landing,wins by landing
