rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,5,00:08:03,1,0,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
2,19,00:08:34,2,0,Akane YAMAGUCHI,wrist smash,landing judgment error,opponent landing judgment error
3,8,00:09:22,2,1,An Se Young,wrist smash,opponent wins by landing,wins by landing
4,2,00:09:37,3,1,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
5,21,00:10:11,4,1,Akane YAMAGUCHI,smash,landing judgment error,opponent landing judgment error
6,2,00:10:38,5,1,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
7,9,00:11:02,5,2,An Se Young,smash,hits the net,opponent hits the net
8,25,00:11:43,5,3,An Se Young,rush,opponent wins by landing,wins by landing
9,4,00:12:15,5,4,An Se Young,clear,goes out of bounds,opponent goes out of bounds
10,5,00:12:32,6,4,Akane YAMAGUCHI,wrist smash,goes out of bounds,opponent goes out of bounds
11,6,00:12:52,7,4,Akane YAMAGUCHI,return net,hits the net,opponent hits the net
12,17,00:13:26,8,4,Akane YAMAGUCHI,rush,opponent wins by landing,wins by landing
13,14,00:13:57,9,4,Akane YAMAGUCHI,rush,goes out of bounds,opponent goes out of bounds
14,7,00:14:24,9,5,An Se Young,clear,goes out of bounds,opponent goes out of bounds
15,21,00:15:03,10,5,Akane YAMAGUCHI,smash,goes out of bounds,opponent goes out of bounds
16,8,00:15:28,11,5,Akane YAMAGUCHI,push,hits the net,opponent hits the net
17,11,00:16:49,12,5,Akane YAMAGUCHI,lob,landing judgment error,opponent landing judgment error
18,11,00:17:16,12,6,An Se Young,lob,hits the net,opponent hits the net
19,28,00:18:09,13,6,Akane YAMAGUCHI,clear,landing judgment error,opponent landing judgment error
20,9,00:18:37,14,6,Akane YAMAGUCHI,return net,opponent wins by landing,wins by landing
21,12,00:19:12,15,6,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
22,13,00:19:44,16,6,Akane YAMAGUCHI,wrist smash,opponent wins by landing,wins by landing
23,7,00:20:11,17,6,Akane YAMAGUCHI,wrist smash,opponent wins by landing,wins by landing
24,8,00:20:34,18,6,Akane YAMAGUCHI,lob,goes out of bounds,opponent goes out of bounds
25,12,00:21:02,18,7,An Se Young,lob,landing judgment error,opponent landing judgment error
26,9,00:21:29,18,8,An Se Young,wrist smash,opponent wins by landing,wins by landing
27,2,00:21:48,19,8,Akane YAMAGUCHI,drop,landing judgment error,opponent landing judgment error
28,19,00:22:23,19,9,An Se Young,drop,hits the net,opponent hits the net
29,1,00:22:41,20,9,Akane YAMAGUCHI,long service,goes out of bounds,opponent goes out of bounds
30,3,00:22:58,21,9,Akane YAMAGUCHI,wrist smash,landing judgment error,opponent landing judgment error
