AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
2,1,2,4,2,50,7,2,29,Paul,6,4,67,27,0,3,Paul Pierce,10,2,Pierce,F,1,Washington,3
0,0,8,0,0,0,5,3,60,Nene,0,0,0,25,1,2,Nene,6,9,N/A,F,1,Washington,1
1,3,6,0,0,0,9,7,78,Marcin,3,2,67,28,2,4,Marcin Gortat,16,8,Gortat,C,1,Washington,1
2,0,5,5,2,40,21,12,57,Bradley,2,2,100,42,0,3,Bradley Beal,28,5,Beal,G,1,Washington,3
17,1,1,4,2,50,16,8,50,John,11,8,73,40,0,1,John Wall,26,1,Wall,G,1,Washington,5
2,1,3,3,1,33,6,1,17,Drew,2,2,100,18,3,3,Drew Gooden,5,6,Gooden,N/A,0,Washington,1
1,0,5,3,2,67,8,6,75,Otto,4,1,25,35,4,3,Otto Porter,15,9,Porter,N/A,1,Washington,0
1,0,3,2,1,50,4,1,25,Ramon,2,2,100,15,0,1,Ramon Sessions,5,3,Sessions,N/A,0,Washington,0
0,0,2,0,0,0,3,2,67,Kevin,4,2,50,10,0,4,Kevin Seraphin,6,2,Seraphin,N/A,0,Washington,1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rasual,N/A,N/A,N/A,N/A,N/A,N/A,Rasual Butler,N/A,N/A,Butler,N/A,N/A,Washington,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Will,N/A,N/A,N/A,N/A,N/A,N/A,Will Bynum,N/A,N/A,Bynum,N/A,N/A,Washington,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kris,N/A,N/A,N/A,N/A,N/A,N/A,Kris Humphries,N/A,N/A,Humphries,N/A,N/A,Washington,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Martell,N/A,N/A,N/A,N/A,N/A,N/A,Martell Webster,N/A,N/A,Webster,N/A,N/A,Washington,N/A
1,0,0,4,3,75,6,3,50,Terrence,0,0,0,24,0,3,Terrence Ross,9,0,Ross,F,0,Toronto,0
0,0,0,0,0,0,1,0,0,Tyler,0,0,0,12,0,1,Tyler Hansbrough,0,0,Hansbrough,F,0,Toronto,0
1,1,9,0,0,0,11,5,46,Jonas,6,5,83,29,1,1,Jonas Valanciunas,15,10,Valanciunas,C,1,Toronto,1
7,0,3,1,0,0,18,9,50,DeMar,3,2,67,41,1,5,DeMar DeRozan,20,4,DeRozan,G,1,Toronto,3
4,0,2,2,0,0,10,3,30,Kyle,2,0,0,27,0,4,Kyle Lowry,6,2,Lowry,G,0,Toronto,1
0,0,3,3,3,100,6,6,100,Patrick,0,0,0,25,1,1,Patrick Patterson,15,4,Patterson,N/A,2,Toronto,0
5,0,2,4,1,25,7,2,29,Greivis,2,2,100,28,0,4,Greivis Vasquez,7,2,Vasquez,N/A,1,Toronto,1
1,0,0,4,0,0,13,5,39,Lou,10,10,100,27,1,4,Lou Williams,20,1,Williams,N/A,3,Toronto,3
0,0,4,0,0,0,5,4,80,Amir,5,2,40,19,1,4,Amir Johnson,10,5,Johnson,N/A,0,Toronto,1
0,0,0,0,0,0,3,2,67,James,4,0,0,7,0,0,James Johnson,4,0,Johnson,N/A,0,Toronto,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Landry,N/A,N/A,N/A,N/A,N/A,N/A,Landry Fields,N/A,N/A,Fields,N/A,N/A,Toronto,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Charles,N/A,N/A,N/A,N/A,N/A,N/A,Charles Hayes,N/A,N/A,Hayes,N/A,N/A,Toronto,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Greg,N/A,N/A,N/A,N/A,N/A,N/A,Greg Stiemsma,N/A,N/A,Stiemsma,N/A,N/A,Toronto,N/A
