AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
8,0,2,6,4,67,10,6,60,Wayne,4,4,100,35,0,2,Wayne Selden,20,2,Selden,F,1,Chicago,1
4,0,12,5,0,0,15,4,27,Lauri,7,6,86,34,1,3,Lauri Markkanen,14,13,Markkanen,F,0,Chicago,2
0,2,0,0,0,0,8,6,75,Robin,1,1,100,24,1,1,Robin Lopez,13,1,Lopez,C,1,Chicago,1
3,0,5,2,0,0,7,4,57,Ryan,1,1,100,34,1,4,Ryan Arcidiacono,9,6,Arcidiacono,G,2,Chicago,1
8,0,4,1,1,100,14,6,43,Kris,3,1,33,34,1,3,Kris Dunn,14,5,Dunn,G,2,Chicago,3
1,0,5,1,0,0,3,2,67,Shaquille,1,0,0,24,0,0,Shaquille Harrison,4,5,Harrison,N/A,0,Chicago,0
0,0,2,0,0,0,1,0,0,Jabari,0,0,0,14,0,0,Jabari Parker,0,2,Parker,N/A,0,Chicago,1
2,1,3,3,2,67,17,10,59,Bobby,4,4,100,24,1,4,Bobby Portis,26,4,Portis,N/A,0,Chicago,3
0,0,0,0,0,0,1,0,0,Antonio,0,0,0,4,0,0,Antonio Blakeney,0,0,Blakeney,N/A,0,Chicago,0
0,0,2,1,1,100,2,2,100,Brandon,0,0,0,12,0,3,Brandon Sampson,5,2,Sampson,N/A,0,Chicago,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rawle,N/A,N/A,N/A,N/A,N/A,N/A,Rawle Alkins,N/A,N/A,Alkins,N/A,N/A,Chicago,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cristiano,N/A,N/A,N/A,N/A,N/A,N/A,Cristiano Felicio,N/A,N/A,Felicio,N/A,N/A,Chicago,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Zach,N/A,N/A,N/A,N/A,N/A,N/A,Zach LaVine,N/A,N/A,LaVine,N/A,N/A,Chicago,N/A
1,0,4,11,3,27,13,5,38,Wayne,0,0,0,33,0,2,Wayne Ellington,13,4,Ellington,F,2,Miami,1
4,0,1,2,0,0,6,1,17,James,0,0,0,18,1,3,James Johnson,2,2,Johnson,F,1,Miami,1
0,1,4,0,0,0,6,3,50,Hassan,4,2,50,15,5,4,Hassan Whiteside,8,9,Whiteside,C,0,Miami,0
2,1,2,10,3,30,15,4,27,Josh,1,1,100,38,1,1,Josh Richardson,12,3,Richardson,G,1,Miami,1
5,0,2,6,2,33,17,6,35,Justise,0,0,0,35,4,2,Justise Winslow,14,6,Winslow,G,2,Miami,4
2,0,6,0,0,0,7,5,71,Bam,5,3,60,33,1,2,Bam Adebayo,13,7,Adebayo,N/A,0,Miami,4
2,0,1,6,2,33,12,5,42,Tyler,3,3,100,28,2,1,Tyler Johnson,15,3,Johnson,N/A,0,Miami,1
1,0,8,2,2,100,3,2,67,Kelly,0,0,0,23,1,3,Kelly Olynyk,6,9,Olynyk,N/A,0,Miami,2
5,0,4,5,0,0,10,3,30,Dion,0,0,0,18,0,2,Dion Waiters,6,4,Waiters,N/A,0,Miami,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Udonis,N/A,N/A,N/A,N/A,N/A,N/A,Udonis Haslem,N/A,N/A,Haslem,N/A,N/A,Miami,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Rodney,N/A,N/A,N/A,N/A,N/A,N/A,Rodney McGruder,N/A,N/A,McGruder,N/A,N/A,Miami,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Dwyane,N/A,N/A,N/A,N/A,N/A,N/A,Dwyane Wade,N/A,N/A,Wade,N/A,N/A,Miami,N/A
