p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Lee,,0,,1B,0,,0,0,1,Derrek Lee,,,1.000,,.229,,,1,Derrek,,,,,6,,,2,,,400,,0,,,1,,0,,0,,,0,0,1,0,0,Cubs,0,,0,
,Dempster,,,,,,,,,,Ryan Dempster,,,,,,,,,Ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Ramirez,,,,,,,,,,Aramis Ramirez,,,,,,,,,Aramis,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Howry,,,,,,,,,,Bob Howry,,,,,,,,,Bob,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Soriano,,0,,LF,0,,0,0,3,Alfonso Soriano,,,1.000,,.275,,,1,Alfonso,,,,,2,,,0,,,500,,0,,,0,,1,,1,,,0,1,2,0,0,Cubs,0,,0,
5,Lilly,1,0,1,P,0,27,0,0,3,Ted Lilly,2,1,1.000,0,.000,0,72,1,Ted,0,3,,0,0,8,,0,,0,900,,0,,true,1,2.90,0,24,0,0,108,0,0,2,0,0,Cubs,0,,0,
,Nady,,,,,,,,,,Xavier Nady,,,,,,,,,Xavier,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Grabow,,,,,,,,,,John Grabow,,,,,,,,,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Silva,,,,,,,,,,Carlos Silva,,,,,,,,,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Zambrano,,,,,,,,,,Carlos Zambrano,,,,,,,,,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Byrd,,0,,CF,0,,0,0,2,Marlon Byrd,,2,1.000,,.333,,,0,Marlon,,,,,6,,,1,,,300,,0,,,0,,0,,0,,,0,0,0,0,0,Cubs,0,,0,
,Hill,,0,,C,1,,0,0,3,Koyie Hill,,1,1.000,,.232,,,1,Koyie,,,,,5,,,0,,,700,,0,,,0,,0,,0,,,0,0,1,0,0,Cubs,0,,0,
,Baker,,,,,,,,,,Jeff Baker,,,,,,,,,Jeff,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Guzman,,,,,,,,,,Angel Guzman,,,,,,,,,Angel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Tracy,,0,,3B,1,,0,0,3,Chad Tracy,,1,1.000,,.257,,,0,Chad,,,,,1,,,0,,,600,,0,,,1,,0,,1,,,0,0,0,0,1,Cubs,0,,0,
,Fontenot,,,,,,,,,,Mike Fontenot,,,,,,,,,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Soto,,,,,,,,,,Geovany Soto,,,,,,,,,Geovany,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Theriot,,0,,2B,0,,0,0,4,Ryan Theriot,,3,1.000,,.289,,,0,Ryan,,,,,1,,,0,,,100,,0,,,3,,0,,0,,,0,0,1,0,0,Cubs,0,,0,
,Atkins,,,,,,,,,,Mitch Atkins,,,,,,,,,Mitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Marshall,,,,,,,,,,Sean Marshall,,,,,,,,,Sean,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Wells,,,,,,,,,,Randy Wells,,,,,,,,,Randy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Gorzelanny,,,,,,,,,,Tom Gorzelanny,,,,,,,,,Tom,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Stevens,,,,,,,,,,Jeff Stevens,,,,,,,,,Jeff,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
1,Marmol,0,0,2,P,0,5,0,0,0,Carlos Marmol,1,,.000,3,.000,0,8,0,Carlos,13,1,true,0,0,1,,0,,0,901,,0,,,0,1.86,0,3,0,0,18,0,0,0,0,0,Cubs,0,,0,
,Cashner,,,,,,,,,,Andrew Cashner,,,,,,,,,Andrew,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Fukudome,,,,,,,,,,Kosuke Fukudome,,,,,,,,,Kosuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Colvin,,0,,RF,1,,0,0,3,Tyler Colvin,,,1.000,,.296,,,0,Tyler,,,,,6,,,0,,,200,,0,,,0,,0,,0,,,0,0,2,0,0,Cubs,0,,0,
,Castro,,0,,SS,0,,1,0,3,Starlin Castro,,3,1.000,,.266,,,1,Starlin,,,,,0,,,0,,,800,,0,,,1,,0,,1,,,0,0,0,0,0,Cubs,0,,0,
,Caridad,,,,,,,,,,Esmailin Caridad,,,,,,,,,Esmailin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cubs,,,,
,Jones,,0,,LF,1,,0,0,3,Andruw Jones,,3,.000,,.211,,,1,Andruw,,,,,0,,,1,,,100,,0,,,0,,0,,0,,,0,0,0,0,0,White Sox,0,,0,
,Konerko,,0,,1B,2,,0,0,4,Paul Konerko,,2,1.000,,.291,,,3,Paul,,,,,9,,,0,,,400,,0,,,0,,0,,0,,,0,0,0,0,0,White Sox,0,,0,
,Kotsay,,,,,,,,,,Mark Kotsay,,,,,,,,,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Vizquel,,,,,,,,,,Omar Vizquel,,,,,,,,,Omar,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Castro,,,,,,,,,,Ramon Castro,,,,,,,,,Ramon,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Garcia,,,,,,,,,,Freddy Garcia,,,,,,,,,Freddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Pierzynski,,0,,C,1,,0,1,2,A.J. Pierzynski,,1,1.000,,.236,,,0,A.J.,,,,,9,,,0,,,600,,0,,,2,,0,,0,,,0,0,0,0,0,White Sox,0,,0,
,Linebrink,,,,,,,,,,Scott Linebrink,,,,,,,,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Buehrle,,,,,,,,,,Mark Buehrle,,,,,,,,,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Pierre,,0,,PH,0,,0,0,1,Juan Pierre,,,.000,,.248,,,0,Juan,,,,,0,,,0,,,901,,0,,,0,,0,,1,,,0,0,0,0,0,White Sox,0,,0,
,Putz,,,,,,,,,,J.J. Putz,,,,,,,,,J.J.,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Thornton,,,,,,,,,,Matt Thornton,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Jenks,,,,,,,,,,Bobby Jenks,,,,,,,,,Bobby,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Peavy,,,,,,,,,,Jake Peavy,,,,,,,,,Jake,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Rios,,0,,CF,3,,0,0,3,Alex Rios,,,1.000,,.317,,,0,Alex,,,,,3,,,1,,,300,,0,,,0,,0,,0,,,0,0,0,0,0,White Sox,0,,0,
7,Floyd,3,0,3,P,1,28,0,0,1,Gavin Floyd,2,,1.000,0,.000,1,66,0,Gavin,0,9,,0,0,8,,1,,0,900,true,0,,,3,5.64,0,24,0,1,109,0,0,0,0,0,White Sox,0,,0,
,Williams,,,,,,,,,,Randy Williams,,,,,,,,,Randy,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Pena,,,,,,,,,,Ramon Pena,,,,,,,,,Ramon,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Danks,,,,,,,,,,John Danks,,,,,,,,,John,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Teahen,,,,,,,,,,Mark Teahen,,,,,,,,,Mark,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Nix,,0,,3B,3,,0,0,3,Jayson Nix,,,.667,,.156,,,1,Jayson,,,,,0,,,0,,,800,,1,,,2,,0,,0,,,0,0,0,0,0,White Sox,0,,0,
,Quentin,,0,,RF,3,,0,0,4,Carlos Quentin,,,.000,,.201,,,3,Carlos,,,,,0,,,0,,,500,,0,,,0,,0,,0,,,0,0,1,0,0,White Sox,0,,0,
,Santos,,,,,,,,,,Sergio Santos,,,,,,,,,Sergio,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Lillibridge,,,,,,,,,,Brent Lillibridge,,,,,,,,,Brent,,,,,,,,,,,,,,,,,,,,,,,,,,,,White Sox,,,,
,Ramirez,,0,,SS,1,,0,0,4,Alexei Ramirez,,1,1.000,,.257,,,2,Alexei,,,,,0,,,0,,,200,,0,,,2,,0,,0,,,0,0,2,0,0,White Sox,0,,0,
,Beckham,,0,,2B,1,,0,1,2,Gordon Beckham,,,1.000,,.204,,,1,Gordon,,,,,3,,,0,,,700,,0,,,3,,0,,0,,,0,0,1,0,0,White Sox,0,,0,
