p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Wright,,,,,,,,,,Jamey Wright,,,,,,,,,Jamey,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Beckett,,,,,,,,,,Josh Beckett,,,,,,,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Uribe,,0,,3B,1,,0,0,3,Juan Uribe,,1,1.000,,.289,,,3,Juan,,,,,1,,,0,.750,,600,,0,,,1,,0,,0,,,0,0,1,0,0,Dodgers,0,.428,0,.322
,Figgins,,,,,,,,,,Chone Figgins,,,,,,,,,Chone,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Gonzalez,,0,,1B,1,,0,0,4,Adrian Gonzalez,,,1.000,,.256,,,1,Adrian,,,,,14,,,0,.767,,300,,0,,,0,,1,,2,,,0,0,1,0,0,Dodgers,0,.445,0,.322
,Crawford,,,,,,,,,,Carl Crawford,,,,,,,,,Carl,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Greinke,,,,,,,,,,Zack Greinke,,,,,,,,,Zack,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
4,Haren,1,0,1,P,0,23,0,0,2,Dan Haren,8,1,1.000,0,.156,0,65,0,Dan,0,5,,0,0,7,,0,.417,0,900,,0,79,true,3,3.57,0,21,0,0,103,0,0,1,0,0,Dodgers,0,.188,0,.229
,Maholm,,,,,,,,,,Paul Maholm,,,,,,,,,Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,League,,,,,,,,,,Brandon League,,,,,,,,,Brandon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Howell,,,,,,,,,,J.P. Howell,,,,,,,,,J.P.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Ramirez,,0,,PH,0,,0,0,0,Hanley Ramirez,,,.000,,.272,,,0,Hanley,,,,,0,,,1,.831,,801,,0,,,0,,0,,0,,,0,0,0,0,0,Dodgers,0,.471,0,.360
,Ethier,,0,,CF,1,,0,0,3,Andre Ethier,,,1.000,,.249,,,2,Andre,,,,,1,,,0,.675,,500,,0,,,0,,0,,1,,,0,1,1,1,0,Dodgers,0,.373,0,.302
3,Jansen,0,0,0,P,0,3,0,0,0,Kenley Jansen,0,,.000,3,.000,0,6,0,Kenley,25,0,true,0,0,1,,0,.000,0,903,,0,53,,0,3.89,0,3,0,0,11,0,0,0,0,0,Dodgers,0,.000,0,.000
2,Wilson,0,0,0,P,0,3,0,0,0,Brian Wilson,1,,.000,1,.000,0,10,0,Brian,1,1,,0,0,1,,0,.000,14,902,,0,54,,0,4.66,0,3,0,0,16,0,0,0,0,0,Dodgers,0,.000,0,.000
,Billingsley,,,,,,,,,,Chad Billingsley,,,,,,,,,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Perez,,,,,,,,,,Chris Perez,,,,,,,,,Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Ellis,,0,,C,0,,0,0,3,A.J. Ellis,,2,1.000,,.222,,,1,A.J.,,,,,6,,,0,.642,,700,,0,,,0,,0,,0,,,0,0,1,0,0,Dodgers,0,.256,0,.386
,Elbert,,,,,,,,,,Scott Elbert,,,,,,,,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Turner,,,,,,,,,,Justin Turner,,,,,,,,,Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Butera,,,,,,,,,,Drew Butera,,,,,,,,,Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Kemp,,0,,LF,0,,0,0,4,Matt Kemp,,3,.000,,.274,,,2,Matt,,,,,0,,,0,.791,,400,,0,,,0,,1,,1,,,0,0,0,0,0,Dodgers,0,.459,0,.332
,Van Slyke,,,,,,,,,,Scott Van Slyke,,,,,,,,,Scott,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Kershaw,,,,,,,,,,Clayton Kershaw,,,,,,,,,Clayton,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dodgers,,,,
,Rojas,,0,,SS,0,,0,0,2,Miguel Rojas,,2,1.000,,.226,,,0,Miguel,,,,,0,,,0,.486,,800,,0,,,3,,0,,0,,,0,0,0,0,0,Dodgers,0,.245,0,.241
