inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Jeremy Bonderman,1,2,0,Luis Valbuena,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jeremy Bonderman,2,1,1,Starlin Castro,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Jeremy Bonderman,3,2,0,Nate Schierholtz,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Edwin Jackson,0,1,1,Endy Chavez,['N/A'],['Endy Chavez'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Edwin Jackson,1,0,3,Nick Franklin,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Edwin Jackson,2,2,1,Raul Ibanez,['N/A'],['N/A'],['Endy Chavez'],Flyout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Edwin Jackson,3,0,0,Kendrys Morales,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Jeremy Bonderman,0,0,0,Alfonso Soriano,['N/A'],['Alfonso Soriano'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
2,top,1,['Alfonso Soriano'],Jeremy Bonderman,0,1,2,Anthony Rizzo,['N/A'],['Anthony Rizzo'],['N/A'],Double,N/A,0,1,1,N/A,N/A
2,top,0,[],Jeremy Bonderman,1,2,1,Dioner Navarro,['N/A'],['N/A'],['Anthony Rizzo'],Groundout,N/A,0,1,N/A,N/A,N/A
2,top,1,['Anthony Rizzo'],Jeremy Bonderman,1,0,1,Brian Bogusevic,['N/A'],['Brian Bogusevic'],['N/A'],Double,N/A,0,2,1,N/A,N/A
2,top,1,['Brian Bogusevic'],Jeremy Bonderman,1,2,1,Darwin Barney,['N/A'],['Darwin Barney'],['N/A'],Double,N/A,0,3,1,N/A,N/A
