rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,25,00:32:17,0,1,An Se Young,smash,goes out of bounds,opponent goes out of bounds
2,18,00:32:54,0,2,An Se Young,clear,goes out of bounds,opponent goes out of bounds
3,15,00:33:32,1,2,Akane YAMAGUCHI,drop,hits the net,opponent hits the net
4,11,00:33:59,1,3,An Se Young,push,goes out of bounds,opponent goes out of bounds
5,22,00:34:39,2,3,Akane YAMAGUCHI,clear,landing judgment error,opponent landing judgment error
7,10,00:35:37,4,3,Akane YAMAGUCHI,push,goes out of bounds,opponent goes out of bounds
8,2,00:35:55,5,3,Akane YAMAGUCHI,smash,goes out of bounds,opponent goes out of bounds
9,8,00:36:17,5,4,An Se Young,drop,opponent wins by landing,wins by landing
10,15,00:36:48,5,5,An Se Young,drop,opponent wins by landing,wins by landing
11,13,00:37:20,6,5,Akane YAMAGUCHI,push,goes out of bounds,opponent goes out of bounds
12,4,00:37:55,6,6,An Se Young,smash,opponent wins by landing,wins by landing
13,7,00:38:16,7,6,Akane YAMAGUCHI,lob,hits the net,opponent hits the net
14,21,00:38:53,7,7,An Se Young,rush,hits the net,opponent hits the net
15,3,00:39:22,8,7,Akane YAMAGUCHI,push,goes out of bounds,opponent goes out of bounds
16,14,00:40:09,9,7,Akane YAMAGUCHI,wrist smash,hits the net,opponent hits the net
17,23,00:40:50,9,8,An Se Young,clear,goes out of bounds,opponent goes out of bounds
18,29,00:41:40,10,8,Akane YAMAGUCHI,net shot,fails to clear the net,opponent fails to clear the net
19,8,00:42:30,11,8,Akane YAMAGUCHI,push,hits the net,opponent hits the net
20,7,00:43:47,12,8,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
21,5,00:44:07,13,8,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
22,12,00:44:40,14,8,Akane YAMAGUCHI,push,hits the net,opponent hits the net
23,33,00:45:35,15,8,Akane YAMAGUCHI,net shot,opponent wins by landing,wins by landing
24,7,00:46:04,15,9,An Se Young,smash,hits the net,opponent hits the net
26,15,00:47:15,16,10,Akane YAMAGUCHI,drop,goes out of bounds,opponent goes out of bounds
27,9,00:47:43,16,11,An Se Young,net shot,fails to clear the net,opponent fails to clear the net
28,14,00:48:13,16,12,An Se Young,net shot,fails to clear the net,opponent fails to clear the net
29,6,00:48:38,16,13,An Se Young,net shot,hits the net,opponent hits the net
30,8,00:49:10,16,14,An Se Young,net shot,hits the net,opponent hits the net
31,12,00:49:38,17,14,Akane YAMAGUCHI,rush,opponent wins by landing,wins by landing
32,13,00:50:41,18,14,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
33,15,00:51:32,19,14,Akane YAMAGUCHI,rush,opponent wins by landing,wins by landing
34,9,00:52:02,19,15,An Se Young,drive,goes out of bounds,opponent goes out of bounds
35,18,00:52:33,20,15,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
36,23,00:53:22,21,15,Akane YAMAGUCHI,drop,opponent wins by landing,wins by landing
