AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
1,1,5,2,0,0,5,2,40,Tobias,0,0,0,22,0,2,Tobias Harris,4,5,Harris,F,0,Orlando,1
0,0,2,4,1,25,4,1,25,Channing,0,0,0,13,0,4,Channing Frye,3,2,Frye,F,0,Orlando,0
1,0,3,0,0,0,5,2,40,Nikola,0,0,0,13,0,4,Nikola Vucevic,4,3,Vucevic,C,0,Orlando,1
2,0,1,4,1,25,5,2,40,Evan,4,4,100,28,0,3,Evan Fournier,9,1,Fournier,G,0,Orlando,3
4,0,1,0,0,0,5,0,0,Elfrid,0,0,0,16,2,2,Elfrid Payton,0,3,Payton,G,0,Orlando,2
0,0,3,0,0,0,3,3,100,Jason,2,2,100,13,0,4,Jason Smith,8,3,Smith,N/A,0,Orlando,2
2,0,6,2,1,50,10,5,50,Aaron,0,0,0,26,1,3,Aaron Gordon,11,7,Gordon,N/A,0,Orlando,1
0,0,5,3,1,33,6,2,33,Andrew,2,1,50,28,1,3,Andrew Nicholson,6,6,Nicholson,N/A,0,Orlando,0
2,0,0,2,0,0,11,3,27,Victor,1,0,0,14,0,0,Victor Oladipo,6,0,Oladipo,N/A,0,Orlando,0
3,0,5,6,2,33,11,3,27,Mario,2,2,100,27,1,1,Mario Hezonja,10,6,Hezonja,N/A,0,Orlando,2
0,1,5,0,0,0,6,4,67,Dewayne,0,0,0,22,0,2,Dewayne Dedmon,8,5,Dedmon,N/A,0,Orlando,0
1,0,4,2,0,0,5,2,40,Shabazz,6,6,100,18,0,1,Shabazz Napier,10,4,Napier,N/A,1,Orlando,2
3,0,5,7,4,57,18,11,61,LeBron,4,3,75,29,0,2,LeBron James,29,5,James,F,2,Cleveland,0
2,0,12,2,1,50,5,2,40,Kevin,8,5,63,29,1,1,Kevin Love,10,13,Love,F,1,Cleveland,1
0,0,6,0,0,0,6,4,67,Tristan,8,2,25,29,6,0,Tristan Thompson,10,12,Thompson,C,0,Cleveland,0
1,1,1,5,1,20,7,1,14,JR,0,0,0,20,1,2,JR Smith,3,2,Smith,G,1,Cleveland,0
5,0,1,4,0,0,12,4,33,Kyrie,7,5,71,21,1,1,Kyrie Irving,13,2,Irving,G,0,Cleveland,1
6,0,3,5,1,20,6,1,17,Matthew,0,0,0,19,0,1,Matthew Dellavedova,3,3,Dellavedova,N/A,0,Cleveland,1
1,0,2,2,1,50,3,1,33,Iman,0,0,0,21,0,2,Iman Shumpert,3,2,Shumpert,N/A,0,Cleveland,0
1,0,0,4,2,50,5,2,40,Richard,3,0,0,19,0,3,Richard Jefferson,6,0,Jefferson,N/A,1,Cleveland,0
2,0,4,0,0,0,4,2,50,Timofey,3,3,100,13,1,2,Timofey Mozgov,7,5,Mozgov,N/A,1,Cleveland,0
1,0,1,4,1,25,6,3,50,James,3,3,100,18,2,0,James Jones,10,3,Jones,N/A,0,Cleveland,0
1,0,1,4,1,25,6,2,33,Mo,3,3,100,8,0,1,Mo Williams,8,1,Williams,N/A,0,Cleveland,0
1,0,3,0,0,0,1,0,0,Anderson,0,0,0,7,0,1,Anderson Varejao,0,3,Varejao,N/A,0,Cleveland,0
0,0,2,0,0,0,3,1,33,Jared,0,0,0,7,0,1,Jared Cunningham,2,2,Cunningham,N/A,0,Cleveland,1
