p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
1,Rhodes,1,0,0,P,0,3,0,0,0,Arthur Rhodes,1,,.000,2,.000,0,7,0,Arthur,0,0,,0,0,0,2/3,0,.000,24,702,,0,50,,0,2.63,0,2,0,0,9,0,0,0,0,0,Reds,0,.000,0,.000
,Rolen,,0,,3B,1,,0,0,3,Scott Rolen,,1,1.000,,.306,,,0,Scott,,,,,3,,,1,.815,,500,,0,,,2,,0,,0,,,0,1,1,0,0,Reds,0,.450,0,.365
,McDonald,,0,,LF,0,,0,0,2,Darnell McDonald,,,1.000,,.241,,,0,Darnell,,,,,2,,,0,.639,,700,,0,,,0,,0,,1,,,0,0,1,0,0,Reds,0,.356,0,.283
,Barker,,0,,PH,0,,0,0,0,Kevin Barker,,,.000,,.348,,,0,Kevin,,,,,0,,,1,.820,,801,,0,,,0,,0,,0,,,0,0,0,0,0,Reds,0,.435,0,.385
5,Cordero,0,0,0,P,0,3,0,0,0,Francisco Cordero,2,,.000,3,.000,0,4,0,Francisco,35,0,true,0,0,1,,0,.000,0,601,,0,53,,0,2.36,0,3,0,0,6,0,0,0,0,0,Reds,0,.000,0,.000
,Lincoln,,,,,,,,,,Mike Lincoln,,,,,,,,,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Wells,,,,,,,,,,Kip Wells,,,,,,,,,Kip,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Hernandez,,,,,,,,,,Ramon Hernandez,,,,,,,,,Ramon,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
12,Arroyo,6,1,0,P,0,27,0,0,1,Bronson Arroyo,13,1,1.000,0,.111,1,79,1,Bronson,0,6,,0,0,7,,0,.278,0,900,,0,67,true,2,4.07,0,21,0,1,108,0,0,1,0,0,Reds,0,.167,0,.111
,Miller,,0,,C,0,,0,0,0,Corky Miller,,,.000,,.171,,,0,Corky,,,,,0,,,0,.467,,802,,0,,,0,,0,,0,,,0,0,0,0,0,Reds,0,.211,0,.256
,Phillips,,0,,2B,0,,0,0,4,Brandon Phillips,,1,1.000,,.276,,,2,Brandon,,,,,2,,,0,.787,,400,,0,,,2,,0,,1,,,1,1,2,0,1,Reds,0,.456,0,.331
,Harang,,,,,,,,,,Aaron Harang,,,,,,,,,Aaron,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Nix,,,,,,,,,,Laynce Nix,,,,,,,,,Laynce,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Gomes,,0,,RF-LF,0,,0,0,4,Jonny Gomes,,2,1.000,,.271,,,0,Jonny,,,,,1,,,0,.890,,600,,0,,,0,,1,,1,,,0,1,1,0,0,Reds,0,.546,0,.344
,Lehr,,,,,,,,,,Justin Lehr,,,,,,,,,Justin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Taveras,,,,,,,,,,Willy Taveras,,,,,,,,,Willy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Balentien,,0,,LF,0,,0,0,0,Wladimir Balentien,,,.000,,.230,,,0,Wladimir,,,,,0,,,0,.684,,704,,0,,,0,,0,,0,,,0,0,0,0,0,Reds,0,.379,0,.305
1,Masset,0,0,0,P,0,1,0,0,0,Nick Masset,5,,.000,2,.000,0,2,0,Nick,0,0,,0,0,0,1/3,0,.000,14,703,,0,51,,0,2.71,0,1,0,0,2,0,0,0,0,0,Reds,0,.000,0,.000
,Castillo,,,,,,,,,,Wilkin Castillo,,,,,,,,,Wilkin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Dickerson,,,,,,,,,,Chris Dickerson,,,,,,,,,Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Volquez,,,,,,,,,,Edinson Volquez,,,,,,,,,Edinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Sutton,,,,,,,,,,Drew Sutton,,,,,,,,,Drew,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Owings,,,,,,,,,,Micah Owings,,,,,,,,,Micah,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Hanigan,,0,,C,0,,0,0,2,Ryan Hanigan,,1,1.000,,.270,,,1,Ryan,,,,,6,,,0,.694,,800,,0,,,0,,1,,1,,,0,0,0,0,0,Reds,0,.330,0,.364
,Stubbs,,0,,CF,0,,1,0,3,Drew Stubbs,,1,1.000,,.246,,,4,Drew,,,,,4,,,1,.713,,100,,0,,,0,,0,,0,,,0,0,2,0,0,Reds,0,.412,0,.301
,Burton,,,,,,,,,,Jared Burton,,,,,,,,,Jared,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Cueto,,,,,,,,,,Johnny Cueto,,,,,,,,,Johnny,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Bailey,,,,,,,,,,Homer Bailey,,,,,,,,,Homer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Fisher,,,,,,,,,,Carlos Fisher,,,,,,,,,Carlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reds,,,,
,Bruce,,0,,PH-RF,0,,0,0,1,Jay Bruce,,,1.000,,.210,,,0,Jay,,,,,2,,,0,.728,,901,,0,,,0,,0,,1,,,0,0,0,0,2,Reds,0,.443,0,.285
