inning,top_down,runs,scorers,pitcher,o,b,s,batter,b1,b2,b3,event,event2,home_team_runs,away_team_runs,rbi,error_runs,fielder_error
1,top,0,[],Bronson Arroyo,0,2,2,Michael Bourn,['Michael Bourn'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Bronson Arroyo,1,0,2,Kazuo Matsui,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Bronson Arroyo,2,1,3,Lance Berkman,['N/A'],['Michael Bourn'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,top,0,[],Bronson Arroyo,3,2,3,Carlos Lee,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Wandy Rodriguez,0,4,1,Drew Stubbs,['Drew Stubbs'],['N/A'],['N/A'],Walk,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Wandy Rodriguez,2,3,3,Paul Janish,['N/A'],['N/A'],['N/A'],Strikeout - DP,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Wandy Rodriguez,2,1,2,Joey Votto,['Joey Votto'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
1,bottom,0,[],Wandy Rodriguez,3,2,3,Brandon Phillips,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Bronson Arroyo,1,1,2,Miguel Tejada,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Bronson Arroyo,1,1,1,Hunter Pence,['N/A'],['Hunter Pence'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Bronson Arroyo,1,1,2,Geoff Blum,['Geoff Blum'],['N/A'],['N/A'],Hit By Pitch,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Bronson Arroyo,2,0,3,Humberto Quintero,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,top,0,[],Bronson Arroyo,3,1,2,Wandy Rodriguez,['N/A'],['N/A'],['N/A'],Forceout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Wandy Rodriguez,1,2,2,Scott Rolen,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Wandy Rodriguez,2,1,3,Jonny Gomes,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
2,bottom,0,[],Wandy Rodriguez,3,2,3,Darnell McDonald,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Bronson Arroyo,1,3,2,Michael Bourn,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Bronson Arroyo,2,1,1,Kazuo Matsui,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
3,top,0,[],Bronson Arroyo,3,3,1,Lance Berkman,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Wandy Rodriguez,0,3,1,Ryan Hanigan,['N/A'],['Ryan Hanigan'],['N/A'],Double,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Wandy Rodriguez,0,0,0,Bronson Arroyo,['Bronson Arroyo'],['N/A'],['Ryan Hanigan'],Sac Bunt,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Wandy Rodriguez,1,3,3,Drew Stubbs,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
3,bottom,0,[],Wandy Rodriguez,3,1,1,Paul Janish,['N/A'],['N/A'],['N/A'],Grounded Into DP,N/A,0,0,N/A,N/A,N/A
4,top,0,[],Bronson Arroyo,0,1,2,Carlos Lee,['Carlos Lee'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
4,top,0,[],Bronson Arroyo,1,3,2,Miguel Tejada,['N/A'],['Carlos Lee'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
4,top,0,[],Bronson Arroyo,3,0,2,Hunter Pence,['N/A'],['N/A'],['N/A'],Flyout,N/A,0,0,N/A,N/A,N/A
4,bottom,0,[],Wandy Rodriguez,1,1,2,Joey Votto,['N/A'],['N/A'],['N/A'],Lineout,N/A,0,0,N/A,N/A,N/A
4,bottom,0,[],Wandy Rodriguez,2,2,1,Brandon Phillips,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
4,bottom,0,[],Wandy Rodriguez,3,2,3,Scott Rolen,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
5,top,0,[],Bronson Arroyo,1,1,2,Geoff Blum,['N/A'],['N/A'],['N/A'],Pop Out,N/A,0,0,N/A,N/A,N/A
5,top,0,[],Bronson Arroyo,2,0,3,Humberto Quintero,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
5,top,0,[],Bronson Arroyo,3,2,3,Wandy Rodriguez,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
5,bottom,0,[],Wandy Rodriguez,1,0,0,Jonny Gomes,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
5,bottom,0,[],Wandy Rodriguez,1,2,2,Darnell McDonald,['Darnell McDonald'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
5,bottom,0,[],Wandy Rodriguez,2,0,1,Ryan Hanigan,['Ryan Hanigan'],['N/A'],['N/A'],Forceout,N/A,0,0,N/A,N/A,N/A
5,bottom,0,[],Wandy Rodriguez,3,2,3,Bronson Arroyo,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
6,top,0,[],Bronson Arroyo,1,1,2,Michael Bourn,['N/A'],['N/A'],['N/A'],Groundout,N/A,0,0,N/A,N/A,N/A
6,top,0,[],Bronson Arroyo,2,1,3,Kazuo Matsui,['N/A'],['N/A'],['N/A'],Strikeout,N/A,0,0,N/A,N/A,N/A
6,top,0,[],Bronson Arroyo,2,1,0,Lance Berkman,['Lance Berkman'],['N/A'],['N/A'],Single,N/A,0,0,N/A,N/A,N/A
