AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
2,0,8,8,3,38,22,9,41,Paul,1,1,100,38,2,2,Paul George,22,10,George,F,0,Indiana,6
1,0,5,1,0,0,4,2,50,Thaddeus,0,0,0,37,2,1,Thaddeus Young,4,7,Young,F,1,Indiana,0
1,3,5,0,0,0,17,8,47,Myles,2,1,50,31,6,3,Myles Turner,17,11,Turner,C,1,Indiana,1
0,0,4,8,2,25,9,2,22,CJ,0,0,0,25,0,1,CJ Miles,6,4,Miles,G,0,Indiana,0
6,0,8,6,1,17,15,4,27,Jeff,1,0,0,32,1,0,Jeff Teague,9,9,Teague,G,0,Indiana,7
0,0,0,2,1,50,2,1,50,Glenn,2,1,50,11,1,0,Glenn Robinson III,4,1,Robinson,N/A,0,Indiana,0
3,0,3,1,0,0,10,4,40,Monta,1,1,100,25,0,3,Monta Ellis,9,3,Ellis,N/A,3,Indiana,1
0,0,4,0,0,0,1,0,0,Rakeem,2,2,100,17,1,3,Rakeem Christmas,2,5,Christmas,N/A,1,Indiana,0
3,0,1,3,1,33,6,1,17,Rodney,6,3,50,16,0,1,Rodney Stuckey,6,1,Stuckey,N/A,0,Indiana,1
0,0,1,0,0,0,1,1,100,Kevin,0,0,0,6,1,0,Kevin Seraphin,2,2,Seraphin,N/A,0,Indiana,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Aaron,N/A,N/A,N/A,N/A,N/A,N/A,Aaron Brooks,N/A,N/A,Brooks,N/A,N/A,Indiana,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Al,N/A,N/A,N/A,N/A,N/A,N/A,Al Jefferson,N/A,N/A,Jefferson,N/A,N/A,Indiana,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Joe,N/A,N/A,N/A,N/A,N/A,N/A,Joe Young,N/A,N/A,Young,N/A,N/A,Indiana,N/A
1,0,13,6,3,50,17,8,47,Carmelo,5,3,60,41,0,0,Carmelo Anthony,22,13,Anthony,F,1,New York,2
1,0,5,7,3,43,9,3,33,Lance,0,0,0,33,2,2,Lance Thomas,9,7,Thomas,F,0,New York,1
3,3,1,6,1,17,17,5,29,Kristaps,0,0,0,25,2,1,Kristaps Porzingis,11,3,Porzingis,C,1,New York,2
3,0,7,5,1,20,9,2,22,Courtney,0,0,0,29,0,1,Courtney Lee,5,7,Lee,G,1,New York,2
4,0,2,1,0,0,12,7,58,Derrick,2,2,100,32,0,0,Derrick Rose,16,2,Rose,G,0,New York,0
4,1,10,0,0,0,12,6,50,Willy,4,1,25,31,6,3,Willy Hernangomez,13,16,Hernangomez,N/A,3,New York,4
3,0,1,0,0,0,1,1,100,Ron,0,0,0,22,0,5,Ron Baker,2,1,Baker,N/A,2,New York,3
2,0,1,1,0,0,1,0,0,Chasson,2,2,100,7,0,3,Chasson Randle,2,1,Randle,N/A,0,New York,0
0,0,1,2,1,50,5,3,60,Justin,0,0,0,20,1,0,Justin Holiday,7,2,Holiday,N/A,0,New York,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Mindaugas,N/A,N/A,N/A,N/A,N/A,N/A,Mindaugas Kuzminskas,N/A,N/A,Kuzminskas,N/A,N/A,New York,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Kyle,N/A,N/A,N/A,N/A,N/A,N/A,Kyle O'Quinn,N/A,N/A,O'Quinn,N/A,N/A,New York,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Marshall,N/A,N/A,N/A,N/A,N/A,N/A,Marshall Plumlee,N/A,N/A,Plumlee,N/A,N/A,New York,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Sasha,N/A,N/A,N/A,N/A,N/A,N/A,Sasha Vujacic,N/A,N/A,Vujacic,N/A,N/A,New York,N/A
