rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,3,00:09:39,1,0,Carolina MARIN,return net,hits the net,opponent hits the net
2,16,00:10:12,2,0,Carolina MARIN,net shot,hits the net,opponent hits the net
3,20,00:10:54,3,0,Carolina MARIN,net shot,hits the net,opponent hits the net
4,2,00:11:25,4,0,Carolina MARIN,lob,goes out of bounds,opponent goes out of bounds
5,12,00:11:47,5,0,Carolina MARIN,unknown,hits the net,opponent hits the net
6,8,00:12:12,6,0,Carolina MARIN,lob,hits the net,opponent hits the net
7,1,00:12:33,7,0,Carolina MARIN,long service,landing judgment error,opponent landing judgment error
8,7,00:12:49,7,1,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
9,11,00:13:12,8,1,Carolina MARIN,wrist smash,hits the net,opponent hits the net
10,7,00:13:37,8,2,Akane YAMAGUCHI,unknown,goes out of bounds,opponent goes out of bounds
11,4,00:13:55,8,3,Akane YAMAGUCHI,net shot,hits the net,opponent hits the net
12,6,00:14:14,8,4,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
13,13,00:14:38,8,5,Akane YAMAGUCHI,clear,opponent wins by landing,wins by landing
14,21,00:15:23,9,5,Carolina MARIN,net shot,fails to clear the net,opponent fails to clear the net
15,2,00:15:58,10,5,Carolina MARIN,lob,goes out of bounds,opponent goes out of bounds
16,8,00:16:23,10,6,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
17,15,00:17:04,11,6,Carolina MARIN,net shot,hits the net,opponent hits the net
18,12,00:18:34,11,7,Akane YAMAGUCHI,rush,opponent wins by landing,wins by landing
19,15,00:19:14,11,8,Akane YAMAGUCHI,rush,opponent wins by landing,wins by landing
20,6,00:19:46,11,9,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
21,6,00:20:09,11,10,Akane YAMAGUCHI,net shot,hits the net,opponent hits the net
22,10,00:20:32,12,10,Carolina MARIN,rush,opponent wins by landing,wins by landing
23,4,00:20:57,12,11,Akane YAMAGUCHI,defensive return drive,opponent wins by landing,wins by landing
24,5,00:21:23,12,12,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
25,9,00:21:50,13,12,Carolina MARIN,net shot,hits the net,opponent hits the net
26,32,00:23:07,14,12,Carolina MARIN,clear,goes out of bounds,opponent goes out of bounds
27,1,00:23:40,15,12,Carolina MARIN,long service,landing judgment error,opponent landing judgment error
28,2,00:24:02,15,13,Akane YAMAGUCHI,lob,landing judgment error,opponent landing judgment error
29,14,00:24:41,16,13,Carolina MARIN,smash,opponent wins by landing,wins by landing
30,2,00:25:59,17,13,Carolina MARIN,net shot,goes out of bounds,opponent goes out of bounds
31,7,00:26:21,17,14,Akane YAMAGUCHI,unknown,hits the net,opponent hits the net
32,16,00:26:55,18,14,Carolina MARIN,net shot,opponent wins by landing,wins by landing
33,4,00:27:56,19,14,Carolina MARIN,drive,hits the net,opponent hits the net
34,4,00:28:17,20,14,Carolina MARIN,push,goes out of bounds,opponent goes out of bounds
35,3,00:28:40,21,14,Carolina MARIN,wrist smash,opponent wins by landing,wins by landing
