p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
10,Dickey,8,0,2,P,0,23,0,0,1,R.A. Dickey,9,,1.000,0,.140,5,47,0,R.A.,0,0,,0,1,5,,0,.280,0,900,true,0,35,,1,4.41,0,15,1,5,76,0,0,0,0,0,Braves,0,.140,0,.140
0,Motte,0,0,0,P,0,3,0,0,0,Jason Motte,1,,1.000,3,.000,0,11,0,Jason,0,2,,0,0,1,,0,.000,5,904,,0,48,,1,3.89,0,3,0,0,15,0,0,0,0,0,Braves,0,.000,0,.000
,Suzuki,,0,,C,1,,0,0,3,Kurt Suzuki,,1,1.000,,.266,,,2,Kurt,,,,,5,,,1,.840,,500,,0,,,2,,0,,0,,,0,1,1,0,0,Braves,0,.498,0,.342
,Flowers,,,,,,,,,,Tyler Flowers,,,,,,,,,Tyler,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Markakis,,0,,RF,1,,0,0,4,Nick Markakis,,2,1.000,,.278,,,3,Nick,,,,,2,,,0,.752,,400,,0,,,0,,0,,0,,,0,0,1,0,0,Braves,0,.393,0,.359
,Kemp,,,,,,,,,,Matt Kemp,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Johnson,,,,,,,,,,Jim Johnson,,,,,,,,,Jim,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Freeman,,0,,1B,0,,0,0,4,Freddie Freeman,,2,1.000,,.319,,,1,Freddie,,,,,10,,,0,1.029,,300,,0,,,1,,0,,2,,,1,1,0,0,1,Braves,0,.612,0,.417
,Freeman,,,,,,,,,,Sam Freeman,,,,,,,,,Sam,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Teheran,,,,,,,,,,Julio Teheran,,,,,,,,,Julio,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Vizcaino,,,,,,,,,,Arodys Vizcaino,,,,,,,,,Arodys,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Inciarte,,0,,CF,1,,0,0,5,Ender Inciarte,,4,1.000,,.305,,,2,Ender,,,,,1,,,0,.759,,100,,0,,,1,,0,,1,,,0,0,0,0,0,Braves,0,.409,0,.350
,Ramirez,,,,,,,,,,Jose Ramirez,,,,,,,,,Jose,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Santana,,,,,,,,,,Danny Santana,,,,,,,,,Danny,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Ruiz,,0,,3B,1,,0,0,3,Rio Ruiz,,1,1.000,,.210,,,1,Rio,,,,,3,,,1,.598,,600,,0,,,0,,0,,0,,,0,0,1,0,0,Braves,0,.315,0,.283
,Adams,,0,,PH,0,,0,0,1,Matt Adams,,,.000,,.272,,,2,Matt,,,,,0,,,0,.845,,903,,0,,,0,,0,,0,,,0,0,1,0,0,Braves,0,.529,0,.316
,Brothers,,,,,,,,,,Rex Brothers,,,,,,,,,Rex,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Freitas,,,,,,,,,,David Freitas,,,,,,,,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Krol,,,,,,,,,,Ian Krol,,,,,,,,,Ian,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Adams,,0,,PH,0,,0,0,1,Lane Adams,,,.000,,.314,,,0,Lane,,,,,0,,,0,.909,,906,,0,,,0,,0,,1,,,0,0,0,0,2,Braves,0,.514,0,.395
,Foltynewicz,,,,,,,,,,Mike Foltynewicz,,,,,,,,,Mike,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Jackson,,,,,,,,,,Luke Jackson,,,,,,,,,Luke,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Winkler,,,,,,,,,,Dan Winkler,,,,,,,,,Dan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Lindgren,,,,,,,,,,Jacob Lindgren,,,,,,,,,Jacob,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Wisler,,,,,,,,,,Matt Wisler,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Peterson,,0,,LF,1,,0,0,4,Jace Peterson,,,1.000,,.210,,,1,Jace,,,,,4,,,0,.597,,800,,0,,,0,,0,,2,,,0,1,1,0,0,Braves,0,.296,0,.301
0,Fried,0,0,0,P,0,3,0,0,0,Max Fried,1,,.000,0,.000,0,7,0,Max,0,2,,0,0,1,,0,.250,0,905,,0,48,,0,4.41,0,3,0,0,11,0,0,0,0,0,Braves,0,.000,0,.250
5,Sims,3,0,1,P,0,9,0,0,0,Lucas Sims,2,,.000,0,.000,2,27,0,Lucas,0,1,,0,0,2,,0,.000,1,902,,0,39,,0,5.52,0,6,0,2,38,0,0,0,0,0,Braves,0,.000,0,.000
,Johnson,,,,,,,,,,Micah Johnson,,,,,,,,,Micah,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Garcia,,0,,PH,0,,0,0,1,Adonis Garcia,,1,.000,,.242,,,1,Adonis,,,,,0,,,0,.618,,901,,0,,,0,,0,,0,,,0,0,0,0,0,Braves,0,.342,0,.276
,Swanson,,,,,,,,,,Dansby Swanson,,,,,,,,,Dansby,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Minter,,,,,,,,,,A.J. Minter,,,,,,,,,A.J.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Camargo,,0,,SS,1,,0,0,4,Johan Camargo,,1,1.000,,.303,,,2,Johan,,,,,0,,,0,.810,,700,,0,,,4,,0,,1,,,0,0,1,0,0,Braves,0,.474,0,.336
,Gohara,,,,,,,,,,Luiz Gohara,,,,,,,,,Luiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Rivero,,,,,,,,,,Armando Rivero,,,,,,,,,Armando,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Albies,,0,,2B,1,,0,0,3,Ozzie Albies,,1,1.000,,.288,,,1,Ozzie,,,,,1,,,1,.834,,200,,0,,,3,,0,,0,,,0,0,1,0,0,Braves,0,.475,0,.359
,Newcomb,,,,,,,,,,Sean Newcomb,,,,,,,,,Sean,,,,,,,,,,,,,,,,,,,,,,,,,,,,Braves,,,,
,Reyes,,,,,,,,,,Jose Reyes,,,,,,,,,Jose,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mets,,,,
,Wright,,,,,,,,,,David Wright,,,,,,,,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mets,,,,
,Cabrera,,0,,3B,1,,0,0,4,Asdrubal Cabrera,,1,1.000,,.279,,,2,Asdrubal,,,,,0,,,0,.780,,300,,0,,,3,,1,,1,,,0,0,1,0,1,Mets,0,.432,0,.348
,Blevins,,,,,,,,,,Jerry Blevins,,,,,,,,,Jerry,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mets,,,,
,Aoki,,0,,RF,2,,0,0,5,Norichika Aoki,,1,1.000,,.270,,,1,Norichika,,,,,1,,,0,.718,,100,,0,,,0,,2,,2,,,0,2,0,0,0,Mets,0,.396,0,.322
,Lagares,,0,,CF,0,,1,0,3,Juan Lagares,,1,.000,,.250,,,0,Juan,,,,,0,,,1,.679,,700,,0,,,0,,0,,1,,,0,1,1,0,1,Mets,0,.380,0,.299
,d'Arnaud,,0,,C,2,,0,0,3,Travis d'Arnaud,,,1.000,,.239,,,0,Travis,,,,,7,,,1,.701,,500,,0,,,0,,0,,1,,,0,1,0,0,0,Mets,0,.415,0,.286
,Harvey,,,,,,,,,,Matt Harvey,,,,,,,,,Matt,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mets,,,,
,Smoker,,,,,,,,,,Josh Smoker,,,,,,,,,Josh,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mets,,,,
,Flores,,,,,,,,,,Wilmer Flores,,,,,,,,,Wilmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mets,,,,
,Milone,,,,,,,,,,Tommy Milone,,,,,,,,,Tommy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mets,,,,
2,Familia,1,0,0,P,0,4,0,0,0,Jeurys Familia,1,,.000,1,.000,0,5,0,Jeurys,3,0,,0,0,1,,0,.000,1,901,,0,44,,0,5.12,0,3,0,0,8,0,0,0,0,0,Mets,0,.000,0,.000
,Robles,,,,,,,,,,Hansel Robles,,,,,,,,,Hansel,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mets,,,,
,Matz,,,,,,,,,,Steven Matz,,,,,,,,,Steven,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mets,,,,
4,Ramos,2,0,1,P,0,6,0,0,0,AJ Ramos,2,,1.000,2,.000,2,17,0,AJ,27,0,,0,1,1,,0,.000,0,903,,0,34,,0,3.72,0,3,0,2,31,0,0,0,0,0,Mets,0,.000,0,.000
,Goeddel,,,,,,,,,,Erik Goeddel,,,,,,,,,Erik,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mets,,,,
,Syndergaard,,,,,,,,,,Noah Syndergaard,,,,,,,,,Noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mets,,,,
9,deGrom,5,0,2,P,1,27,0,0,3,Jacob deGrom,15,2,1.000,0,.217,1,68,3,Jacob,0,7,,1,1,7,,0,.514,0,900,,0,66,true,2,3.55,0,21,0,1,101,0,0,0,0,0,Mets,0,.275,0,.239
