rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,14,00:25:06,1,0,Viktor AXELSEN,clear,goes out of bounds,opponent goes out of bounds
2,2,00:25:29,2,0,Viktor AXELSEN,lob,goes out of bounds,opponent goes out of bounds
3,19,00:26:03,2,1,Kento MOMOTA,net shot,fails to clear the net,opponent fails to clear the net
4,19,00:26:57,3,1,Viktor AXELSEN,clear,goes out of bounds,opponent goes out of bounds
6,4,00:28:45,5,1,Viktor AXELSEN,wrist smash,hits the net,opponent hits the net
7,8,00:29:20,5,2,Kento MOMOTA,return net,opponent wins by landing,wins by landing
8,4,00:29:48,5,3,Kento MOMOTA,net shot,fails to clear the net,opponent fails to clear the net
10,4,00:30:42,7,3,Viktor AXELSEN,return net,fails to clear the net,opponent fails to clear the net
11,11,00:31:09,7,4,Kento MOMOTA,wrist smash,fails to clear the net,opponent fails to clear the net
12,5,00:31:27,7,5,Kento MOMOTA,lob,opponent wins by landing,wins by landing
13,5,00:32:19,8,5,Viktor AXELSEN,net shot,fails to clear the net,opponent fails to clear the net
14,3,00:32:35,9,5,Viktor AXELSEN,lob,opponent wins by landing,wins by landing
15,20,00:33:10,10,5,Viktor AXELSEN,return net,fails to clear the net,opponent fails to clear the net
16,3,00:33:48,11,5,Viktor AXELSEN,drop,opponent wins by landing,wins by landing
17,17,00:35:10,12,5,Viktor AXELSEN,lob,opponent wins by landing,wins by landing
18,53,00:36:30,13,5,Viktor AXELSEN,net shot,opponent wins by landing,wins by landing
19,3,00:37:32,14,5,Viktor AXELSEN,wrist smash,opponent wins by landing,wins by landing
20,9,00:38:02,15,5,Viktor AXELSEN,smash,opponent wins by landing,wins by landing
21,18,00:38:46,16,5,Viktor AXELSEN,drop,hits the net,opponent hits the net
22,3,00:39:05,16,6,Kento MOMOTA,wrist smash,goes out of bounds,opponent goes out of bounds
23,4,00:39:37,17,6,Viktor AXELSEN,wrist smash,opponent wins by landing,wins by landing
25,6,00:40:42,19,6,Viktor AXELSEN,drop,goes out of bounds,opponent goes out of bounds
26,7,00:41:30,19,7,Kento MOMOTA,rush,hits the net,opponent hits the net
27,8,00:41:52,20,7,Viktor AXELSEN,wrist smash,opponent wins by landing,wins by landing
28,14,00:42:24,21,7,Viktor AXELSEN,return net,hits the net,opponent hits the net
