p_l,last_name,p_h,sac,p_bb,pos,ao,p_bf,cs,hbp,ab,full_name,p_w,go,fldg,p_bs,avg,p_r,p_s,lob,first_name,p_sv,p_so,p_save,p_hr,po,p_ip1,p_ip2,bb,ops,p_hld,bo,p_loss,e,p_game_score,p_win,a,p_era,d,p_out,h,p_er,p_np,hr,r,so,t,rbi,team,sb,slg,sf,obp
,Ibanez,,0,,LF,0,,0,0,4,Raul Ibanez,,1,1.000,,.286,,,1,Raul,,,,,4,,,0,.802,,700,,0,,,0,,0,,2,,,0,0,1,0,0,Yankees,0,.486,0,.316
,Jeter,,0,,SS,1,,0,0,5,Derek Jeter,,3,1.000,,.373,,,1,Derek,,,,,1,,,0,1.031,,100,,0,,,1,,0,,1,,,0,1,0,0,1,Yankees,0,.644,0,.387
,Jones,,,,,,,,,,Andruw Jones,,,,,,,,,Andruw,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
1,Rivera,0,0,0,P,0,3,0,0,0,Mariano Rivera,0,,1.000,1,.000,0,5,0,Mariano,3,0,true,0,0,1,,0,.000,0,901,,0,53,,1,4.15,0,3,0,0,7,0,0,0,0,0,Yankees,0,.000,0,.000
,Rodriguez,,0,,3B,0,,0,1,3,Alex Rodriguez,,1,1.000,,.250,,,0,Alex,,,,,0,,,0,.711,,300,,0,,,1,,0,,2,,,0,1,0,0,0,Yankees,0,.354,0,.357
,Chavez,,,,,,,,,,Eric Chavez,,,,,,,,,Eric,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Garcia,,,,,,,,,,Freddy Garcia,,,,,,,,,Freddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Sabathia,,,,,,,,,,CC Sabathia,,,,,,,,,CC,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
0,Soriano,2,0,0,P,0,5,0,0,0,Rafael Soriano,1,,.000,0,.000,0,17,0,Rafael,0,3,,0,0,1,,0,.000,2,,,0,52,,0,1.80,0,3,0,0,23,0,0,0,0,0,Yankees,0,.000,0,.000
,Teixeira,,0,,1B,0,,0,0,4,Mark Teixeira,,1,1.000,,.286,,,0,Mark,,,,,8,,,0,.772,,500,,0,,,2,,0,,2,,,1,1,1,0,2,Yankees,0,.408,0,.364
,Feliciano,,,,,,,,,,Pedro Feliciano,,,,,,,,,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Cano,,0,,DH-2B,2,,0,0,4,Robinson Cano,,3,1.000,,.241,,,5,Robinson,,,,,0,,,0,.724,,400,,0,,,1,,0,,0,,,0,0,0,0,0,Yankees,0,.407,0,.317
,Swisher,,0,,RF,2,,0,0,3,Nick Swisher,,,1.000,,.235,,,1,Nick,,,,,1,,,1,.764,,600,,0,,,0,,0,,0,,,0,0,1,0,0,Yankees,0,.431,0,.333
,Aardsma,,,,,,,,,,David Aardsma,,,,,,,,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Martin,,0,,C,1,,0,0,3,Russell Martin,,3,1.000,,.133,,,3,Russell,,,,,9,,,1,.528,,800,,0,,,1,,0,,0,,,0,0,0,0,0,Yankees,0,.133,0,.395
,Granderson,,0,,CF,0,,1,0,5,Curtis Granderson,,,1.000,,.283,,,0,Curtis,,,,,2,,,0,1.056,,200,,0,,,0,,0,,5,,,3,3,0,0,4,Yankees,0,.679,0,.377
,Rapada,,,,,,,,,,Clay Rapada,,,,,,,,,Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Meyers,,,,,,,,,,Brad Meyers,,,,,,,,,Brad,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Stewart,,,,,,,,,,Chris Stewart,,,,,,,,,Chris,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Nunez,,0,,2B,2,,0,0,3,Eduardo Nunez,,,.667,,.389,,,2,Eduardo,,,,,0,,,1,.873,,900,,1,,,2,,1,,1,,,0,1,0,0,0,Yankees,1,.444,0,.429
0,Logan,1,0,0,P,0,3,0,0,0,Boone Logan,0,,.000,0,.000,0,4,0,Boone,0,0,,0,0,0,2/3,0,.000,1,,,0,50,,0,1.23,0,2,0,0,7,0,0,0,0,0,Yankees,0,.000,0,.000
,Gardner,,,,,,,,,,Brett Gardner,,,,,,,,,Brett,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Wade,,,,,,,,,,Cory Wade,,,,,,,,,Cory,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
2,Hughes,6,0,2,P,0,25,0,0,0,Phil Hughes,1,,1.000,0,.000,6,62,0,Phil,0,4,,1,1,5,1/3,0,.000,0,,,0,42,true,0,6.75,0,16,0,2,103,0,0,0,0,0,Yankees,0,.000,0,.000
,Nova,,,,,,,,,,Ivan Nova,,,,,,,,,Ivan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Phelps,,,,,,,,,,David Phelps,,,,,,,,,David,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Kuroda,,,,,,,,,,Hiroki Kuroda,,,,,,,,,Hiroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Pineda,,,,,,,,,,Michael Pineda,,,,,,,,,Michael,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Cabral,,,,,,,,,,Cesar Cabral,,,,,,,,,Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Chamberlain,,,,,,,,,,Joba Chamberlain,,,,,,,,,Joba,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
0,Robertson,1,0,0,P,0,4,0,0,0,David Robertson,0,,1.000,0,.000,0,8,0,David,0,1,,0,1,1,,0,.000,3,,,0,52,,0,0.00,0,3,0,0,10,0,0,0,0,0,Yankees,0,.000,0,.000
,Romine,,,,,,,,,,Austin Romine,,,,,,,,,Austin,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Eppley,,,,,,,,,,Cody Eppley,,,,,,,,,Cody,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yankees,,,,
,Pavano,,,,,,,,,,Carl Pavano,,,,,,,,,Carl,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twins,,,,
,Marquis,,,,,,,,,,Jason Marquis,,,,,,,,,Jason,,,,,,,,,,,,,,,,,,,,,,,,,,,,Twins,,,,
,Burroughs,,0,,PH,0,,0,0,1,Sean Burroughs,,1,.000,,.100,,,1,Sean,,,,,0,,,0,.282,,901,,0,,,0,,0,,0,,,0,0,0,0,0,Twins,0,.100,0,.182
,Mauer,,0,,C,2,,0,0,5,Joe Mauer,,2,1.000,,.280,,,2,Joe,,,,,3,,,0,.768,,300,,0,,,0,,0,,1,,,0,1,0,0,0,Twins,0,.400,0,.368
,Morneau,,0,,DH,0,,0,0,2,Justin Morneau,,,.000,,.267,,,2,Justin,,,,,0,,,2,.931,,500,,0,,,0,,0,,0,,,0,2,2,0,0,Twins,0,.578,0,.353
,Carroll,,0,,SS,0,,0,0,5,Jamey Carroll,,3,1.000,,.220,,,1,Jamey,,,,,2,,,0,.576,,200,,0,,,3,,0,,1,,,0,1,1,0,0,Twins,0,.260,0,.316
,Doumit,,0,,RF,1,,0,0,4,Ryan Doumit,,,1.000,,.250,,,2,Ryan,,,,,1,,,0,.603,,600,,0,,,0,,0,,2,,,1,2,1,0,4,Twins,0,.333,0,.270
