rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,20,00:24:07,1,0,An Se Young,drop,fails to clear the net,opponent fails to clear the net
2,10,00:24:34,2,0,An Se Young,cross-court net shot,hits the net,opponent hits the net
3,5,00:24:58,2,1,Carolina MARIN,drop,goes out of bounds,opponent goes out of bounds
4,5,00:25:24,3,1,An Se Young,drop,hits the net,opponent hits the net
5,8,00:25:50,4,1,An Se Young,wrist smash,hits the net,opponent hits the net
6,4,00:26:13,5,1,An Se Young,push,goes out of bounds,opponent goes out of bounds
7,26,00:26:54,5,2,Carolina MARIN,rush,opponent wins by landing,wins by landing
8,13,00:27:41,5,3,Carolina MARIN,rush,opponent wins by landing,wins by landing
9,3,00:28:04,6,3,An Se Young,return net,hits the net,opponent hits the net
10,11,00:28:31,6,4,Carolina MARIN,net shot,fails to clear the net,opponent fails to clear the net
11,5,00:29:24,6,5,Carolina MARIN,smash,opponent wins by landing,wins by landing
12,10,00:29:48,6,6,Carolina MARIN,drop,hits the net,opponent hits the net
13,5,00:30:06,6,7,Carolina MARIN,smash,opponent wins by landing,wins by landing
14,15,00:30:42,7,7,An Se Young,drop,fails to clear the net,opponent fails to clear the net
15,2,00:31:02,8,7,An Se Young,smash,hits the net,opponent hits the net
16,12,00:31:30,8,8,Carolina MARIN,cross-court net shot,opponent wins by landing,wins by landing
17,4,00:32:11,8,9,Carolina MARIN,rush,hits the net,opponent hits the net
18,10,00:32:37,8,10,Carolina MARIN,return net,hits the net,opponent hits the net
19,6,00:33:02,8,11,Carolina MARIN,lob,goes out of bounds,opponent goes out of bounds
20,8,00:34:28,8,12,Carolina MARIN,cross-court net shot,fails to clear the net,opponent fails to clear the net
21,2,00:34:42,8,13,Carolina MARIN,lob,goes out of bounds,opponent goes out of bounds
22,7,00:34:59,8,14,Carolina MARIN,rush,opponent wins by landing,wins by landing
24,7,00:35:39,8,16,Carolina MARIN,unknown,opponent wins by landing,wins by landing
25,6,00:35:58,8,17,Carolina MARIN,return net,hits the net,opponent hits the net
26,7,00:36:28,9,17,An Se Young,drop,hits the net,opponent hits the net
27,2,00:36:48,10,17,An Se Young,smash,goes out of bounds,opponent goes out of bounds
28,19,00:37:20,11,17,An Se Young,smash,opponent wins by landing,wins by landing
29,8,00:37:49,11,18,Carolina MARIN,rush,opponent wins by landing,wins by landing
31,3,00:38:47,11,20,Carolina MARIN,cross-court net shot,opponent wins by landing,wins by landing
32,8,00:39:08,12,20,An Se Young,rush,opponent wins by landing,wins by landing
33,2,00:39:24,13,20,An Se Young,smash,goes out of bounds,opponent goes out of bounds
34,2,00:39:37,14,20,An Se Young,clear,goes out of bounds,opponent goes out of bounds
35,2,00:39:49,14,21,Carolina MARIN,smash,opponent wins by landing,wins by landing
