AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FIRST_NAME,FTA,FTM,FT_PCT,MIN,OREB,PF,PLAYER_NAME,PTS,REB,SECOND_NAME,START_POSITION,STL,TEAM_CITY,TO
3,0,5,2,2,100,15,6,40,Harrison,5,5,100,34,3,3,Harrison Barnes,19,8,Barnes,F,0,Dallas,1
2,1,6,2,2,100,14,7,50,Dirk,7,7,100,31,1,3,Dirk Nowitzki,23,7,Nowitzki,F,0,Dallas,0
0,1,4,0,0,0,9,3,33,Nerlens,1,1,100,23,2,4,Nerlens Noel,7,6,Noel,C,1,Dallas,0
4,0,3,4,2,50,8,4,50,Wesley,0,0,0,37,0,2,Wesley Matthews,10,3,Matthews,G,0,Dallas,1
3,0,2,6,2,33,13,7,54,Seth,2,2,100,34,0,2,Seth Curry,18,2,Curry,G,1,Dallas,0
1,1,2,6,4,67,10,5,50,Yogi,2,1,50,24,1,2,Yogi Ferrell,15,3,Ferrell,N/A,1,Dallas,1
0,0,0,1,0,0,3,1,33,Devin,0,0,0,6,0,2,Devin Harris,2,0,Harris,N/A,0,Dallas,0
11,0,2,2,0,0,7,4,57,J.J.,0,0,0,19,0,0,J.J. Barea,8,2,Barea,N/A,0,Dallas,2
0,0,2,1,0,0,5,3,60,Dwight,0,0,0,15,0,2,Dwight Powell,6,2,Powell,N/A,0,Dallas,0
0,1,3,3,2,67,4,3,75,Dorian,0,0,0,14,0,1,Dorian Finney-Smith,8,3,Finney-Smith,N/A,0,Dallas,0
1,0,1,0,0,0,3,1,33,Jarrod,0,0,0,3,1,0,Jarrod Uthoff,2,2,Uthoff,N/A,0,Dallas,0
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Nicolas,N/A,N/A,N/A,N/A,N/A,N/A,Nicolas Brussino,N/A,N/A,Brussino,N/A,N/A,Dallas,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,AJ,N/A,N/A,N/A,N/A,N/A,N/A,AJ Hammons,N/A,N/A,Hammons,N/A,N/A,Dallas,N/A
1,0,3,5,2,40,7,2,29,Solomon,2,1,50,36,1,3,Solomon Hill,7,4,Hill,F,0,New Orleans,1
2,1,10,1,0,0,21,11,52,Anthony,8,8,100,36,3,1,Anthony Davis,30,13,Davis,F,2,New Orleans,1
6,1,14,5,1,20,19,9,47,DeMarcus,12,10,83,40,2,3,DeMarcus Cousins,29,16,Cousins,C,0,New Orleans,1
7,2,5,4,2,50,12,7,58,Jrue,3,2,67,39,0,1,Jrue Holiday,18,5,Holiday,G,0,New Orleans,1
3,0,1,1,0,0,2,1,50,Tim,0,0,0,24,1,4,Tim Frazier,2,2,Frazier,G,0,New Orleans,1
3,1,0,5,1,20,7,1,14,E'Twaun,2,2,100,17,0,1,E'Twaun Moore,5,0,Moore,N/A,1,New Orleans,0
0,0,0,5,3,60,8,6,75,Dante,2,0,0,20,2,2,Dante Cunningham,15,2,Cunningham,N/A,2,New Orleans,0
4,0,0,4,3,75,7,5,71,Jordan,4,2,50,27,1,3,Jordan Crawford,15,1,Crawford,N/A,0,New Orleans,1
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Alexis,N/A,N/A,N/A,N/A,N/A,N/A,Alexis Ajinca,N/A,N/A,Ajinca,N/A,N/A,New Orleans,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Omer,N/A,N/A,N/A,N/A,N/A,N/A,Omer Asik,N/A,N/A,Asik,N/A,N/A,New Orleans,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Quinn,N/A,N/A,N/A,N/A,N/A,N/A,Quinn Cook,N/A,N/A,Cook,N/A,N/A,New Orleans,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Cheick,N/A,N/A,N/A,N/A,N/A,N/A,Cheick Diallo,N/A,N/A,Diallo,N/A,N/A,New Orleans,N/A
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Donatas,N/A,N/A,N/A,N/A,N/A,N/A,Donatas Motiejunas,N/A,N/A,Motiejunas,N/A,N/A,New Orleans,N/A
