rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,10,00:28:25,1,0,Akane YAMAGUCHI,wrist smash,hits the net,opponent hits the net
2,17,00:29:02,2,0,Akane YAMAGUCHI,push,opponent wins by landing,wins by landing
3,22,00:29:44,2,1,CHEN Yufei,rush,opponent wins by landing,wins by landing
4,7,00:30:22,2,2,CHEN Yufei,rush,opponent wins by landing,wins by landing
5,9,00:30:47,2,3,CHEN Yufei,lob,landing judgment error,opponent landing judgment error
6,22,00:31:36,2,4,CHEN Yufei,return net,goes out of bounds,opponent goes out of bounds
7,10,00:32:16,3,4,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
8,12,00:33:11,4,4,Akane YAMAGUCHI,net shot,hits the net,opponent hits the net
9,6,00:33:45,4,5,CHEN Yufei,wrist smash,opponent wins by landing,wins by landing
10,18,00:34:19,4,6,CHEN Yufei,net shot,hits the net,opponent hits the net
11,8,00:35:05,4,7,CHEN Yufei,return net,hits the net,opponent hits the net
12,26,00:35:50,4,8,CHEN Yufei,net shot,hits the net,opponent hits the net
13,2,00:36:17,5,8,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
14,6,00:36:43,6,8,Akane YAMAGUCHI,wrist smash,hits the net,opponent hits the net
15,2,00:37:00,6,9,CHEN Yufei,net shot,landing judgment error,opponent landing judgment error
16,6,00:37:23,6,10,CHEN Yufei,return net,goes out of bounds,opponent goes out of bounds
17,3,00:37:42,6,11,CHEN Yufei,wrist smash,opponent wins by landing,wins by landing
18,19,00:39:13,6,12,CHEN Yufei,rush,opponent wins by landing,wins by landing
19,11,00:39:47,7,12,Akane YAMAGUCHI,net shot,fails to clear the net,opponent fails to clear the net
20,13,00:40:25,7,13,CHEN Yufei,clear,goes out of bounds,opponent goes out of bounds
21,3,00:40:48,7,14,CHEN Yufei,lob,landing judgment error,opponent landing judgment error
22,6,00:41:13,8,14,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
23,24,00:41:53,9,14,Akane YAMAGUCHI,lob,goes out of bounds,opponent goes out of bounds
24,11,00:42:24,9,15,CHEN Yufei,return net,hits the net,opponent hits the net
25,14,00:43:24,9,16,CHEN Yufei,smash,hits the net,opponent hits the net
26,3,00:43:48,10,16,Akane YAMAGUCHI,return net,hits the net,opponent hits the net
27,3,00:44:04,10,17,CHEN Yufei,drive,goes out of bounds,opponent goes out of bounds
28,6,00:44:27,10,18,CHEN Yufei,wrist smash,goes out of bounds,opponent goes out of bounds
29,2,00:44:45,10,19,CHEN Yufei,clear,goes out of bounds,opponent goes out of bounds
30,4,00:45:03,10,20,CHEN Yufei,rush,hits the net,opponent hits the net
31,8,00:45:28,10,21,CHEN Yufei,return net,hits the net,opponent hits the net
