rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,10,00:00:16,0,1,Akane YAMAGUCHI,return net,hits the net,opponent hits the net
2,14,00:00:42,1,1,An Se Young,net shot,opponent wins by landing,wins by landing
3,1,00:00:57,1,2,Akane YAMAGUCHI,long service,goes out of bounds,opponent goes out of bounds
4,5,00:01:13,1,3,Akane YAMAGUCHI,clear,landing judgment error,opponent landing judgment error
5,10,00:01:33,1,4,Akane YAMAGUCHI,smash,hits the net,opponent hits the net
6,4,00:01:52,1,5,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
7,7,00:02:10,2,5,An Se Young,net shot,hits the net,opponent hits the net
8,8,00:02:33,2,6,Akane YAMAGUCHI,drop,opponent wins by landing,wins by landing
9,9,00:02:57,3,6,An Se Young,clear,goes out of bounds,opponent goes out of bounds
10,5,00:03:15,3,7,Akane YAMAGUCHI,lob,fails to clear the net,opponent fails to clear the net
11,4,00:03:31,3,8,Akane YAMAGUCHI,return net,hits the net,opponent hits the net
12,7,00:03:52,4,8,An Se Young,rush,goes out of bounds,opponent goes out of bounds
13,18,00:04:27,4,9,Akane YAMAGUCHI,drop,opponent wins by landing,wins by landing
14,12,00:05:05,4,10,Akane YAMAGUCHI,rush,goes out of bounds,opponent goes out of bounds
15,12,00:05:32,4,11,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
16,7,00:06:48,5,11,An Se Young,return net,fails to clear the net,opponent fails to clear the net
17,2,00:07:05,5,12,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
18,6,00:07:23,5,13,Akane YAMAGUCHI,lob,goes out of bounds,opponent goes out of bounds
19,5,00:07:40,6,13,An Se Young,wrist smash,hits the net,opponent hits the net
20,6,00:08:00,7,13,An Se Young,rush,hits the net,opponent hits the net
21,16,00:08:31,7,14,Akane YAMAGUCHI,clear,landing judgment error,opponent landing judgment error
22,8,00:09:03,7,15,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
23,5,00:09:21,8,15,An Se Young,net shot,goes out of bounds,opponent goes out of bounds
24,13,00:09:50,9,15,An Se Young,lob,opponent wins by landing,wins by landing
25,7,00:10:17,9,16,Akane YAMAGUCHI,net shot,fails to clear the net,opponent fails to clear the net
26,5,00:10:36,10,16,An Se Young,smash,goes out of bounds,opponent goes out of bounds
27,6,00:10:56,10,17,Akane YAMAGUCHI,clear,landing judgment error,opponent landing judgment error
28,17,00:11:58,11,17,An Se Young,net shot,hits the net,opponent hits the net
29,15,00:12:29,11,18,Akane YAMAGUCHI,net shot,hits the net,opponent hits the net
30,7,00:12:51,12,18,An Se Young,net shot,hits the net,opponent hits the net
31,12,00:13:19,13,18,An Se Young,push,goes out of bounds,opponent goes out of bounds
32,15,00:13:53,13,19,Akane YAMAGUCHI,drop,goes out of bounds,opponent goes out of bounds
33,6,00:14:16,14,19,An Se Young,rush,opponent wins by landing,wins by landing
34,7,00:14:40,14,20,Akane YAMAGUCHI,net shot,hits the net,opponent hits the net
35,7,00:15:00,15,20,An Se Young,return net,hits the net,opponent hits the net
36,4,00:15:20,15,21,Akane YAMAGUCHI,smash,opponent wins by landing,wins by landing
