rally,ball_round,time,winner_score,loser_score,getpoint_player,ball_type,lose_reason,win_reason
1,34,00:41:53,0,1,Akane YAMAGUCHI,push,opponent wins by landing,wins by landing
2,19,00:42:38,1,1,An Se Young,lob,goes out of bounds,opponent goes out of bounds
3,6,00:43:00,1,2,Akane YAMAGUCHI,rush,opponent wins by landing,wins by landing
4,6,00:43:18,1,3,Akane YAMAGUCHI,return net,fails to clear the net,opponent fails to clear the net
5,11,00:43:40,2,3,An Se Young,push,goes out of bounds,opponent goes out of bounds
6,7,00:44:01,2,4,Akane YAMAGUCHI,clear,goes out of bounds,opponent goes out of bounds
7,6,00:44:22,2,5,Akane YAMAGUCHI,drop,hits the net,opponent hits the net
8,14,00:44:51,2,6,Akane YAMAGUCHI,cross-court net shot,fails to clear the net,opponent fails to clear the net
9,16,00:45:22,2,7,Akane YAMAGUCHI,return net,fails to clear the net,opponent fails to clear the net
10,10,00:46:12,3,7,An Se Young,clear,opponent wins by landing,wins by landing
11,11,00:46:41,4,7,An Se Young,drop,opponent wins by landing,wins by landing
12,6,00:47:05,5,7,An Se Young,unknown,goes out of bounds,opponent goes out of bounds
13,2,00:47:23,5,8,Akane YAMAGUCHI,clear,opponent wins by landing,wins by landing
14,16,00:47:54,5,9,Akane YAMAGUCHI,drop,goes out of bounds,opponent goes out of bounds
15,9,00:48:19,5,10,Akane YAMAGUCHI,clear,opponent wins by landing,wins by landing
16,7,00:49:09,6,10,An Se Young,return net,goes out of bounds,opponent goes out of bounds
17,3,00:49:26,6,11,Akane YAMAGUCHI,drive,hits the net,opponent hits the net
18,7,00:50:46,7,11,An Se Young,net shot,hits the net,opponent hits the net
19,15,00:51:28,8,11,An Se Young,clear,opponent wins by landing,wins by landing
20,17,00:52:04,9,11,An Se Young,clear,opponent wins by landing,wins by landing
21,48,00:53:19,10,11,An Se Young,unknown,hits the net,opponent hits the net
22,4,00:53:54,11,11,An Se Young,net shot,goes out of bounds,opponent goes out of bounds
23,12,00:54:19,12,11,An Se Young,smash,hits the net,opponent hits the net
24,6,00:55:05,13,11,An Se Young,clear,goes out of bounds,opponent goes out of bounds
26,6,00:55:39,13,13,Akane YAMAGUCHI,lob,goes out of bounds,opponent goes out of bounds
27,11,00:56:03,14,13,An Se Young,drop,hits the net,opponent hits the net
28,18,00:56:39,14,14,Akane YAMAGUCHI,wrist smash,opponent wins by landing,wins by landing
29,7,00:57:12,15,14,An Se Young,lob,goes out of bounds,opponent goes out of bounds
30,5,00:57:30,15,15,Akane YAMAGUCHI,lob,goes out of bounds,opponent goes out of bounds
31,3,00:57:48,15,16,Akane YAMAGUCHI,wrist smash,opponent wins by landing,wins by landing
32,32,00:58:32,15,17,Akane YAMAGUCHI,lob,goes out of bounds,opponent goes out of bounds
33,6,00:58:56,15,18,Akane YAMAGUCHI,net shot,fails to clear the net,opponent fails to clear the net
34,18,00:59:27,16,18,An Se Young,rush,opponent wins by landing,wins by landing
35,26,01:00:14,17,18,An Se Young,smash,goes out of bounds,opponent goes out of bounds
36,44,01:01:17,18,18,An Se Young,net shot,fails to clear the net,opponent fails to clear the net
37,16,01:02:28,19,18,An Se Young,wrist smash,goes out of bounds,opponent goes out of bounds
38,6,01:02:48,20,18,An Se Young,cross-court net shot,fails to clear the net,opponent fails to clear the net
39,17,01:03:20,21,18,An Se Young,drop,opponent wins by landing,wins by landing
